country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil reserves,uranium,reactor,reputation,rm_prod,oil_prod
Galactic Reich,Palpatine,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=62776,,,,Normal,,
Mattland,sportsnerdmatt,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 142 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62777,,,,Normal,,
Ameri�o,Valentino Gerardi,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 139 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62778,,,,Normal,,
Not a shithole,GrandDaD,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 30 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=62780,,,,Normal,,
Anitania,Jorgerivera158,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 137 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=62781,,,,Normal,,
Larsia,Miguel,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=62782,,,,Normal,,
Liszonia,Liszon,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=62783,,,,Normal,,
Cyleia,Silas Adar,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=62784,,,,Normal,,
Conadada,EmperorColt,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62785,,,,Normal,,
Westfalia,Kaiser Wisselmann,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 136 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=62786,,,,Normal,,
Duke Fishron,Ataul The Almighty,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 135 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62788,,,,Normal,,
Delcona,sumit13,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 123 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=62790,,,,Normal,,
Giordano,MR. DaddyCool,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62791,2 Mbbl,,,Normal,,2 Mbbl per month
Trululu,Gorgud,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 134 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=62792,,,,Normal,,
ASSAD,AL BEY,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 121 hours ago,rankings.php?subregion=waf,,$300 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,None,http://blocgame.com/stats.php?id=62793,,,,Normal,,
walpak,cubchai,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 133 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62794,,,,Normal,,
Psilocybis,Lysergix,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=62795,,,,Normal,,
Newellington,President Devdor,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 133 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62796,,,,Normal,,
shpees,flyingshpeeghettimonster,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 120 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62797,,,,Normal,,
Dredd\\\'s,Dredd,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 20 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62798,,,,Normal,,
EAS,Dmitry,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 124 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62799,,,,Normal,,
Ded_Sec,Aiden152,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 81 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=62800,,,,Normal,,
Furyats,Furiandel,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 123 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62801,,,,Normal,,
Caliphia,supermaster2,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 124 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62802,,,,Normal,,
Yamirka,LuckyX1,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 123 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=62803,,,,Normal,,
Tonto,Phyton,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 122 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62804,,,,Normal,,
Corporate Union,Marcus Finch,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 122 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62805,,,,Normal,,
Ashraff,lop96,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 117 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62808,,,,Normal,,
Aggressiveness,Win That War,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 116 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=62810,,,,Normal,,
Supres,tandemrecruit,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 115 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62811,,,,Normal,,
Brelon,Duvalion,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 7 hours ago,rankings.php?subregion=con,,$300 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=62812,,,,Normal,,
Tyrkiet,ErsinDK,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 114 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62813,,,,Normal,,
Novgorad,Ivan_Petrov,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 114 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=62814,,,,Normal,,
Iron Islands,Theon,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 40 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=62815,,,,Normal,,
Grenada,KPFL81,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 112 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62817,,,,Normal,,
Volco,Bull3tM0nk3y,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62819,,,,Normal,,
Empayar prima,Erosin,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 110 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62820,,,,Normal,,
San Slohwia,Aederich,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 46 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=62821,,,,Normal,,
Strongslayer,Nofo,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 109 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62824,,,,Normal,,
Anthony,sgtandrade2014,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62825,,,,Normal,,
temasik,lawrence,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62827,,,,Normal,,
Meep,Lupa,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 107 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62829,,,,Normal,,
Elmina,Elmina,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 106 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62830,,,,Normal,,
fotamorgana,nadim,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62833,,,,Normal,,
Chepir,Sultan Zoul VII,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62835,,,,Normal,,
SAUDI OPEC,OPEC,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 25 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62838,,,,Normal,,
SettingMoon,Hawk,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62839,,,,Normal,,
Novaya,ScarletMarines,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62840,,,,Normal,,
SOPF,Johnathinski Weston,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62841,,,,Normal,,
groningen,ricardo bos,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62842,,,,Normal,,
NovaCrosser,General Kozio,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 93 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62843,,,,Normal,,
Dowa,NickPauwels,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 48 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62844,,,,Normal,,
Oisovia,Oisin,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 92 hours ago,rankings.php?subregion=waf,,$300 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,None,http://blocgame.com/stats.php?id=62847,,,,Normal,,
Galveston,PMoney398,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 90 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=62848,,,,Normal,,
Kizetra,LordOfKhaos,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 87 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62849,,,,Normal,,
Thirosia,Welvindagreat,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=62850,,,,Normal,,
Territoria,Western Block,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 88 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=62851,,,,Normal,,
Phaeacians,faiakas,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 89 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=62852,,,,Normal,,
Bambule,Bambule,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 88 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62853,,,,Normal,,
Tsimshianland,Cole Anderson,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 88 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62854,,,,Normal,,
Panthia,Thomas Jenkins,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 19 hours ago,rankings.php?subregion=con,,$300 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=62855,,,,Normal,,
Redillion,Redel,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 86 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=62856,,,,Normal,,
Nigerian Scams,Alyusi Islassis,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 85 hours ago,rankings.php?subregion=waf,,$300 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,None,http://blocgame.com/stats.php?id=62857,,,,Normal,,
Segamat,Dr Mikael,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 84 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62858,,,,Normal,,
tamarin,tamarin,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=62859,,,,Normal,,
Newport High,Astalavista,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 34 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=62860,,,,Normal,,
Qaramur,Qaram,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 9 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=62861,,,,Normal,,
Carmin,What_me,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 76 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62862,,,,Normal,,
Nudnut,Mrc26,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 77 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62863,,,,Normal,,
Khudiatress,PashaKhud,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=62865,,,,Normal,,
K19,Haizat19,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 76 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62866,,,,Normal,,
sponges,sponge01,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 76 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62867,,,,Normal,,
Tarsonis,Kalast,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=62868,,,,Normal,,
Kogiume,rags,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 75 hours ago,rankings.php?subregion=gui,,$300 million,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,None,http://blocgame.com/stats.php?id=62869,,,,Normal,,
Kamerun,StuningStar,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 73 hours ago,rankings.php?subregion=eaf,,$300 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,None,http://blocgame.com/stats.php?id=62870,,,,Normal,,
Chebaa,MoustaphaS,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 73 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62871,,,,Normal,,
Guerilla 97,Mohd Syakir Irfan,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 26 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62872,,,,Normal,,
Cz�stochowa,mariomenadzer,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 72 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62873,,,,Normal,,
Greaseland,Gadari Umari,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 13 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=62874,,,,Normal,,
tony,sgtandrade2019,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 13 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62876,,,,Normal,,
pisiorek,eksperyment,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 68 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62878,,,,Normal,,
Asaclar,Vladimir_accurate,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62879,,,,Normal,,
Suromier,Lord Ripred,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 68 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=62880,,,,Normal,,
Pratio,Fred Hinkle,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 66 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=62882,,,,Normal,,
Thimerica,Focus,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=62883,,,,Normal,,
The Cafeteria,Matt the radar technician,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62884,,,,Normal,,
Terra Predonum,roseclare0000,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 43 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=62885,,,,Normal,,
Serlia,Kade Cohen,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 62 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62886,,,,Normal,,
kinabalu,fatimah,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 7 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62887,,,,Normal,,
WE WUZ,bioshock1998,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 61 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62888,,,,Normal,,
pigeons,gabyjcr,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 59 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=62891,,,,Normal,,
Alevia,Medgardd,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 55 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62892,,,,Normal,,
ZY Kingdoms,ZY1st,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 33 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=62893,,,,Normal,,
FORECASTLE,syafiq88sudin,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62894,,,,Normal,,
Clisca,gerardred,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 28 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62895,,,,Normal,,
Carneyopia,jcarney23,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 49 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62896,,,,Normal,,
Bendover,Mike Hawk,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62897,,,,Normal,,
Astrusia,Revan,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 48 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=62898,,,,Normal,,
Nolloland,jamesb123,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 48 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=62899,,,,Normal,,
\\\'Nam,Ben DerHover,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 48 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62900,,,,Normal,,
Nova Germania,Rudel,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 46 hours ago,rankings.php?subregion=con,,$300 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=62901,,,,Normal,,
Sober,SoberObvald,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 45 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62902,,,,Normal,,
