country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil reserves,uranium,reactor,reputation,rm_prod,oil_prod
New Canaan,Joshua Graham,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=59416,,,,Normal,,
Dutch Indies,Tony Lovink,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 90 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=59424,,,,Normal,,
Magna Bonom,Krull,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 22 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=59435,,,,Normal,,
qwertyuiop,rumsods mom,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 31 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59451,,,,Normal,,
New Nederlands,William Mohamad,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59454,,,,Normal,,
Beausch�n,canadianghetto,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59455,,,,Normal,,
Sepidajistan,Shah Squid,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 20 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=59462,,,,Normal,,
Daphnestan,Daoapin,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 140 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=59475,,,,Normal,,
DIE,hibyedie,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 76 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=59482,,,,Normal,,
Minmatarr,PapaSanJianSun,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 26 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=59483,,,,Normal,,
Menelik,Menelik,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 88 hours ago,rankings.php?subregion=eaf,,$300 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,None,http://blocgame.com/stats.php?id=59508,,,,Normal,,
New Pork Land,Porky Mitch,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 90 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=59525,,,,Normal,,
Ralu,Ramar,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 21 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=59527,,,,Normal,,
\\\'Murica,Blob26,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 70 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=59539,,,,Normal,,
Liam Neeson,Peter Griffin,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59550,,,,Normal,,
Dewia,likeakarp,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 49 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=59562,,,,Normal,,
Bruce Man,Bat Wayn,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59564,,,,Normal,,
Romanovia,Dmitry Romanov,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=59571,,,,Normal,,
New Volkstaat,Endless Nameless,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=saf,,$300 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=59576,,,,Normal,,
kufr conquerors,SilversLegend,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=saf,,$300 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=59579,,,,Normal,,
Vierte Reich,Silver_Sr71,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=saf,,$300 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=59580,,,,Normal,,
Aroucia,Pleeb,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 88 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=59585,,,,Normal,,
Del,arnoldNYAAAA,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 44 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=59586,,,,Normal,,
Nuketown,Blobby78,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=59614,,,,Normal,,
Hitlerwasright,Louis C Cuck,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59621,,,,Normal,,
hollywoodundead,batmanthing2222,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 45 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59629,,,,Normal,,
So-Cal,Hotrod1977,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 169 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=59634,,,,Normal,,
Spartan lsnd,Josepgreen,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=59652,,,,Normal,,
VinyRuler,VinyTanker,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 16 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=59709,,,,Normal,,
Derpkins,Mr. Derp,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 24 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=59737,,,,Normal,,
Failures,ARSENAL,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=59747,,,,Normal,,
Huangdi,Xian W�ng,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=59776,2 Mbbl,,,Normal,,2 Mbbl per month
Lorigan,Lorigan,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=59787,,,,Normal,,
Cenation,Sir Camelot,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=59789,,,,Normal,,
Iramerica,general_pooya,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 26 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=59804,,,,Normal,,
Europea,AugustReed,,24k active personnel,0 ships,Finest of the 19th century,,Poor,online now,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59848,2 Mbbl,,,Normal,,2 Mbbl per month
Newbish,Newbish,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=59854,,,,Normal,,
Arabic Union,Comrade Izy,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=59855,,,,Normal,,
Amazona,KarloSpa,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 123 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=59861,,,,Normal,,
Syraan,Desus,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 41 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=59870,,,,Normal,,
Jarhead,Jarhead99,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 16 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=59874,,,,Normal,,
Arkhanta,Ari Satou,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 154 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=59875,,,,Normal,,
Aminia,WashNats,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 24 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=59913,,,,Normal,,
Ultios,Noctis,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=59917,2 Mbbl,,,Normal,,2 Mbbl per month
Sanlucia,johnnylaw1990,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59921,,,,Normal,,
Nurnia,Sen. James Lonsdale,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 173 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=59956,,,,Normal,,
Zorin,NeroRPG,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=59970,,,,Normal,,
Blyadstvo,BorisBlyads,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 13 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=59981,,,,Normal,,
Struckmania,War Criminal,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 20 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=60019,,,,Normal,,
Etiwan,Latvu,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=60056,,,,Normal,,
East Black Rock,Shiro Shirogane,http://blocgame.com/alliancestats.php?allianceid=2039,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=pac,The High Council,$300 million,alliancestats.php?allianceid=2039,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=60120,,,,Normal,,
bagelbeater,Destroyer1200,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 42 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=60136,,,,Normal,,
Emberica,Whynamewhy,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=60147,,,,Normal,,
FSOMA,Fascist Toonder,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 75 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=60165,,,,Normal,,
Maharashtra,Mao ze Bong,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 104 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=60180,,,,Normal,,
ECPF,Schaapjoch,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=eaf,,$300 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,None,http://blocgame.com/stats.php?id=60194,,,,Normal,,
Novoslavija,Rade Latinovic,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=60204,,,,Normal,,
Nueva Asia,Franco C. Manrique,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=60216,,,,Normal,,
