country,leader,alliance,army_size,navy,equipment,factories,training,last_online,gdp,oil_reserves,region/_text,uranium,manpower,airforce,territory,pageUrl,
Oily Puddles,Lord Baren,0,50,0,First World War surplus,0,Undisciplined Rabble,9,415,4518,Egypt,0,0,None,18072,http://blocgame.com/stats.php?id=59151,
Phatass II,shitdick2,Phatass Legion,60,0,Second World War surplus,0,Good,143,378,8129,Mesopotamia,0,Untapped,Small,22714,http://blocgame.com/stats.php?id=58908,
Reikland,Karl-Franz I,0,45,0,Second World War surplus,1,Good,41,393,1553,Persia,0,Untapped,Somewhat Large,20000,http://blocgame.com/stats.php?id=58781,
chan-z,obigzee,0,20,0,Finest of the 19th century,1,Poor,38,424,1304,Mesopotamia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59157,
4Headia,Kappagg,0,20,0,Finest of the 19th century,0,Poor,159,418,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59230,
Newice,SkullKid399,0,25,0,First World War surplus,0,Elite,185,407,7849,Mesopotamia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59196,
prussianiss,TracyMorgan,0,32,0,Finest of the 19th century,2,Undisciplined Rabble,2,400,346,China,0,Plentiful,Mediocre,25225,http://blocgame.com/stats.php?id=59222,
Finland,Lauri Torni,0,20,0,First World War surplus,0,Poor,130,410,0,Pacific Rim,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=54254,
Kosova,Chova,0,5,0,Second World War surplus,1,Elite,22,313,0,Egypt,0,Plentiful,None,13388,http://blocgame.com/stats.php?id=57970,
Shadeistan,Colonel Gaddafi,0,30,0,First World War surplus,0,Elite,14,404,47,China,0,Untapped,Meagre,20927,http://blocgame.com/stats.php?id=59361,
Strongburnz,SamzWater,Brotherhood of Zion,39,0,First World War surplus,1,Good,93,405,301,China,0,Untapped,None,24150,http://blocgame.com/stats.php?id=59220,
Dingleberry69,squadmoneypimplord,Militia Realm,21,0,Finest of the 19th century,0,Elite,3,380,0,Gran Colombia,0,Untapped,Meagre,23335,http://blocgame.com/stats.php?id=59268,
Cumbag,Ginger_Ale70-1,0,27,0,First World War surplus,0,Standard,6,404,0,Arabia,0,Untapped,Small,20000,http://blocgame.com/stats.php?id=59123,
Salarom,Salaren,0,20,0,First World War surplus,1,Poor,4,381,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=48110,
Bilantes,Lufion,0,20,0,Finest of the 19th century,0,Poor,186,384,488,Southern Cone,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59184,
Verzagen,Anf�hrer der Katzen,Corn Fuckers,20,0,Finest of the 19th century,0,Poor,102,400,0,Congo,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59269,
Braxton,youngbrie,0,20,0,Finest of the 19th century,0,Poor,182,383,0,Gran Colombia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59208,
Derpania,Llamaderp113,0,20,0,Finest of the 19th century,0,Poor,177,383,0,Southern Cone,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59214,
Krumbia,wozrolland,0,20,0,Finest of the 19th century,0,Poor,164,393,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59225,
quadnamolia,vishnu,0,20,0,Finest of the 19th century,0,Poor,186,382,0,Indochina,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59167,
East Takistan,Sheepshagger,Socialist Arab Union,8,0,Finest of the 19th century,1,Standard,18,368,2346,Arabia,0,Untapped,Small,26861,http://blocgame.com/stats.php?id=58950,
Boro,Speedy13,0,40,0,First World War surplus,1,Standard,2,399,0,Caribbean,0,0,Small,20000,http://blocgame.com/stats.php?id=59257,
Testistan,Test Testison,0,27,0,Second World War surplus,1,Poor,56,340,0,Pacific Rim,0,Untapped,Mediocre,11055,http://blocgame.com/stats.php?id=56095,
sealforlife,theepicseal14,0,20,0,Finest of the 19th century,0,Poor,135,380,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59254,
Lithergrad,Juman Uthh,0,20,0,Finest of the 19th century,0,Poor,129,376,0,Guinea,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59262,
Tankunka,Kuntanka,0,20,0,Finest of the 19th century,0,Poor,187,371,0,East Africa,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59173,
Avramia,BouBatran,0,18,0,First World War surplus,0,Standard,15,399,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59301,
crump,dowgamere,Mojave Wanderers,42,0,First World War surplus,0,Standard,4,375,6674,Mesopotamia,0,0,Mediocre,24028,http://blocgame.com/stats.php?id=59193,
Volkssturm,Wilhelm Keitel,The Last Phoenix,4,0,First World War surplus,1,Undisciplined Rabble,106,356,2072,Egypt,0,Untapped,Meagre,14013,http://blocgame.com/stats.php?id=55804,
Woodbury,Governor Phillip,0,91,3,First World War surplus,3,Good,8,353,124,The Subcontinent,0,0,Large,20541,http://blocgame.com/stats.php?id=58974,
Hitlerjugend,Reichfuhrer-SS,0,17,0,First World War surplus,0,Good,0,356,1713,Arabia,0,Plentiful,Meagre,22938,http://blocgame.com/stats.php?id=59358,
The Division,Lorikz Kain,0,20,0,Finest of the 19th century,0,Poor,109,376,430,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59267,
Absortio,Dominick Rosenthal,0,20,0,Finest of the 19th century,0,Poor,128,376,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59266,
Goblandia,Goby,0,25,0,First World War surplus,0,Elite,80,353,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59232,
Cantar,zhenlin19651965,0,20,0,Finest of the 19th century,0,Poor,166,367,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59224,
The Leaf,DonaldTremp,THE REGGIES,20,0,Finest of the 19th century,1,Standard,64,382,4473,Arabia,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59290,
Early,Jubal,0,6,0,Second World War surplus,0,Standard,16,342,0,Egypt,0,Untapped,None,8435,http://blocgame.com/stats.php?id=56496,
Hari Korana,ForestEclipsed,0,25,0,First World War surplus,1,Good,9,372,201,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59236,
EatMyButtonia,ZeLord,0,30,0,First World War surplus,0,Elite,3,378,3976,Mesopotamia,0,Untapped,Mediocre,20000,http://blocgame.com/stats.php?id=59299,
Qopple,xhoax,0,20,0,Finest of the 19th century,0,Poor,147,366,0,Indochina,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59248,
Galapagos Hans,Hans den gott,0,18,0,Second World War surplus,0,Standard,79,370,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59323,
Regeuz,Don Wagemanez,0,25,0,First World War surplus,0,Elite,156,362,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59235,
Elderberries,Roger the Shrubber,0,15,0,Finest of the 19th century,1,Poor,158,345,1623,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59132,
MONTEROL,eqarif,The High Council,20,0,Finest of the 19th century,0,Poor,24,359,372,East Indies,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59204,
Jeddy,Armorbearer,Inter/pol/,19,1,First World War surplus,2,Undisciplined Rabble,51,397,0,Arabia,0,Near Depletion,Mediocre,16172,http://blocgame.com/stats.php?id=57921,
Donnoyet,Behrtan,0,20,0,Finest of the 19th century,0,Standard,89,358,0,Mesopotamia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59307,
Kehmed,Aziz XXXVIII,BAMF,13,0,First World War surplus,1,Undisciplined Rabble,4,349,0,Arabia,0,Plentiful,Meagre,23665,http://blocgame.com/stats.php?id=58615,
Soviets,Dovchenko,0,25,0,First World War surplus,0,Elite,137,348,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59251,
pi�as,valutii,0,22,0,Finest of the 19th century,0,Poor,114,355,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59279,
Afstrondis,Joseph Havilov,0,20,0,First World War surplus,1,Standard,4,363,0,The Subcontinent,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59317,
Tamarackin,Ernesto Reverez,0,20,0,Finest of the 19th century,0,Standard,102,355,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59296,
Sticky Green,Mary Jane,0,27,0,First World War surplus,1,Undisciplined Rabble,14,337,0,Persia,0,Plentiful,None,20000,http://blocgame.com/stats.php?id=59211,
Nova Michigan,Jacob,0,7,0,Finest of the 19th century,0,Standard,176,348,0,China,0,Untapped,None,16335,http://blocgame.com/stats.php?id=59215,
Adams,Benjamin Souza,0,24,0,Finest of the 19th century,0,Poor,131,354,0,East Indies,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59260,
Winoka,drolfs,Millenials,20,0,Finest of the 19th century,0,Standard,79,356,216,East Indies,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59313,
esten,squadmoneypimp,Militia Realm,21,0,First World War surplus,0,Elite,3,351,0,Atlas,0,Untapped,Mediocre,20000,http://blocgame.com/stats.php?id=59285,
Razorbacks,Rojo,0,20,0,Finest of the 19th century,0,Standard,107,345,0,Mesoamerica,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59286,
Khmer Rouge,Caesar,0,20,0,Finest of the 19th century,0,Standard,84,350,0,Indochina,0,Untapped,None,20000,http://blocgame.com/stats.php?id=43637,
Polaria,Raiden,0,20,0,First World War surplus,0,Standard,30,348,2119,Mesopotamia,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59261,
Dominionation,Dominionater,0,14,0,First World War surplus,0,Elite,6,347,0,Indochina,0,Untapped,None,20100,http://blocgame.com/stats.php?id=59218,
Rolandia,Roariskewl,0,20,0,Finest of the 19th century,0,Standard,90,346,0,Gran Colombia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59082,
Prolapsia,Clemator,0,20,0,Finest of the 19th century,0,Standard,91,346,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59305,
Funinja,Funinjapple,0,65,0,First World War surplus,0,Poor,41,322,0,Arabia,0,Untapped,Meagre,23500,http://blocgame.com/stats.php?id=59136,
Sylivania,squadmoneypimplord1,0,20,0,Finest of the 19th century,0,Standard,3,346,0,Atlas,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59303,
pulunia,redwhite,0,20,0,Finest of the 19th century,0,Standard,97,346,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59298,
Lesbiania,MissValeska,0,8,0,Finest of the 19th century,0,Standard,169,366,0,China,0,Untapped,None,16500,http://blocgame.com/stats.php?id=59223,
Durbania,daltondurbin,0,20,0,Finest of the 19th century,0,Poor,112,342,0,Southern Africa,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59281,
ass-hole-landia,Templar Orddder,0,20,0,First World War surplus,0,Standard,59,335,370,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59291,
Socialist Iraq,Mirkh Jangali,0,5,0,First World War surplus,0,Undisciplined Rabble,1,328,0,Mesopotamia,0,0,None,20000,http://blocgame.com/stats.php?id=59283,
Aquitastan,LongDukDong,0,30,0,First World War surplus,1,Poor,60,347,3182,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59321,
Klahiv,Aelfred,0,12,0,First World War surplus,0,Poor,60,329,0,Mesopotamia,0,Untapped,None,19800,http://blocgame.com/stats.php?id=59175,
USK,milleman3,0,0,0,Finest of the 19th century,0,Standard,69,330,0,China,0,Untapped,None,19800,http://blocgame.com/stats.php?id=59131,
Dankness,Da Dank,0,14,0,Finest of the 19th century,0,Undisciplined Rabble,7,322,0,Arabia,0,Untapped,None,19100,http://blocgame.com/stats.php?id=59229,
Al Buranti,Ferrito,0,25,0,First World War surplus,0,Elite,154,314,0,Arabia,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59221,
Yazu,Goobi,Brotherhood of Zion,373,0,Advanced,4,Elite,4,592,9125,Arabia,0,Untapped,Very Powerful,28030,http://blocgame.com/stats.php?id=46519,
Sezeny,Elrick Hansferde,0,25,0,First World War surplus,0,Elite,123,336,0,Mesopotamia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59274,
Sagovia,wiggles45,0,16,0,First World War surplus,0,Standard,1,335,0,Atlas,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59328,
Wadiyaa,Admiral General Alladeen,0,25,0,First World War surplus,0,Elite,93,320,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59304,
Escobar,ELI THE GREAT,0,20,0,Finest of the 19th century,0,Standard,89,320,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59306,
Kwaarmy,Kwami,0,20,0,Finest of the 19th century,0,Standard,89,320,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59308,
Sinova,iwalrus,0,20,0,Finest of the 19th century,0,Standard,95,320,0,East Indies,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59302,
Malacau,inth0x,0,20,0,First World War surplus,1,Good,12,353,332,Indochina,0,Untapped,Meagre,20200,http://blocgame.com/stats.php?id=59315,
Black Knights,DARK REAPER,0,25,0,First World War surplus,0,Elite,64,340,260,Southern Africa,0,Untapped,None,20000,http://blocgame.com/stats.php?id=58473,
gencodog,gencodog,0,8,0,First World War surplus,0,Elite,132,331,0,Gran Colombia,0,Untapped,None,19602,http://blocgame.com/stats.php?id=59259,
Giant Sloths,KingLordDk,0,25,0,First World War surplus,0,Elite,106,315,0,Atlas,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59287,
Hachikuji,RikaWolf,Brotherhood of Zion,20,0,Finest of the 19th century,0,Standard,83,323,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=50843,
$ Weed,Thugtel,0,2,0,First World War surplus,1,Undisciplined Rabble,31,323,0,Arabia,0,Untapped,Meagre,3825,http://blocgame.com/stats.php?id=58410,
Emperors,thehelper900,0,20,0,Finest of the 19th century,0,Standard,106,314,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59288,
zionists,lordben,0,32,0,First World War surplus,0,Good,62,333,0,Egypt,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59246,
Raman,Yasir al-Fulani,0,17,0,Finest of the 19th century,0,Standard,76,323,0,East Africa,0,Untapped,None,19800,http://blocgame.com/stats.php?id=59326,
Makhnovia,JohannVonRaum,0,20,0,Finest of the 19th century,0,Standard,104,314,0,Southern Cone,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59293,
Metalmania,MrMetalHead,0,20,0,Finest of the 19th century,0,Standard,78,314,0,Mesoamerica,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59294,
Zalexdria,ToasterWithWings,0,20,0,Finest of the 19th century,0,Standard,102,314,0,Atlas,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59297,
Swagging,Sirswag,0,20,0,Finest of the 19th century,0,Standard,85,323,0,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59312,
Mena,Ben Frost,0,25,0,First World War surplus,0,Elite,86,323,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59310,
Smith,bssmith,0,25,0,First World War surplus,0,Elite,9,323,4583,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59316,
Kazanluk,Georgi Dimitrov,0,20,0,Finest of the 19th century,0,Standard,79,323,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59322,
Malacai,Sidd,0,20,0,Finest of the 19th century,0,Standard,77,323,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59325,
Alexis,arsamloff,0,20,0,Finest of the 19th century,0,Standard,80,323,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59319,
Aquitistan,Russiastania,0,30,0,First World War surplus,0,Elite,65,331,0,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59320,
Aersquire,Thomas Wise,0,7,0,Finest of the 19th century,0,Poor,196,320,0,Persia,0,Untapped,None,16335,http://blocgame.com/stats.php?id=59191,
Freshwell,Serious,Inter/pol/,120,1,Second World War surplus,3,Poor,15,327,0,Atlas,0,Untapped,Very Powerful,37437,http://blocgame.com/stats.php?id=58341,
Great Manasa,Haus Omana,0,10,0,First World War surplus,0,Elite,2,320,0,Mesopotamia,0,Untapped,Large,19600,http://blocgame.com/stats.php?id=58697,
Filthy Fresh,Karter,0,44,0,Second World War surplus,2,Undisciplined Rabble,177,329,4277,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59190,
Cavorica,Wolvy,0,20,0,Finest of the 19th century,0,Standard,66,324,0,Mesoamerica,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59329,
Helvetica,Crorem,0,20,0,Finest of the 19th century,0,Poor,123,307,0,Mesopotamia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=40606,
Creta,Its_poonda,0,20,0,Finest of the 19th century,0,Standard,76,324,0,The Subcontinent,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59327,
Weeaboonese,Neko-Senpai,0,15,0,Finest of the 19th century,0,Poor,59,307,429,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59276,
Lawedan,deskoft,0,25,0,First World War surplus,0,Elite,121,305,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59277,
Skandia,vanderpool,0,20,0,Finest of the 19th century,0,Poor,120,307,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59278,
Sensum Communem,v$vpXshavn,0,18,0,Finest of the 19th century,0,Standard,11,327,0,Atlas,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59318,
Cancer,Stolen,BAMF,4,0,First World War surplus,1,Standard,60,344,1878,Persia,0,Near Depletion,None,19800,http://blocgame.com/stats.php?id=58745,
Persischland,Zimmermann,0,20,0,Finest of the 19th century,0,Standard,52,335,1605,Persia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59345,
Chemicalus,minisiren,0,19,0,First World War surplus,0,Elite,146,294,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59249,
Fukyu,HoboSkrub,Council of Skrubs,23,0,First World War surplus,0,Elite,11,328,0,East Indies,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59347,
Depnia,PetrolOil,0,20,0,Finest of the 19th century,0,Standard,53,323,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59348,
Confederados,Leviathann,0,4,0,Finest of the 19th century,0,Elite,33,332,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59354,
MACCapitalism,Doue,0,20,0,Finest of the 19th century,0,Standard,53,323,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59349,
Cakeo,silver2127,0,20,0,Finest of the 19th century,0,Standard,60,325,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59341,
Larsted,Drew Zirkle,0,20,0,Finest of the 19th century,0,Standard,57,325,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59343,
Gino,Gino,0,25,0,First World War surplus,0,Elite,52,319,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59352,
Love Coco,Punjabi Kalishia,0,20,0,Finest of the 19th century,0,Standard,63,323,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59335,
Murika,odowan1,0,19,0,First World War surplus,0,Elite,129,305,203,Southern Africa,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59263,
Leinad,bloodywaffles12,THE REGGIES,24,0,First World War surplus,0,Standard,13,321,0,China,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59332,
Jaakiekko,HauskaKL,0,19,0,First World War surplus,0,Elite,124,305,0,Southern Cone,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59272,
urface,Blocsofoil,0,8,0,Finest of the 19th century,0,Poor,150,305,0,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59155,
nasty cat land,nasty kat,0,34,0,Finest of the 19th century,0,Undisciplined Rabble,28,316,3354,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59209,
Aton,Akenaton,0,20,0,Finest of the 19th century,0,Standard,45,324,4907,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59360,
Costa Cabana,Chris Back,0,18,0,Finest of the 19th century,0,Standard,60,317,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59340,
Epicureans,Leuconoe,0,20,0,Finest of the 19th century,0,Standard,42,324,0,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59363,
Westerden,rdf123,0,11,0,Finest of the 19th century,0,Standard,52,323,0,China,0,Untapped,None,19212,http://blocgame.com/stats.php?id=59351,
Luna Bay,Tyranus,EUN,25,0,First World War surplus,0,Elite,17,317,0,Caribbean,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59336,
Maronzas,Sumtion,0,20,0,First World War surplus,1,Elite,4,389,0,Caribbean,0,0,Meagre,19116,http://blocgame.com/stats.php?id=59000,
Bango,MrTangoMango,0,21,0,First World War surplus,0,Elite,46,317,0,Indochina,0,Untapped,None,19800,http://blocgame.com/stats.php?id=59337,
Aryans,Herr Hinterlistig,0,25,0,First World War surplus,0,Elite,60,317,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59339,
Deez N00ts,Got Eeeeem,Socialist Arab Union,20,0,Finest of the 19th century,0,Standard,39,317,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59334,
YRU,Nevedov,0,20,0,Finest of the 19th century,0,Standard,48,320,0,The Subcontinent,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59362,
Hedjaz,Abdul Wahhab,0,9,0,First World War surplus,1,Undisciplined Rabble,15,306,0,Mesopotamia,0,Untapped,Meagre,12974,http://blocgame.com/stats.php?id=49882,
Tatianazia,tot8083,0,20,0,Finest of the 19th century,0,Standard,41,323,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59365,
Paaltomo,Paaltomo,0,25,0,First World War surplus,0,Elite,50,320,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59359,
Zakynthos,PetrosZak,0,20,0,Finest of the 19th century,0,Standard,50,320,0,Atlas,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59357,
Lightwood,Habsburg,0,24,0,Finest of the 19th century,0,Poor,3,308,0,Mesoamerica,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59342,
Belgravia,Joseph Brandt,0,24,0,Finest of the 19th century,0,Poor,102,314,5676,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59295,
NotCommies,Shockwave151,0,25,0,First World War surplus,0,Elite,53,307,0,East Indies,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59346,
DeathMetalLand,ShiaSurprise!,The High Council,12,0,First World War surplus,1,Undisciplined Rabble,17,301,393,Mesoamerica,0,Near Depletion,Meagre,13875,http://blocgame.com/stats.php?id=58576,
Marmota,legopaidi,0,20,0,Finest of the 19th century,0,Elite,47,310,4411,Persia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59353,
Barenton,reficulgr,EUN,20,0,Finest of the 19th century,0,Elite,32,314,103,Southern Africa,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59355,
Badakhshan,Demetrius Levensworth,0,20,0,Finest of the 19th century,0,Standard,34,322,0,Persia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59374,
Vilithia,Razorblayde,0,8,0,First World War surplus,0,Good,186,303,0,Mesopotamia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=57749,
Dogmen,Main Dogman,0,19,0,First World War surplus,0,Elite,145,296,0,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59250,
Saltanat-e-Hind,AbdAllah,0,6,0,Finest of the 19th century,0,Good,36,313,0,The Subcontinent,0,Untapped,None,19406,http://blocgame.com/stats.php?id=59371,
Anarquista,BurregoAssado,0,15,0,Finest of the 19th century,0,Standard,33,316,0,Congo,0,Untapped,None,19602,http://blocgame.com/stats.php?id=59381,
switzerdouch,yaboimtndew,0,14,0,First World War surplus,0,Poor,103,327,0,Mesoamerica,0,Untapped,Mediocre,19471,http://blocgame.com/stats.php?id=58997,
Ghouliamos,Aryan Rand,0,18,0,First World War surplus,0,Good,0,314,0,Mesopotamia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59386,
Marwey,mikespty1,0,15,0,Finest of the 19th century,0,Poor,148,302,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59245,
laranjada,ruben,0,15,0,Finest of the 19th century,0,Poor,17,302,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=42009,
Johnada,John Christiansen,0,20,0,Finest of the 19th century,0,Standard,30,315,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59384,
Demokina,Commander Markez,0,20,0,First World War surplus,0,Standard,3,315,374,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59383,
The Roaches,TheRoach,0,25,0,First World War surplus,0,Elite,32,311,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59380,
Cestor,Robert Dubage,0,20,0,Finest of the 19th century,0,Standard,34,315,0,Southern Africa,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59379,
DerpDerpDerp123,FlyingBehemoth,0,20,0,Finest of the 19th century,0,Standard,30,315,0,The Subcontinent,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59382,
Augusta Romula,Shawn Hancock,0,8,0,Finest of the 19th century,0,Standard,34,260,0,Arabia,0,Untapped,None,16335,http://blocgame.com/stats.php?id=59378,
peolkinda,peoplekind,0,25,0,First World War surplus,0,Elite,35,315,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=52097,
williams,twill174,0,27,0,First World War surplus,0,Elite,18,308,371,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59373,
A$AP Mob,A$AP in tha Trap,0,28,0,First World War surplus,0,Elite,11,310,344,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59375,
Munchiopolis,Ginger_Ale69xxx,0,20,0,First World War surplus,1,Undisciplined Rabble,75,290,0,Caribbean,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=58992,
Karrazzan,Harold Weiss,0,23,0,Finest of the 19th century,0,Standard,9,306,0,China,0,Untapped,Meagre,20788,http://blocgame.com/stats.php?id=59265,
freeedom,mr president,0,34,0,Finest of the 19th century,0,Elite,39,302,0,Persia,0,Untapped,None,20200,http://blocgame.com/stats.php?id=59368,
Diocletian,Diocletian,0,20,0,Finest of the 19th century,0,Standard,19,310,0,Persia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59393,
Al Kebab,John Zoidberg,0,29,0,Finest of the 19th century,1,Elite,1,355,0,Mesopotamia,0,Untapped,Small,23665,http://blocgame.com/stats.php?id=59392,
Mathelona,President Mathieu,0,20,0,Finest of the 19th century,0,Standard,19,310,6790,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59394,
Golgom,golgom,0,21,0,First World War surplus,1,Good,2,312,0,The Subcontinent,0,Untapped,None,20594,http://blocgame.com/stats.php?id=59391,
WARZZZZ,WARZTAN,0,10,0,Finest of the 19th century,0,Standard,15,318,0,Persia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59390,
Shimalistan,Shimali,0,25,0,First World War surplus,0,Elite,24,314,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59389,
Cognito,Fireboyx,0,20,0,Finest of the 19th century,0,Standard,24,309,0,Mesoamerica,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59388,
