country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
FlySoGood,ycheez,http://blocgame.com/alliancestats.php?allianceid=1599,297k active personnel,38 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,online now,rankings.php?subregion=pac,Wreckage brothers,$10024 million,alliancestats.php?allianceid=1599,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48188 km 2,http://blocgame.com/stats.php?id=54541,,,
karkkarkia,karkkark,http://blocgame.com/alliancestats.php?allianceid=1580,319k active personnel,45 ships,Advanced,Gandhi-like,13 factories,Good,last online 5 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$9965 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,79131 km 2,http://blocgame.com/stats.php?id=52816,1 Tons,,
OurTown,StarlightGlimmer,http://blocgame.com/alliancestats.php?allianceid=1393,298k active personnel,51 ships,Advanced,Gandhi-like,15 factories,Good,last online 8 hours ago,rankings.php?subregion=per,BAMF,$10000 million,alliancestats.php?allianceid=1393,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,69225 km 2,http://blocgame.com/stats.php?id=51681,,1501 Mbbl,
Foundation,Danzo,http://blocgame.com/alliancestats.php?allianceid=1568,117k active personnel,27 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 24 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$10113 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,143546 km 2,http://blocgame.com/stats.php?id=46870,,,
Broules,Xing Cheung,http://blocgame.com/alliancestats.php?allianceid=1644,133k active personnel,11 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Good,last online 13 hours ago,rankings.php?subregion=pac,Inter/pol/,$10049 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,25926 km 2,http://blocgame.com/stats.php?id=55591,,,
Savarnia,Kxxvc,http://blocgame.com/alliancestats.php?allianceid=1644,195k active personnel,45 ships,Persian Gulf War surplus,Normal,15 factories,Good,last online 4 hours ago,rankings.php?subregion=pac,Inter/pol/,$10003 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,89690 km 2,http://blocgame.com/stats.php?id=57059,,,
Utopiastan,SilmAlpha,http://blocgame.com/alliancestats.php?allianceid=1393,225k active personnel,18 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Good,last online 7 hours ago,rankings.php?subregion=gui,BAMF,$9881 million,alliancestats.php?allianceid=1393,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,56233 km 2,http://blocgame.com/stats.php?id=56876,,,
Ilonia,Indigo Blues,http://blocgame.com/alliancestats.php?allianceid=1580,233k active personnel,11 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,online now,rankings.php?subregion=ara,Brotherhood of Nod,$9856 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,64281 km 2,http://blocgame.com/stats.php?id=55914,2 Tons,,
Showerland,Showerman,http://blocgame.com/alliancestats.php?allianceid=1580,330k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$9977 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,48894 km 2,http://blocgame.com/stats.php?id=53306,,7843 Mbbl,
SPNR,Stefan Stamenkovic,http://blocgame.com/alliancestats.php?allianceid=1599,179k active personnel,19 ships,Vietnam War surplus,Gandhi-like,7 factories,Elite,last online 19 hours ago,rankings.php?subregion=sea,Wreckage brothers,$9966 million,alliancestats.php?allianceid=1599,Indochina,,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,28746 km 2,http://blocgame.com/stats.php?id=51722,,,5%
Vekta,Strongbad,http://blocgame.com/alliancestats.php?allianceid=1595,147k active personnel,18 ships,Almost Modern,Gandhi-like,6 factories,Good,last online 6 hours ago,rankings.php?subregion=pac,The High Council,$9865 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,37722 km 2,http://blocgame.com/stats.php?id=46288,,,
Free Phoenix,Captain Mandrake,http://blocgame.com/alliancestats.php?allianceid=1393,79k active personnel,25 ships,Vietnam War surplus,Normal,3 factories,Elite,last online 8 hours ago,rankings.php?subregion=mex,BAMF,$9870 million,alliancestats.php?allianceid=1393,Mesoamerica,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,20318 km 2,http://blocgame.com/stats.php?id=58198,,,
skrubrikei,coweymcnuggets,http://blocgame.com/alliancestats.php?allianceid=1568,156k active personnel,25 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$9709 million,alliancestats.php?allianceid=1568,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,38315 km 2,http://blocgame.com/stats.php?id=48846,,,
New Akbaristan,Kalish Al-Quadaffi,http://blocgame.com/alliancestats.php?allianceid=1595,6k active personnel,23 ships,Almost Modern,Normal,7 factories,Poor,last online 93 hours ago,rankings.php?subregion=egy,The High Council,$9682 million,alliancestats.php?allianceid=1595,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,43028 km 2,http://blocgame.com/stats.php?id=56420,,3502 Mbbl,
Cascoia,unioncomic,http://blocgame.com/alliancestats.php?allianceid=1568,183k active personnel,51 ships,Advanced,Gandhi-like,14 factories,Standard,online now,rankings.php?subregion=ara,Brotherhood of Zion,$9063 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,87396 km 2,http://blocgame.com/stats.php?id=54174,,,
Arborea,Arbus,http://blocgame.com/alliancestats.php?allianceid=1580,131k active personnel,1 ships,Almost Modern,Gandhi-like,6 factories,Standard,last online 5 hours ago,rankings.php?subregion=waf,Brotherhood of Nod,$9676 million,alliancestats.php?allianceid=1580,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,22999 km 2,http://blocgame.com/stats.php?id=57767,,,
Zion,Zionist,http://blocgame.com/alliancestats.php?allianceid=1393,194k active personnel,20 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 16 hours ago,rankings.php?subregion=mes,BAMF,$9521 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,76215 km 2,http://blocgame.com/stats.php?id=41496,,12059 Mbbl,
Graceland,Elvis,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,11 ships,Almost Modern,Gandhi-like,7 factories,Good,last online 12 hours ago,rankings.php?subregion=eaf,BAMF,$9594 million,alliancestats.php?allianceid=1393,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,52676 km 2,http://blocgame.com/stats.php?id=7435,,,
Jam,pbjam,http://blocgame.com/alliancestats.php?allianceid=1580,169k active personnel,19 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,Brotherhood of Nod,$9460 million,alliancestats.php?allianceid=1580,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,37884 km 2,http://blocgame.com/stats.php?id=56490,,,
Eisen,Balthazaar,http://blocgame.com/alliancestats.php?allianceid=1599,209k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,online now,rankings.php?subregion=chi,Wreckage brothers,$9450 million,alliancestats.php?allianceid=1599,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,83662 km 2,http://blocgame.com/stats.php?id=53566,,,
Somaliya,Al Somali,http://blocgame.com/alliancestats.php?allianceid=1644,330k active personnel,16 ships,Almost Modern,Gandhi-like,5 factories,Standard,last online 3 hours ago,rankings.php?subregion=ara,Inter/pol/,$9346 million,alliancestats.php?allianceid=1644,Arabia,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=ara,20906 km 2,http://blocgame.com/stats.php?id=52569,,5992 Mbbl,
Saminis,Marcus Slate,http://blocgame.com/alliancestats.php?allianceid=1382,124k active personnel,17 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 10 hours ago,rankings.php?subregion=con,Non-Aligned Movement,$9481 million,alliancestats.php?allianceid=1382,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30414 km 2,http://blocgame.com/stats.php?id=54520,,,
Krymskii,comradekowalski,http://blocgame.com/alliancestats.php?allianceid=1644,299k active personnel,31 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Good,last online 4 hours ago,rankings.php?subregion=atl,Inter/pol/,$9323 million,alliancestats.php?allianceid=1644,Atlas,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,59721 km 2,http://blocgame.com/stats.php?id=54142,,3886 Mbbl,
Funktahulia,Sweet Baby Doc,http://blocgame.com/alliancestats.php?allianceid=1401,254k active personnel,0 ships,Advanced,Angelic,15 factories,Standard,last online 65 hours ago,rankings.php?subregion=car,The Federal Colonies,$9213 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,71825 km 2,http://blocgame.com/stats.php?id=47179,,27 Mbbl,
PMAOA,Mbatume II,http://blocgame.com/alliancestats.php?allianceid=1595,121k active personnel,18 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 139 hours ago,rankings.php?subregion=gui,The High Council,$9339 million,alliancestats.php?allianceid=1595,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,13257 km 2,http://blocgame.com/stats.php?id=54574,,,
Scrubistan,Fernando_Shiros,http://blocgame.com/alliancestats.php?allianceid=1580,205k active personnel,23 ships,Almost Modern,Gandhi-like,9 factories,Poor,online now,rankings.php?subregion=per,Brotherhood of Nod,$9341 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,54173 km 2,http://blocgame.com/stats.php?id=59122,,15329 Mbbl,
al-Masketta,kingcuck,http://blocgame.com/alliancestats.php?allianceid=1599,330k active personnel,32 ships,Persian Gulf War surplus,Gandhi-like,18 factories,Elite,last online 9 hours ago,rankings.php?subregion=ara,Wreckage brothers,$9177 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,83710 km 2,http://blocgame.com/stats.php?id=53028,1 Tons,,
Southern Russia,Jiovana,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,41 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 30 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$9172 million,alliancestats.php?allianceid=1580,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,54817 km 2,http://blocgame.com/stats.php?id=52935,,,
RiceFields,Jean-Jean,http://blocgame.com/alliancestats.php?allianceid=1599,239k active personnel,18 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,Wreckage brothers,$9163 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,33369 km 2,http://blocgame.com/stats.php?id=52930,,,
Texano,Eden,http://blocgame.com/alliancestats.php?allianceid=1382,36k active personnel,37 ships,Advanced,Angelic,25 factories,Good,last online 1 hours ago,rankings.php?subregion=per,Non-Aligned Movement,$9227 million,alliancestats.php?allianceid=1382,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,132729 km 2,http://blocgame.com/stats.php?id=52354,2 Tons,1054 Mbbl,30%
New Palestina,MacK0797,http://blocgame.com/alliancestats.php?allianceid=1568,185k active personnel,9 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 15 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$9123 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,42419 km 2,http://blocgame.com/stats.php?id=58215,,3953 Mbbl,
Translandia,5Six,http://blocgame.com/alliancestats.php?allianceid=1568,318k active personnel,1 ships,Advanced,Angelic,14 factories,Elite,last online 27 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$9067 million,alliancestats.php?allianceid=1568,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,107766 km 2,http://blocgame.com/stats.php?id=46112,,,
/K/,762x39,http://blocgame.com/alliancestats.php?allianceid=1595,4k active personnel,11 ships,Almost Modern,Good,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=egy,The High Council,$8999 million,alliancestats.php?allianceid=1595,Egypt,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=egy,46435 km 2,http://blocgame.com/stats.php?id=44958,,,
Yugoslothia,Yugoslothia,http://blocgame.com/alliancestats.php?allianceid=1599,93k active personnel,9 ships,Persian Gulf War surplus,Gandhi-like,6 factories,Elite,last online 39 hours ago,rankings.php?subregion=egy,Wreckage brothers,$9084 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,27107 km 2,http://blocgame.com/stats.php?id=55968,,3700 Mbbl,
Oranje,Joseph,http://blocgame.com/alliancestats.php?allianceid=1568,14k active personnel,11 ships,Almost Modern,Gandhi-like,3 factories,Standard,last online 60 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$9034 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20915 km 2,http://blocgame.com/stats.php?id=40545,,,
United,allsmart,http://blocgame.com/alliancestats.php?allianceid=1401,132k active personnel,17 ships,Almost Modern,Gandhi-like,5 factories,Good,last online 59 hours ago,rankings.php?subregion=gra,The Federal Colonies,$8991 million,alliancestats.php?allianceid=1401,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,33804 km 2,http://blocgame.com/stats.php?id=57257,,,
Habibastan,Ahmed Habib,http://blocgame.com/alliancestats.php?allianceid=1393,301k active personnel,18 ships,Advanced,Nice,12 factories,Elite,last online 7 hours ago,rankings.php?subregion=egy,BAMF,$8936 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,77521 km 2,http://blocgame.com/stats.php?id=5936,,,
Mnemosyne,Solus,http://blocgame.com/alliancestats.php?allianceid=1393,160k active personnel,24 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 11 hours ago,rankings.php?subregion=pac,BAMF,$8871 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,26486 km 2,http://blocgame.com/stats.php?id=57952,1 Tons,,
BATHUK,BATHUK,http://blocgame.com/alliancestats.php?allianceid=1580,217k active personnel,10 ships,Vietnam War surplus,Angelic,8 factories,Elite,last online 35 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$8735 million,alliancestats.php?allianceid=1580,Persia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,46971 km 2,http://blocgame.com/stats.php?id=57153,,1803 Mbbl,
Lagoense,Marechal Fabra,http://blocgame.com/alliancestats.php?allianceid=1599,178k active personnel,21 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 16 hours ago,rankings.php?subregion=car,Wreckage brothers,$8722 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,31873 km 2,http://blocgame.com/stats.php?id=57361,,,
Indonia,Indy,http://blocgame.com/alliancestats.php?allianceid=1644,138k active personnel,35 ships,Persian Gulf War surplus,Gandhi-like,6 factories,Standard,last online 76 hours ago,rankings.php?subregion=ara,Inter/pol/,$8747 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,24830 km 2,http://blocgame.com/stats.php?id=52315,,,
The Dank Side,Dolan Dank,http://blocgame.com/alliancestats.php?allianceid=1568,26k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 67 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$8640 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Large,http://blocgame.com/rankings.php?subregion=egy,32803 km 2,http://blocgame.com/stats.php?id=59019,,,
fuckiestan,death2chamelion,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,18 ships,Vietnam War surplus,Gandhi-like,5 factories,Poor,last online 16 hours ago,rankings.php?subregion=atl,Brotherhood of Nod,$8525 million,alliancestats.php?allianceid=1580,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,22085 km 2,http://blocgame.com/stats.php?id=58862,,7358 Mbbl,
Cocobongo,Cuban Pete,http://blocgame.com/alliancestats.php?allianceid=1595,159k active personnel,22 ships,Almost Modern,Gandhi-like,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=gra,The High Council,$8410 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,24360 km 2,http://blocgame.com/stats.php?id=58193,,,
Chaos county,Chavo,http://blocgame.com/alliancestats.php?allianceid=1382,190k active personnel,44 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Elite,last online 4 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,$8401 million,alliancestats.php?allianceid=1382,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,27394 km 2,http://blocgame.com/stats.php?id=49736,5 Tons,3939 Mbbl,
Soviet Greece,Ares Velouchiotis,http://blocgame.com/alliancestats.php?allianceid=1595,87k active personnel,11 ships,Second World War surplus,Gandhi-like,6 factories,Standard,last online 58 hours ago,rankings.php?subregion=sea,The High Council,$8476 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,27527 km 2,http://blocgame.com/stats.php?id=59170,,,
Boomtown,Rataca1000,http://blocgame.com/alliancestats.php?allianceid=1595,140k active personnel,5 ships,Almost Modern,Gandhi-like,2 factories,Elite,last online 13 hours ago,rankings.php?subregion=chi,The High Council,$8300 million,alliancestats.php?allianceid=1595,China,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=chi,1932 km 2,http://blocgame.com/stats.php?id=50054,,,
The Silver Hand,Morladim,http://blocgame.com/alliancestats.php?allianceid=1595,21k active personnel,9 ships,Vietnam War surplus,Gandhi-like,9 factories,Elite,last online 7 hours ago,rankings.php?subregion=pac,The High Council,$8405 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,42574 km 2,http://blocgame.com/stats.php?id=56161,,,
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=1595,187k active personnel,46 ships,Almost Modern,Gandhi-like,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,The High Council,$8160 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,23711 km 2,http://blocgame.com/stats.php?id=54923,,7058 Mbbl,
WUBstep,WUBstep,http://blocgame.com/alliancestats.php?allianceid=1580,342k active personnel,74 ships,Advanced,Gandhi-like,12 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$8023 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,126648 km 2,http://blocgame.com/stats.php?id=39023,12 Tons,3144 Mbbl,
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,75k active personnel,8 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,online now,rankings.php?subregion=mes,The High Council,$8197 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,23591 km 2,http://blocgame.com/stats.php?id=57009,,,
Vladimiria,AceAxos,http://blocgame.com/alliancestats.php?allianceid=1568,148k active personnel,6 ships,Vietnam War surplus,Gandhi-like,7 factories,Good,online now,rankings.php?subregion=saf,Brotherhood of Zion,$8138 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,37887 km 2,http://blocgame.com/stats.php?id=59150,,427 Mbbl,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,14 ships,Advanced,Gandhi-like,6 factories,Good,last online 35 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$7955 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,26408 km 2,http://blocgame.com/stats.php?id=43623,,2704 Mbbl,
Masketto,svidjod,http://blocgame.com/alliancestats.php?allianceid=1599,299k active personnel,42 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Elite,last online 13 hours ago,rankings.php?subregion=egy,Wreckage brothers,$7914 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,86928 km 2,http://blocgame.com/stats.php?id=55437,1 Tons,,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,130k active personnel,51 ships,Almost Modern,Normal,13 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,Inter/pol/,$7822 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,51595 km 2,http://blocgame.com/stats.php?id=55118,,,
Communist Union,Appoox,http://blocgame.com/alliancestats.php?allianceid=1393,89k active personnel,13 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 40 hours ago,rankings.php?subregion=sub,BAMF,$7794 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,11270 km 2,http://blocgame.com/stats.php?id=51081,1 Tons,,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,199k active personnel,11 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 1 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,$7953 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,,,
Orindesia,IvanLivitnenko,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,18 ships,Almost Modern,Gandhi-like,4 factories,Good,online now,rankings.php?subregion=ind,Wreckage brothers,$7844 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19565 km 2,http://blocgame.com/stats.php?id=55700,,,5%
Get Schwifty,Rick Sanchez,http://blocgame.com/alliancestats.php?allianceid=1393,159k active personnel,15 ships,Persian Gulf War surplus,Angelic,9 factories,Poor,last online 59 hours ago,rankings.php?subregion=ara,BAMF,$7879 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,72008 km 2,http://blocgame.com/stats.php?id=57824,,,
Bahavian,Captain LoveDucks,http://blocgame.com/alliancestats.php?allianceid=1599,8k active personnel,13 ships,Almost Modern,Angelic,7 factories,Elite,last online 144 hours ago,rankings.php?subregion=sub,Wreckage brothers,$7916 million,alliancestats.php?allianceid=1599,The Subcontinent,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,56020 km 2,http://blocgame.com/stats.php?id=54960,,,
Ferma,President Jacobo Vincenzo,http://blocgame.com/alliancestats.php?allianceid=1393,159k active personnel,20 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,online now,rankings.php?subregion=con,BAMF,$7766 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30981 km 2,http://blocgame.com/stats.php?id=58784,,,
Pingaslavia,CowsRTasty,http://blocgame.com/alliancestats.php?allianceid=1810,6k active personnel,25 ships,Persian Gulf War surplus,Nice,6 factories,Elite,last online 79 hours ago,rankings.php?subregion=gra,EUN,$7851 million,alliancestats.php?allianceid=1810,Gran Colombia,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=gra,38750 km 2,http://blocgame.com/stats.php?id=6730,,,
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=1568,218k active personnel,4 ships,Advanced,Gandhi-like,8 factories,Elite,last online 22 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7809 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,62234 km 2,http://blocgame.com/stats.php?id=44960,,,
Kuviere,Jaywynne,http://blocgame.com/alliancestats.php?allianceid=1595,7k active personnel,11 ships,Korean War surplus,Gandhi-like,8 factories,Undisciplined Rabble,last online 109 hours ago,rankings.php?subregion=atl,The High Council,$7839 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,24473 km 2,http://blocgame.com/stats.php?id=58755,,1239 Mbbl,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,94k active personnel,14 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 76 hours ago,rankings.php?subregion=atl,The High Council,$7743 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,,,5%
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,131k active personnel,0 ships,Vietnam War surplus,Gandhi-like,7 factories,Good,last online 7 hours ago,rankings.php?subregion=pac,Inter/pol/,$7615 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Large,http://blocgame.com/rankings.php?subregion=pac,51041 km 2,http://blocgame.com/stats.php?id=56250,,,
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,131k active personnel,0 ships,Almost Modern,Gandhi-like,6 factories,Undisciplined Rabble,last online 40 hours ago,rankings.php?subregion=per,The Federal Colonies,$7221 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,15721 km 2,http://blocgame.com/stats.php?id=40095,,3265 Mbbl,
Burlmenia,Nathan Barlow,http://blocgame.com/alliancestats.php?allianceid=1382,46k active personnel,14 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 8 hours ago,rankings.php?subregion=ama,Non-Aligned Movement,$7619 million,alliancestats.php?allianceid=1382,Amazonia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,26921 km 2,http://blocgame.com/stats.php?id=57957,,,
Banglakok,Maotin,http://blocgame.com/alliancestats.php?allianceid=1393,68k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 20 hours ago,rankings.php?subregion=ara,BAMF,$7476 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,22902 km 2,http://blocgame.com/stats.php?id=58044,,,
Funs and Ammo,Ivan Ivanovsky,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,11 ships,Vietnam War surplus,Gandhi-like,4 factories,Standard,last online 39 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7488 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18067 km 2,http://blocgame.com/stats.php?id=55794,,,
