country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
Lagoense,Marechal Fabra,http://blocgame.com/alliancestats.php?allianceid=1599,178k active personnel,23 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=car,Wreckage brothers,$8737 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,31873 km 2,http://blocgame.com/stats.php?id=57361,,,
The Dank Side,Dolan Dank,http://blocgame.com/alliancestats.php?allianceid=1568,9k active personnel,11 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 103 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$7358 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Large,http://blocgame.com/rankings.php?subregion=egy,27063 km 2,http://blocgame.com/stats.php?id=59019,,,
fuckiestan,death2chamelion,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,18 ships,Vietnam War surplus,Gandhi-like,5 factories,Poor,last online 27 hours ago,rankings.php?subregion=atl,Brotherhood of Nod,$8672 million,alliancestats.php?allianceid=1580,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,22085 km 2,http://blocgame.com/stats.php?id=58862,,7286 Mbbl,
Soviet Greece,Ares Velouchiotis,http://blocgame.com/alliancestats.php?allianceid=1595,7k active personnel,11 ships,Second World War surplus,Gandhi-like,5 factories,Standard,last online 94 hours ago,rankings.php?subregion=sea,The High Council,$7222 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,22260 km 2,http://blocgame.com/stats.php?id=59170,,,
The Silver Hand,Morladim,http://blocgame.com/alliancestats.php?allianceid=1595,21k active personnel,9 ships,Vietnam War surplus,Gandhi-like,9 factories,Elite,last online 44 hours ago,rankings.php?subregion=pac,The High Council,$8651 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,42574 km 2,http://blocgame.com/stats.php?id=56161,,,
Bermuda,London J. Collins,http://blocgame.com/alliancestats.php?allianceid=1393,85k active personnel,4 ships,Almost Modern,Nice,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=car,BAMF,$8452 million,alliancestats.php?allianceid=1393,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,82896 km 2,http://blocgame.com/stats.php?id=58252,1 Tons,439 Mbbl,
Cocobongo,Cuban Pete,http://blocgame.com/alliancestats.php?allianceid=1595,159k active personnel,22 ships,Almost Modern,Gandhi-like,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=gra,The High Council,$8422 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,24360 km 2,http://blocgame.com/stats.php?id=58193,,,
Chaos county,Chavo,http://blocgame.com/alliancestats.php?allianceid=1382,190k active personnel,44 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Good,last online 3 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,$8416 million,alliancestats.php?allianceid=1382,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,27394 km 2,http://blocgame.com/stats.php?id=49736,5 Tons,3876 Mbbl,
Maskettia,qqqqq,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,19 factories,Standard,last online 9 hours ago,rankings.php?subregion=ara,Wreckage brothers,$8357 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,75000 km 2,http://blocgame.com/stats.php?id=52872,,,
Boomtown,Rataca1000,http://blocgame.com/alliancestats.php?allianceid=1595,170k active personnel,3 ships,Almost Modern,Gandhi-like,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=chi,The High Council,$8270 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,1932 km 2,http://blocgame.com/stats.php?id=50054,,,
BATHUK,BATHUK,http://blocgame.com/alliancestats.php?allianceid=1580,206k active personnel,10 ships,Vietnam War surplus,Good,8 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$8278 million,alliancestats.php?allianceid=1580,Persia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,46971 km 2,http://blocgame.com/stats.php?id=57153,,1689 Mbbl,
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,75k active personnel,8 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 9 hours ago,rankings.php?subregion=mes,The High Council,$8380 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,23591 km 2,http://blocgame.com/stats.php?id=57009,,,
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=1595,189k active personnel,46 ships,Almost Modern,Gandhi-like,6 factories,Elite,last online 16 hours ago,rankings.php?subregion=mes,The High Council,$8218 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,23711 km 2,http://blocgame.com/stats.php?id=54923,,6956 Mbbl,
Vladimiria,AceAxos,http://blocgame.com/alliancestats.php?allianceid=1568,148k active personnel,6 ships,Vietnam War surplus,Gandhi-like,7 factories,Good,last online 15 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$8257 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,37887 km 2,http://blocgame.com/stats.php?id=59150,,352 Mbbl,
Libratio,Concarne,http://blocgame.com/alliancestats.php?allianceid=1401,18k active personnel,5 ships,Vietnam War surplus,Angelic,3 factories,Elite,last online 33 hours ago,rankings.php?subregion=car,The Federal Colonies,$8170 million,alliancestats.php?allianceid=1401,Caribbean,,Small,http://blocgame.com/rankings.php?subregion=car,11426 km 2,http://blocgame.com/stats.php?id=40370,,,
WUBstep,WUBstep,http://blocgame.com/alliancestats.php?allianceid=1580,359k active personnel,74 ships,Advanced,Gandhi-like,12 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$8013 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,127664 km 2,http://blocgame.com/stats.php?id=39023,12 Tons,2820 Mbbl,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,219k active personnel,11 ships,Almost Modern,Gandhi-like,9 factories,Elite,last online 9 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,$8104 million,alliancestats.php?allianceid=1568,Indochina,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,,,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,14 ships,Advanced,Gandhi-like,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$7987 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,26408 km 2,http://blocgame.com/stats.php?id=43623,,2596 Mbbl,
Bahavian,Captain LoveDucks,http://blocgame.com/alliancestats.php?allianceid=1599,8k active personnel,13 ships,Almost Modern,Gandhi-like,7 factories,Elite,last online 180 hours ago,rankings.php?subregion=sub,Wreckage brothers,$8045 million,alliancestats.php?allianceid=1599,The Subcontinent,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,56020 km 2,http://blocgame.com/stats.php?id=54960,,,
Jumbonesia,Napalm Caesar,http://blocgame.com/alliancestats.php?allianceid=1595,80k active personnel,13 ships,Korean War surplus,Good,7 factories,Good,last online 9 hours ago,rankings.php?subregion=pac,The High Council,$7970 million,alliancestats.php?allianceid=1595,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,32863 km 2,http://blocgame.com/stats.php?id=58350,,75 Mbbl,
Masketto,svidjod,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,42 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Elite,last online 9 hours ago,rankings.php?subregion=egy,Wreckage brothers,$7962 million,alliancestats.php?allianceid=1599,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,86928 km 2,http://blocgame.com/stats.php?id=55437,1 Tons,,
Get Schwifty,Rick Sanchez,http://blocgame.com/alliancestats.php?allianceid=1393,159k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Poor,last online 95 hours ago,rankings.php?subregion=ara,BAMF,$7984 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,72008 km 2,http://blocgame.com/stats.php?id=57824,,,
Kuviere,Jaywynne,http://blocgame.com/alliancestats.php?allianceid=1595,7k active personnel,11 ships,Korean War surplus,Gandhi-like,8 factories,Undisciplined Rabble,last online 146 hours ago,rankings.php?subregion=atl,The High Council,$7984 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,24473 km 2,http://blocgame.com/stats.php?id=58755,,1083 Mbbl,
Orindesia,IvanLivitnenko,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,18 ships,Almost Modern,Gandhi-like,4 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7848 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19565 km 2,http://blocgame.com/stats.php?id=55700,,,5%
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=1568,218k active personnel,4 ships,Advanced,Gandhi-like,8 factories,Elite,last online 26 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7872 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,62234 km 2,http://blocgame.com/stats.php?id=44960,,,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,170k active personnel,51 ships,Almost Modern,Good,13 factories,Good,online now,rankings.php?subregion=ara,Inter/pol/,$7785 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,51595 km 2,http://blocgame.com/stats.php?id=55118,,,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,98k active personnel,14 ships,Almost Modern,Angelic,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=atl,The High Council,$7889 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,,,5%
Communist Union,Appoox,http://blocgame.com/alliancestats.php?allianceid=1393,89k active personnel,13 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 76 hours ago,rankings.php?subregion=sub,BAMF,$7683 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,11270 km 2,http://blocgame.com/stats.php?id=51081,1 Tons,,
Ferma,President Jacobo Vincenzo,http://blocgame.com/alliancestats.php?allianceid=1393,159k active personnel,20 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 1 hours ago,rankings.php?subregion=con,BAMF,$7708 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30981 km 2,http://blocgame.com/stats.php?id=58784,,,
Burlmenia,Nathan Barlow,http://blocgame.com/alliancestats.php?allianceid=1382,46k active personnel,15 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 16 hours ago,rankings.php?subregion=ama,Non-Aligned Movement,$7822 million,alliancestats.php?allianceid=1382,Amazonia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,27221 km 2,http://blocgame.com/stats.php?id=57957,,,
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,159k active personnel,6 ships,Almost Modern,Gandhi-like,7 factories,Elite,online now,rankings.php?subregion=pac,Inter/pol/,$7745 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,51139 km 2,http://blocgame.com/stats.php?id=56250,,,
Funs and Ammo,Ivan Ivanovsky,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,11 ships,Vietnam War surplus,Gandhi-like,4 factories,Poor,last online 75 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7541 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18067 km 2,http://blocgame.com/stats.php?id=55794,,,
BerkeVille,VintageTanker,http://blocgame.com/alliancestats.php?allianceid=1568,90k active personnel,4 ships,Second World War surplus,Gandhi-like,4 factories,Elite,online now,rankings.php?subregion=saf,Brotherhood of Zion,$7565 million,alliancestats.php?allianceid=1568,Southern Africa,,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,41264 km 2,http://blocgame.com/stats.php?id=59187,,,
Banglakok,Maotin,http://blocgame.com/alliancestats.php?allianceid=1393,74k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 17 hours ago,rankings.php?subregion=ara,BAMF,$7479 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,22902 km 2,http://blocgame.com/stats.php?id=58044,,,
Treehouse,Number One,http://blocgame.com/alliancestats.php?allianceid=1595,99k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 16 hours ago,rankings.php?subregion=sea,The High Council,$7545 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,16011 km 2,http://blocgame.com/stats.php?id=58889,,230 Mbbl,
Tendo,Takehiro,http://blocgame.com/alliancestats.php?allianceid=1382,101k active personnel,9 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 1 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$7414 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,19901 km 2,http://blocgame.com/stats.php?id=58802,1 Tons,,
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,113k active personnel,0 ships,Almost Modern,Questionable,6 factories,Good,last online 3 hours ago,rankings.php?subregion=per,The Federal Colonies,$7279 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,15721 km 2,http://blocgame.com/stats.php?id=40095,,3199 Mbbl,
Junoma,VicReyes,http://blocgame.com/alliancestats.php?allianceid=1568,69k active personnel,14 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 22 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$7341 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Large,http://blocgame.com/rankings.php?subregion=con,26228 km 2,http://blocgame.com/stats.php?id=40349,,,
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=1595,74k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 14 hours ago,rankings.php?subregion=ind,The High Council,$7278 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,30761 km 2,http://blocgame.com/stats.php?id=59227,,,
Boro,Speedy13,http://blocgame.com/alliancestats.php?allianceid=1568,99k active personnel,12 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 5 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$7161 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,34016 km 2,http://blocgame.com/stats.php?id=59257,,,5%
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=1568,298k active personnel,4 ships,Advanced,Gandhi-like,8 factories,Good,last online 7 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7095 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,98507 km 2,http://blocgame.com/stats.php?id=52255,59 Tons,,
Texastan,Rebel Lord,http://blocgame.com/alliancestats.php?allianceid=1644,57k active personnel,6 ships,Vietnam War surplus,Questionable,4 factories,Good,last online 4 hours ago,rankings.php?subregion=mes,Inter/pol/,$7044 million,alliancestats.php?allianceid=1644,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,15569 km 2,http://blocgame.com/stats.php?id=58149,,,
Hof'Koursh,TheGoodDoctor,http://blocgame.com/alliancestats.php?allianceid=1599,237k active personnel,20 ships,Almost Modern,Gandhi-like,11 factories,Standard,last online 7 hours ago,rankings.php?subregion=waf,Wreckage brothers,$7121 million,alliancestats.php?allianceid=1599,West Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,93957 km 2,http://blocgame.com/stats.php?id=55002,2 Tons,3462 Mbbl,
Imaginary Land,Chet Manly,http://blocgame.com/alliancestats.php?allianceid=1595,129k active personnel,15 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,The High Council,$6994 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23885 km 2,http://blocgame.com/stats.php?id=58961,,,
Subcon,Sybalus,http://blocgame.com/alliancestats.php?allianceid=1580,38k active personnel,16 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,last online 116 hours ago,rankings.php?subregion=eaf,Brotherhood of Nod,$7066 million,alliancestats.php?allianceid=1580,East Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=eaf,11120 km 2,http://blocgame.com/stats.php?id=53099,,145 Mbbl,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,6k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 192 hours ago,rankings.php?subregion=car,Che Guevara League,$6918 million,alliancestats.php?allianceid=1386,Caribbean,Untapped,Large,http://blocgame.com/rankings.php?subregion=car,5890 km 2,http://blocgame.com/stats.php?id=1,,116 Mbbl,
Fanding,Flingflan,http://blocgame.com/alliancestats.php?allianceid=1595,117k active personnel,11 ships,Korean War surplus,Nice,5 factories,Good,last online 27 hours ago,rankings.php?subregion=per,The High Council,$6975 million,alliancestats.php?allianceid=1595,Persia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,23458 km 2,http://blocgame.com/stats.php?id=59415,,,
Shadeistan,Colonel Gaddafi,http://blocgame.com/alliancestats.php?allianceid=1644,61k active personnel,9 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,Inter/pol/,$6970 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,29861 km 2,http://blocgame.com/stats.php?id=59361,,640 Mbbl,
Fadjistan,Einar Wojak,http://blocgame.com/alliancestats.php?allianceid=1599,5k active personnel,12 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 117 hours ago,rankings.php?subregion=mes,Wreckage brothers,$6974 million,alliancestats.php?allianceid=1599,Mesopotamia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=mes,10366 km 2,http://blocgame.com/stats.php?id=55614,,,
Potatopia,DoomPotato,http://blocgame.com/alliancestats.php?allianceid=1568,78k active personnel,2 ships,Second World War surplus,Nice,5 factories,Elite,online now,rankings.php?subregion=egy,Brotherhood of Zion,$6792 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=egy,36823 km 2,http://blocgame.com/stats.php?id=54037,,12780 Mbbl,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,262k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Good,last online 11 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6631 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50842 km 2,http://blocgame.com/stats.php?id=52679,,,5%
Lyon,Corpsegrinder,http://blocgame.com/alliancestats.php?allianceid=1568,111k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 95 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$6725 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=gra,18884 km 2,http://blocgame.com/stats.php?id=57382,,291 Mbbl,
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=1595,63k active personnel,3 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 30 hours ago,rankings.php?subregion=mes,The High Council,$6751 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,17287 km 2,http://blocgame.com/stats.php?id=40536,,9217 Mbbl,
Ishtar,Magnus Magnus,http://blocgame.com/alliancestats.php?allianceid=1580,199k active personnel,36 ships,Almost Modern,Gandhi-like,7 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$6547 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,29052 km 2,http://blocgame.com/stats.php?id=55882,,,
Pingaslavia,CowsRTasty,http://blocgame.com/alliancestats.php?allianceid=1810,9k active personnel,25 ships,Persian Gulf War surplus,Angelic,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=gra,EUN,$6692 million,alliancestats.php?allianceid=1810,Gran Colombia,,Powerful,http://blocgame.com/rankings.php?subregion=gra,32292 km 2,http://blocgame.com/stats.php?id=6730,,,
Avarice,Mammon,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,11 ships,Vietnam War surplus,Gandhi-like,18 factories,Elite,online now,rankings.php?subregion=sub,BAMF,$6534 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,85089 km 2,http://blocgame.com/stats.php?id=59516,,,
Lorigan,Lorigan,http://blocgame.com/alliancestats.php?allianceid=1595,140k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 50 hours ago,rankings.php?subregion=ama,The High Council,$6548 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ama,29198 km 2,http://blocgame.com/stats.php?id=59787,,568 Mbbl,
Nerdia,TheKyu,http://blocgame.com/alliancestats.php?allianceid=1580,149k active personnel,24 ships,Vietnam War surplus,Normal,9 factories,Good,last online 11 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$6072 million,alliancestats.php?allianceid=1580,Caribbean,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=car,61257 km 2,http://blocgame.com/stats.php?id=56451,,,10%
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,164k active personnel,24 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Standard,last online 2 hours ago,rankings.php?subregion=mex,Non-Aligned Movement,$6348 million,alliancestats.php?allianceid=1382,Mesoamerica,,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,52541 km 2,http://blocgame.com/stats.php?id=54444,,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,66k active personnel,7 ships,Vietnam War surplus,Good,6 factories,Poor,last online 22 hours ago,rankings.php?subregion=gra,The High Council,$6339 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,,,
Ralpenio,Ghjhdd,http://blocgame.com/alliancestats.php?allianceid=1595,52k active personnel,12 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,last online 29 hours ago,rankings.php?subregion=pac,The High Council,$6319 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,9734 km 2,http://blocgame.com/stats.php?id=53369,,,
Lebensraum,morrison1916,http://blocgame.com/alliancestats.php?allianceid=1644,165k active personnel,1 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=sub,Inter/pol/,$6343 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,32083 km 2,http://blocgame.com/stats.php?id=3646,,,
Bruce Man,Bat Wayn,http://blocgame.com/alliancestats.php?allianceid=1393,238k active personnel,6 ships,Almost Modern,Gandhi-like,10 factories,Elite,last online 7 hours ago,rankings.php?subregion=ara,BAMF,$6195 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,42976 km 2,http://blocgame.com/stats.php?id=59564,,,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=1568,101k active personnel,2 ships,Almost Modern,Gandhi-like,7 factories,Poor,last online 60 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$6292 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,67211 km 2,http://blocgame.com/stats.php?id=46942,,,
Seilomn,Charlie,http://blocgame.com/alliancestats.php?allianceid=1401,145k active personnel,5 ships,Second World War surplus,Gandhi-like,6 factories,Poor,last online 188 hours ago,rankings.php?subregion=gui,The Federal Colonies,$6118 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,46490 km 2,http://blocgame.com/stats.php?id=59997,,,
East Black Rock,Shiro Shirogane,http://blocgame.com/alliancestats.php?allianceid=1595,99k active personnel,9 ships,First World War surplus,Gandhi-like,7 factories,Elite,last online 6 hours ago,rankings.php?subregion=pac,The High Council,$6227 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,50846 km 2,http://blocgame.com/stats.php?id=60120,,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,24 ships,Persian Gulf War surplus,Gandhi-like,4 factories,Elite,last online 27 hours ago,rankings.php?subregion=sub,Inter/pol/,$6055 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,40168 km 2,http://blocgame.com/stats.php?id=55616,,,
Nofuksgiven,Zippy,http://blocgame.com/alliancestats.php?allianceid=1382,147k active personnel,18 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,online now,rankings.php?subregion=sea,Non-Aligned Movement,$6163 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,40947 km 2,http://blocgame.com/stats.php?id=58858,,,
switzerdouch,yaboimtndew,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 66 hours ago,rankings.php?subregion=mex,The High Council,$6188 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,20490 km 2,http://blocgame.com/stats.php?id=58997,,183 Mbbl,
