country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation,rm_prod,oil_prod
New Abyssinia,GenesisEra,,20k active personnel,0 ships,First World War surplus,None,Elite,last online 95 hours ago,rankings.php?subregion=eaf,,$348 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=42676,140 Mbbl,,,Angelic,2 Hundred Tons per month,1 Mbbl per month
Adrianopolis,XAdrianT,http://blocgame.com/alliancestats.php?allianceid=2048,41k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 4 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$348 million,alliancestats.php?allianceid=2048,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,23665 km 2,http://blocgame.com/stats.php?id=55912,2156 Mbbl,,,Angelic,8 Hundred Tons per month,5 Mbbl per month
Rzechovxlovkia,M.Hariz,http://blocgame.com/alliancestats.php?allianceid=2064,12k active personnel,0 ships,First World War surplus,None,Elite,last online 37 hours ago,rankings.php?subregion=ara,SPQR,$348 million,alliancestats.php?allianceid=2064,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=61967,,,,Angelic,2 Hundred Tons per month,
West Pacific,Thunder Eagle,http://blocgame.com/alliancestats.php?allianceid=2046,7k active personnel,0 ships,First World War surplus,None,Elite,last online 22 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$348 million,alliancestats.php?allianceid=2046,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16172 km 2,http://blocgame.com/stats.php?id=62429,1 Mbbl,,,Angelic,4 Hundred Tons per month,1 Mbbl per month
Ihejirika,mcbucksauce,,14k active personnel,0 ships,First World War surplus,None,Standard,last online 12 hours ago,rankings.php?subregion=waf,,$347 million,,West Africa,,None,http://blocgame.com/rankings.php?subregion=waf,19406 km 2,http://blocgame.com/stats.php?id=43145,105 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Marova,Tidium,,7k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 91 hours ago,rankings.php?subregion=ara,,$347 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=47847,,,,Nice,2 Hundred Tons per month,
Conwolves,Sinz,http://blocgame.com/alliancestats.php?allianceid=2048,14k active personnel,0 ships,First World War surplus,None,Elite,last online 27 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$347 million,alliancestats.php?allianceid=2048,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=50890,,,,Angelic,2 Hundred Tons per month,
Kotasinga,Stalin VI,,28k active personnel,0 ships,First World War surplus,None,Elite,last online 6 hours ago,rankings.php?subregion=congo,,$347 million,,Congo,,Meagre,http://blocgame.com/rankings.php?subregion=congo,19602 km 2,http://blocgame.com/stats.php?id=60448,1 Mbbl,,,Angelic,6 Hundred Tons per month,1 Mbbl per month
DZ Djeich,StratoDZ,http://blocgame.com/alliancestats.php?allianceid=2058,25k active personnel,0 ships,First World War surplus,None,Elite,last online 8 hours ago,rankings.php?subregion=atl,Al-Qassam Brigades,$347 million,alliancestats.php?allianceid=2058,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=61408,3870 Mbbl; 4 Mbbl,,,Angelic,6 Hundred Tons per month,4 Mbbl per month
Gorgoroth,Nazagorath,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,None,Elite,last online 28 hours ago,rankings.php?subregion=pac,The Order,$347 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62603,,,,Angelic,3 Hundred Tons per month,
Lequeefia,Niggy Tardust,,10k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 56 hours ago,rankings.php?subregion=waf,,$347 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,16172 km 2,http://blocgame.com/stats.php?id=62748,130 Mbbl; 1 Mbbl,,,Normal,3 Hundred Tons per month,1 Mbbl per month
Panthia,Thomas Jenkins,http://blocgame.com/alliancestats.php?allianceid=2038,31k active personnel,0 ships,First World War surplus,None,Good,last online 29 hours ago,rankings.php?subregion=con,Che Guevara League,$347 million,alliancestats.php?allianceid=2038,Southern Cone,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=62855,229 Mbbl; 1 Mbbl,,,Angelic,5 Hundred Tons per month,1 Mbbl per month
Spacemining,26Broadway,,15k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 59 hours ago,rankings.php?subregion=chi,,$347 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19800 km 2,http://blocgame.com/stats.php?id=63069,,,,Angelic,2 Hundred Tons per month,
HARDGAY♂,mits,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 3 hours ago,rankings.php?subregion=pac,The Order,$347 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63324,338 Mbbl; 1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Libratio,Concarne,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 1 hours ago,rankings.php?subregion=car,,$346 million,,Caribbean,,None,http://blocgame.com/rankings.php?subregion=car,19800 km 2,http://blocgame.com/stats.php?id=40370,108 Mbbl; 2 Mbbl,,,Angelic,5 Hundred Tons per month,2 Mbbl per month
Jurhiel,Brian Van Helsing,http://blocgame.com/alliancestats.php?allianceid=2064,20k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 1 hours ago,rankings.php?subregion=mes,SPQR,$346 million,alliancestats.php?allianceid=2064,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=49243,2751 Mbbl; 5 Mbbl,,,Angelic,8 Hundred Tons per month,5 Mbbl per month
Empyrea,Sir_Scarf,http://blocgame.com/alliancestats.php?allianceid=2045,33k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 5 hours ago,rankings.php?subregion=pac,The Order,$346 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,23665 km 2,http://blocgame.com/stats.php?id=49411,46 Mbbl; 1 Mbbl,,,Angelic,11 Hundred Tons per month,1 Mbbl per month
Karrah,Hexapod,,8k active personnel,0 ships,Finest of the 19th century,None,Undisciplined Rabble,last online 82 hours ago,rankings.php?subregion=sea,,$346 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,16172 km 2,http://blocgame.com/stats.php?id=52270,,,,Angelic,2 Hundred Tons per month,
IsabellaUy,Mateo,http://blocgame.com/alliancestats.php?allianceid=2038,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 75 hours ago,rankings.php?subregion=mex,Che Guevara League,$346 million,alliancestats.php?allianceid=2038,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=57667,299 Mbbl; 2 Mbbl,,,Normal,2 Hundred Tons per month,2 Mbbl per month
Malaysiastan,Pussiepounder,http://blocgame.com/alliancestats.php?allianceid=2049,31k active personnel,0 ships,First World War surplus,1 factory,Good,last online 7 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$346 million,alliancestats.php?allianceid=2049,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,24065 km 2,http://blocgame.com/stats.php?id=60911,136 Mbbl; 2 Mbbl,,,Normal,4 Hundred Tons per month,2 Mbbl per month
Mocha,dudearse,,27k active personnel,0 ships,First World War surplus,1 factory,Good,last online 1 hours ago,rankings.php?subregion=sea,,$346 million,,Indochina,,None,http://blocgame.com/rankings.php?subregion=sea,19800 km 2,http://blocgame.com/stats.php?id=61298,273 Mbbl; 3 Mbbl,,,Nice,7 Hundred Tons per month,3 Mbbl per month
Arganava,Abdul Hamid Muhammad,,15k active personnel,0 ships,First World War surplus,None,Elite,last online 19 hours ago,rankings.php?subregion=ind,,$346 million,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62223,113 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
Guardia,IzayoiRabbit,http://blocgame.com/alliancestats.php?allianceid=2053,24k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 51 hours ago,rankings.php?subregion=congo,Abnormal Criminals,$346 million,alliancestats.php?allianceid=2053,Congo,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62952,276 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
Junovia,dontworryaboutit,,20k active personnel,0 ships,Finest of the 19th century,1 factory,Good,last online 4 hours ago,rankings.php?subregion=pac,,$346 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20980 km 2,http://blocgame.com/stats.php?id=63088,241 Mbbl; 2 Mbbl,,,Nice,4 Hundred Tons per month,2 Mbbl per month
Pingaslavia,CowsRTasty,http://blocgame.com/alliancestats.php?allianceid=2042,25k active personnel,0 ships,First World War surplus,None,Elite,last online 12 hours ago,rankings.php?subregion=ind,Interpol,$345 million,alliancestats.php?allianceid=2042,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=6730,157 Mbbl; 2 Mbbl,,,Nice,4 Hundred Tons per month,2 Mbbl per month
...the mongols,Genghis Khan,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 162 hours ago,rankings.php?subregion=pac,,$345 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=40162,,,,Angelic,2 Hundred Tons per month,
Treehuggers,Treehugger,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 106 hours ago,rankings.php?subregion=egy,,$345 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=42299,,,,Angelic,2 Hundred Tons per month,
rumsod666666,rumsodtest,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 31 hours ago,rankings.php?subregion=per,,$345 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=48483,,,,Angelic,2 Hundred Tons per month,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=2048,20k active personnel,0 ships,First World War surplus,None,Elite,last online 2 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$345 million,alliancestats.php?allianceid=2048,Atlas,Untapped,Small,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=49465,3342 Mbbl; 3 Mbbl,,,Nice,5 Hundred Tons per month,3 Mbbl per month
San Palomino,Akiravo,http://blocgame.com/alliancestats.php?allianceid=2045,39k active personnel,0 ships,Finest of the 19th century,None,Good,last online 5 hours ago,rankings.php?subregion=per,The Order,$345 million,alliancestats.php?allianceid=2045,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,24259 km 2,http://blocgame.com/stats.php?id=51103,4595 Mbbl,,,Isolated,5 Hundred Tons per month,8 Mbbl per month
Camina,Galahad11781,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 152 hours ago,rankings.php?subregion=car,,$345 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=54055,,,,Angelic,2 Hundred Tons per month,
Middle Korea,MrGoliath,,10k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 166 hours ago,rankings.php?subregion=pac,,$345 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=57790,,,,Angelic,2 Hundred Tons per month,
Nofuksgiven,Zippy,,17k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 10 hours ago,rankings.php?subregion=sea,,$345 million,,Indochina,Plentiful,None,http://blocgame.com/rankings.php?subregion=sea,19800 km 2,http://blocgame.com/stats.php?id=58858,171 Mbbl,,,Angelic,5 Hundred Tons per month,
hollywoodundead,batmanthing2222,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 152 hours ago,rankings.php?subregion=ara,,$345 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=59629,,,,Angelic,2 Hundred Tons per month,
Derpkins,Mr. Derp,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 131 hours ago,rankings.php?subregion=pac,,$345 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=59737,,,,Angelic,2 Hundred Tons per month,
Zorin,NeroRPG,http://blocgame.com/alliancestats.php?allianceid=2039,17k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 49 hours ago,rankings.php?subregion=pac,The High Council,$345 million,alliancestats.php?allianceid=2039,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,19602 km 2,http://blocgame.com/stats.php?id=59970,1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Banjica,Stjepan Filipovic,,7k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 134 hours ago,rankings.php?subregion=pac,,$345 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=60675,,,,Angelic,2 Hundred Tons per month,
aloyler,aloylerrr,,20k active personnel,0 ships,Finest of the 19th century,None,Good,last online 88 hours ago,rankings.php?subregion=ind,,$345 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60699,470 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
Levinthia,Morpheus,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 120 hours ago,rankings.php?subregion=mex,,$345 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,16335 km 2,http://blocgame.com/stats.php?id=60720,,,,Angelic,2 Hundred Tons per month,
Zanujiah,Al-Zanuj,http://blocgame.com/alliancestats.php?allianceid=2049,18k active personnel,0 ships,First World War surplus,None,Elite,last online 5 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$345 million,alliancestats.php?allianceid=2049,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=61655,2243 Mbbl; 6 Mbbl,,,Angelic,3 Hundred Tons per month,6 Mbbl per month
Llorxye,qiffahsy,,30k active personnel,0 ships,First World War surplus,None,Elite,last online 1 hours ago,rankings.php?subregion=ind,,$345 million,,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,20200 km 2,http://blocgame.com/stats.php?id=61688,77 Mbbl; 2 Mbbl,,,Nice,5 Hundred Tons per month,2 Mbbl per month
saiya,saiya,,25k active personnel,0 ships,First World War surplus,1 factory,Good,last online 2 hours ago,rankings.php?subregion=ara,,$345 million,,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,23465 km 2,http://blocgame.com/stats.php?id=61785,2547 Mbbl; 3 Mbbl,,,Nice,4 Hundred Tons per month,3 Mbbl per month
La Patria,Torralba,,25k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 3 hours ago,rankings.php?subregion=chi,,$345 million,,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62066,319 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
venganza,screw,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 3 hours ago,rankings.php?subregion=chi,The High Council,$345 million,alliancestats.php?allianceid=2039,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62143,284 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
Cartel,King Simon,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 3 hours ago,rankings.php?subregion=mex,,$345 million,,Mesoamerica,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=62152,134 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
Polskim,SelectBrony,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 157 hours ago,rankings.php?subregion=mes,,$345 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=62207,,,,Angelic,2 Hundred Tons per month,
Yannevia,Yannevitz,http://blocgame.com/alliancestats.php?allianceid=2038,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 89 hours ago,rankings.php?subregion=gra,Che Guevara League,$345 million,alliancestats.php?allianceid=2038,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=62538,2 Mbbl,,,Angelic,4 Hundred Tons per month,2 Mbbl per month
Kristonia,Ryouta,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 38 hours ago,rankings.php?subregion=pac,,$345 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62774,263 Mbbl; 1 Mbbl,,,Angelic,4 Hundred Tons per month,1 Mbbl per month
Not a shithole,GrandDaD,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 136 hours ago,rankings.php?subregion=atl,,$345 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16335 km 2,http://blocgame.com/stats.php?id=62780,,,,Angelic,2 Hundred Tons per month,
Conadada,EmperorColt,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 57 hours ago,rankings.php?subregion=egy,,$345 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=62785,,,,Angelic,2 Hundred Tons per month,
Carneyopia,jcarney23,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 156 hours ago,rankings.php?subregion=car,,$345 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=62896,,,,Angelic,2 Hundred Tons per month,
Sober,SoberObvald,,7k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 152 hours ago,rankings.php?subregion=car,,$345 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=62902,,,,Angelic,2 Hundred Tons per month,
Nanyang,Mister_N,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,First World War surplus,None,Standard,last online 21 hours ago,rankings.php?subregion=sea,The Order,$345 million,alliancestats.php?allianceid=2045,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62916,406 Mbbl; 1 Mbbl,,,Angelic,2 Hundred Tons per month,1 Mbbl per month
Blake pare,kingjuke,,7k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 133 hours ago,rankings.php?subregion=pac,,$345 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=62921,,,,Angelic,2 Hundred Tons per month,
Emrythl,Maharani,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 121 hours ago,rankings.php?subregion=egy,,$345 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=62948,,,,Angelic,2 Hundred Tons per month,
Humanz,Gorobets,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 120 hours ago,rankings.php?subregion=car,,$345 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=62949,,,,Angelic,2 Hundred Tons per month,
Soviet Americas,nick87689,,13k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 86 hours ago,rankings.php?subregion=sub,,$345 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,19800 km 2,http://blocgame.com/stats.php?id=63096,,,,Angelic,2 Hundred Tons per month,
Godak,Blaze_kill,http://blocgame.com/alliancestats.php?allianceid=2071,18k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 81 hours ago,rankings.php?subregion=car,Godak Union,$345 million,alliancestats.php?allianceid=2071,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63158,,,,Nice,4 Hundred Tons per month,
Popsiciles,catndaxfire,http://blocgame.com/alliancestats.php?allianceid=2049,35k active personnel,0 ships,First World War surplus,None,Good,last online 48 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$344 million,alliancestats.php?allianceid=2049,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=40495,4589 Mbbl; 2 Mbbl,,,Angelic,4 Hundred Tons per month,2 Mbbl per month
MTNRGuania,mtnrg,,3k active personnel,0 ships,Finest of the 19th century,None,Good,last online 55 hours ago,rankings.php?subregion=ama,,$344 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,19602 km 2,http://blocgame.com/stats.php?id=41236,68 Mbbl; 1 Mbbl,,,Angelic,2 Hundred Tons per month,1 Mbbl per month
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=2039,18k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 5 hours ago,rankings.php?subregion=per,The High Council,$344 million,alliancestats.php?allianceid=2039,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=57783,1723 Mbbl; 1 Mbbl,,,Good,2 Hundred Tons per month,1 Mbbl per month
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=2039,24k active personnel,0 ships,First World War surplus,1 factory,Good,last online 1 hours ago,rankings.php?subregion=ara,The High Council,$344 million,alliancestats.php?allianceid=2039,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=59227,4310 Mbbl; 3 Mbbl,,,Gandhi-like,4 Hundred Tons per month,3 Mbbl per month
Bruce Man,Bat Wayn,,31k active personnel,0 ships,First World War surplus,None,Elite,last online 10 hours ago,rankings.php?subregion=ara,,$344 million,,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,24063 km 2,http://blocgame.com/stats.php?id=59564,3124 Mbbl; 5 Mbbl,,,Angelic,4 Hundred Tons per month,5 Mbbl per month
Dondang Sayang,Cempaka Sari,,11k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 44 hours ago,rankings.php?subregion=ind,,$344 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,19800 km 2,http://blocgame.com/stats.php?id=60628,316 Mbbl; 8 Mbbl,,,Angelic,3 Hundred Tons per month,8 Mbbl per month
KingBding,King B,http://blocgame.com/alliancestats.php?allianceid=2048,20k active personnel,0 ships,Finest of the 19th century,1 factory,Standard,last online 11 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$344 million,alliancestats.php?allianceid=2048,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63205,329 Mbbl; 1 Mbbl,,,Good,3 Hundred Tons per month,1 Mbbl per month
Futuristan,trumpbot9000,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 58 hours ago,rankings.php?subregion=pac,,$344 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63310,397 Mbbl,,,Nice,2 Hundred Tons per month,
Adolf,BaneTrain,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 56 hours ago,rankings.php?subregion=ara,The Order,$344 million,alliancestats.php?allianceid=2045,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63405,1483 Mbbl; 2 Mbbl,,,Nice,2 Hundred Tons per month,2 Mbbl per month
Tikihama,kikj,,20k active personnel,0 ships,Finest of the 19th century,1 factory,Standard,last online 36 hours ago,rankings.php?subregion=pac,,$343 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=44233,305 Mbbl; 2 Mbbl,,,Angelic,3 Hundred Tons per month,2 Mbbl per month
Kanuckan,Nixxer,,3k active personnel,0 ships,First World War surplus,None,Elite,last online 80 hours ago,rankings.php?subregion=pac,,$343 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,19602 km 2,http://blocgame.com/stats.php?id=49436,,,,Good,2 Hundred Tons per month,
Taman Ria Jaya,Eagle Auditore,,7k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 62 hours ago,rankings.php?subregion=atl,,$343 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,19602 km 2,http://blocgame.com/stats.php?id=62726,4719 Mbbl; 5 Mbbl,,,Angelic,3 Hundred Tons per month,5 Mbbl per month
Menn,Menn,,18k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 130 hours ago,rankings.php?subregion=gra,,$343 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,19800 km 2,http://blocgame.com/stats.php?id=62929,,,,Angelic,2 Hundred Tons per month,
Ghost,Kaali,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,None,Elite,last online 1 hours ago,rankings.php?subregion=ara,The Order,$343 million,alliancestats.php?allianceid=2045,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,20200 km 2,http://blocgame.com/stats.php?id=63068,4040 Mbbl,,,Nice,3 Hundred Tons per month,5 Mbbl per month
Luskwood,HylerVolfhelm,http://blocgame.com/alliancestats.php?allianceid=2045,35k active personnel,0 ships,First World War surplus,None,Good,last online 1 hours ago,rankings.php?subregion=sub,The Order,$343 million,alliancestats.php?allianceid=2045,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,23500 km 2,http://blocgame.com/stats.php?id=63171,,,,Nice,4 Hundred Tons per month,
Schlong Island,Jakovsky,http://blocgame.com/alliancestats.php?allianceid=2045,10k active personnel,0 ships,Finest of the 19th century,None,Good,last online 33 hours ago,rankings.php?subregion=chi,The Order,$343 million,alliancestats.php?allianceid=2045,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63243,350 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
