country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Aziatik,Charles Hamilton,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,3 Hundred Tons per month,,Central Planning,$373 million,,Untapped,None,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63378
KOHREA,Kim Jong Ill,The Order,27k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 8 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$373 million,78 Mbbl,Untapped,Small,,China,Soviet Union,23828 km 2,http://blocgame.com/stats.php?id=63926
Leazus,Rance,Che Guevara League,40k active personnel,0 ships,First World War surplus,Nice,1 factory,Poor,last online 60 hours ago,8 Hundred Tons per month,2 Mbbl per month,Central Planning,$372 million,78 Mbbl; 2 Mbbl,Untapped,Mediocre,,Amazonia,Soviet Union,22964 km 2,http://blocgame.com/stats.php?id=3672
Eagleland,AMERICAN_HERO,The Order,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 13 hours ago,6 Hundred Tons per month,,Free Market,$372 million,292 Mbbl,Untapped,Small,,Mesoamerica,United States,24509 km 2,http://blocgame.com/stats.php?id=39022
San Vincente,Manuelo Alberto,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 101 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$372 million,242 Mbbl; 3 Mbbl,Untapped,Small,,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=55217
FIFA,Seff Blatter,Che Guevara League,30k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 11 hours ago,8 Hundred Tons per month,,Mixed Economy,$372 million,,Untapped,None,,Amazonia,Soviet Union,20594 km 2,http://blocgame.com/stats.php?id=56829
Awesomeria,killbodies,Brotherhood of Zion,53k active personnel,0 ships,First World War surplus,Good,2 factories,Good,online now,17 Hundred Tons per month,6 Mbbl per month,Central Planning,$372 million,401 Mbbl; 6 Mbbl,Plentiful,Small,,Congo,Soviet Union,28921 km 2,http://blocgame.com/stats.php?id=57755
Langgarpura,neocon,The Order,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,6 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$372 million,160 Mbbl,Untapped,Small,,East Indies,Neutral,20398 km 2,http://blocgame.com/stats.php?id=60629
Buchepalia,ubiqa,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 2 hours ago,9 Hundred Tons per month,4 Mbbl per month,Free Market,$372 million,210 Mbbl,,None,,Caribbean,United States,19206 km 2,http://blocgame.com/stats.php?id=60734
Lempo danea,Heri kiswanto,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,2 Hundred Tons per month,,Central Planning,$372 million,,Untapped,None,,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61893
Grand America,GodEmperor,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 152 hours ago,2 Hundred Tons per month,,Central Planning,$372 million,300 Mbbl,Untapped,None,,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=63302
Ralu,Ramar,The High Council,41k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 11 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$371 million,428 Mbbl; 1 Mbbl,Untapped,Meagre,,Amazonia,United States,24123 km 2,http://blocgame.com/stats.php?id=59527
Kangznsheeit,Cheapsh0t,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 122 hours ago,2 Hundred Tons per month,,Central Planning,$371 million,,Untapped,None,,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63578
Mikedonia,mykeedee,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 164 hours ago,3 Hundred Tons per month,,Mixed Economy,$370 million,344 Mbbl,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=42563
Ugandavitz,Charles Adibi,African Union,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 33 hours ago,3 Hundred Tons per month,,Central Planning,$370 million,138 Mbbl,Untapped,Meagre,,West Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=51450
Efra,Bronzeaus The Just,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 159 hours ago,2 Hundred Tons per month,,Mixed Economy,$370 million,,Untapped,None,,Guinea,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57373
Minchuani,Salicsar,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 28 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$370 million,182 Mbbl; 1 Mbbl,Untapped,None,,West Africa,Neutral,13477 km 2,http://blocgame.com/stats.php?id=62766
Oileum,Ihei,The High Council,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$370 million,2362 Mbbl; 5 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=63070
Putridium,General Vlad Drac,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,3 Hundred Tons per month,,Free Market,$370 million,,Untapped,None,,The Subcontinent,United States,20000 km 2,http://blocgame.com/stats.php?id=63444
Cisim,colossalwaffle,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,3 Hundred Tons per month,,Free Market,$370 million,,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63451
Pidto,Pidto,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Free Market,$370 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63454
Burgaria,The Burger King,African Union,1k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 54 hours ago,4 Hundred Tons per month,,Mixed Economy,$370 million,,Untapped,None,,Congo,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=63468
Northwest Front,Jaredar,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 85 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$370 million,1 Mbbl,Untapped,None,,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=63507
Horasia,PoceH,,7k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 139 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$370 million,6516 Mbbl; 1 Mbbl,Untapped,None,,Atlas,Neutral,16200 km 2,http://blocgame.com/stats.php?id=63553
lifts223,krakeder9,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 156 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$370 million,1 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63567
Ponte de Terra,paddy de terra,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 165 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$370 million,298 Mbbl; 1 Mbbl,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63587
Afrikaner State,grootpapa1945,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 164 hours ago,2 Hundred Tons per month,,Mixed Economy,$370 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63597
Bela Polska,Alex Bon,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 162 hours ago,3 Hundred Tons per month,,Free Market,$370 million,,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63625
Boro,Speedy13,The Order,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 14 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$369 million,324 Mbbl; 2 Mbbl,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59257
Krajina,�eljko Ra�natovi�,Lithuanian Coalition,35k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 16 hours ago,14 Hundred Tons per month,11 Mbbl per month,Central Planning,$369 million,4223 Mbbl; 11 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=62961
Shell,Antonios,The Order,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 44 hours ago,5 Hundred Tons per month,8 Mbbl per month,Free Market,$369 million,5612 Mbbl,Untapped,Mediocre,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=63278
Jenania,Nacks,,2k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 32 hours ago,4 Hundred Tons per month,,Mixed Economy,$369 million,321 Mbbl,Untapped,Meagre,,Congo,United States,15850 km 2,http://blocgame.com/stats.php?id=63554
Transmekong,Prabang,,9k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$368 million,389 Mbbl,Plentiful,Meagre,,Indochina,United States,16489 km 2,http://blocgame.com/stats.php?id=40195
rumsod666666,rumsodtest,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 84 hours ago,2 Hundred Tons per month,,Central Planning,$368 million,,Untapped,None,,Persia,Neutral,11231 km 2,http://blocgame.com/stats.php?id=48483
New Volkstaat,Endless Nameless,The High Council,33k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,8 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$368 million,205 Mbbl; 1 Mbbl,Untapped,Mediocre,,Southern Africa,Soviet Union,24228 km 2,http://blocgame.com/stats.php?id=59576
morelia,lemambanglemai8621,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 3 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$368 million,440 Mbbl; 3 Mbbl,Untapped,Mediocre,,Caribbean,Soviet Union,20107 km 2,http://blocgame.com/stats.php?id=61850
Thimerica,Focus,Che Guevara League,32k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 16 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$368 million,132 Mbbl; 2 Mbbl,Untapped,None,,Gran Colombia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62883
The Unity,RichardGray,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 157 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$368 million,1 Mbbl,Untapped,Meagre,,China,United States,16172 km 2,http://blocgame.com/stats.php?id=63151
BOSNA,jasmin1979,The Federal Colonies,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 63 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$368 million,434 Mbbl; 1 Mbbl,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63558
lifeversion2.0,UncagedTrout92,the nation,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 84 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$368 million,,Untapped,None,,East Africa,United States,19330 km 2,http://blocgame.com/stats.php?id=63791
putistanian,Enrus,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 149 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$367 million,1559 Mbbl; 1 Mbbl,Untapped,None,,Mesopotamia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63336
Mandaloria,Captain Canaris,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 168 hours ago,2 Hundred Tons per month,,Central Planning,$367 million,,Untapped,None,,Caribbean,United States,16335 km 2,http://blocgame.com/stats.php?id=63455
Farsland,Kyrre Aleisun,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 8 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$367 million,3687 Mbbl; 1 Mbbl,Untapped,None,,Persia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63782
Esmair,muffjin,The Order,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,7 Hundred Tons per month,1 Mbbl per month,Central Planning,$366 million,335 Mbbl,Untapped,Small,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=40882
Smite,Northrop,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 136 hours ago,2 Hundred Tons per month,,Mixed Economy,$366 million,,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=56309
Addin-territory,Addin,PIRATES,30k active personnel,0 ships,First World War surplus,Isolated,None,Good,online now,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$366 million,97 Mbbl,Untapped,Small,,Caribbean,Soviet Union,20203 km 2,http://blocgame.com/stats.php?id=62712
schlongertit,oyveyer,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,2 Hundred Tons per month,,Central Planning,$366 million,,Untapped,None,,Indochina,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63386
Dank Stank,aristocratic23,The Order,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$366 million,,Untapped,Meagre,,West Africa,Neutral,23665 km 2,http://blocgame.com/stats.php?id=63387
Poundtown,FLAKT,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 3 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$365 million,538 Mbbl; 1 Mbbl,Untapped,Meagre,,East Africa,Soviet Union,23429 km 2,http://blocgame.com/stats.php?id=39066
Formosa,Chen ya len,The Order,33k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,6 Hundred Tons per month,3 Mbbl per month,Free Market,$365 million,229 Mbbl,Untapped,Meagre,,Pacific Rim,United States,23990 km 2,http://blocgame.com/stats.php?id=41162
Ezo,arkroyale,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 150 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$365 million,1 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=41571
Panda Express,Pillow,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 150 hours ago,2 Hundred Tons per month,,Free Market,$365 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=48457
Pida,Mohd,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,2 Hundred Tons per month,,Mixed Economy,$365 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60763
Thinkpad,maskedplacebo,The Order,19k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 6 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$365 million,108 Mbbl,Untapped,Meagre,,Indochina,Soviet Union,24721 km 2,http://blocgame.com/stats.php?id=63332
Tiny Island,Rojan,,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 49 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$365 million,248 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63412
Samsayum,Kadetdeen86,The Federal Colonies,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$365 million,302 Mbbl,Untapped,Meagre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63640
Cirnoland,General Cirno,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 136 hours ago,3 Hundred Tons per month,,Free Market,$365 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63702
Hitler,Biiv,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 148 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$365 million,1 Mbbl,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63731
Windlow,Cenna,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 145 hours ago,2 Hundred Tons per month,,Mixed Economy,$365 million,,Untapped,None,,China,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63754
sims slavery,missuh sir,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 134 hours ago,2 Hundred Tons per month,,Free Market,$365 million,,Untapped,None,,Southern Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63783
subse7en,subse7en,,18k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$364 million,68 Mbbl; 4 Mbbl,Plentiful,Meagre,,Pacific Rim,Soviet Union,18570 km 2,http://blocgame.com/stats.php?id=61112
Dromund Kaas,Arkahm,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 40 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$364 million,280 Mbbl; 1 Mbbl,Untapped,Small,,Congo,Neutral,12818 km 2,http://blocgame.com/stats.php?id=62191
