country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Tok Jembal,Lady H,The Order,28k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 11 hours ago,8 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$469 million,2192 Mbbl; 8 Mbbl,Untapped,Small,,Arabia,Neutral,26627 km 2,http://blocgame.com/stats.php?id=60840
Vorcs,Aiman Nizam,PIRATES,47k active personnel,0 ships,Second World War surplus,Nice,1 factory,Elite,last online 1 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$469 million,123 Mbbl; 4 Mbbl,Untapped,Somewhat Large,,East Indies,Soviet Union,24422 km 2,http://blocgame.com/stats.php?id=61955
Hivemindia,Overmind,The Order,30k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 1 hours ago,15 Hundred Tons per month,6 Mbbl per month,Central Planning,$469 million,249 Mbbl; 6 Mbbl,Untapped,Small,1 Tons,China,Soviet Union,27165 km 2,http://blocgame.com/stats.php?id=63286
Osia,Chairman Nippon,Brotherhood of Zion,28k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 2 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$468 million,359 Mbbl,,Meagre,,China,Soviet Union,33770 km 2,http://blocgame.com/stats.php?id=40431
Jarhead,Jarhead99,,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 132 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$468 million,479 Mbbl; 1 Mbbl,Untapped,Small,,Amazonia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=59874
Endau,Syazwanjalil,PIRATES,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 26 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$468 million,203 Mbbl,Untapped,Meagre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=61932
Qaramur,Qaram,,14k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,3 Hundred Tons per month,,Central Planning,$468 million,,Depleted,Meagre,,The Subcontinent,Neutral,10614 km 2,http://blocgame.com/stats.php?id=62861
Burke Tome,Haggashed,Brotherhood of Nod,43k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 13 hours ago,9 Hundred Tons per month,7 Mbbl per month,Free Market,$467 million,3259 Mbbl,Untapped,Somewhat Large,,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=63028
Waifus,Ferris,Che Guevara League,38k active personnel,0 ships,First World War surplus,Nice,None,Good,online now,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$466 million,316 Mbbl; 1 Mbbl,Untapped,Mediocre,,Caribbean,Soviet Union,26358 km 2,http://blocgame.com/stats.php?id=40157
Fapman,Fapman,The Order,37k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Elite,last online 12 hours ago,9 Hundred Tons per month,13 Mbbl per month,Mixed Economy,$466 million,4802 Mbbl,Untapped,Small,,Arabia,Soviet Union,30234 km 2,http://blocgame.com/stats.php?id=53748
Mukhabaratia,YaBoiBashar,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 105 hours ago,2 Hundred Tons per month,,Free Market,$466 million,,Untapped,None,,Mesopotamia,Soviet Union,13613 km 2,http://blocgame.com/stats.php?id=63137
Toron,Ragnar Gojie,,12k active personnel,0 ships,Finest of the 19th century,Angelic,None,Undisciplined Rabble,online now,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$466 million,41 Mbbl; 2 Mbbl,Untapped,None,,China,Neutral,9455 km 2,http://blocgame.com/stats.php?id=63275
Sandniggeristan,King Negro,The Order,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 5 hours ago,4 Hundred Tons per month,6 Mbbl per month,Central Planning,$465 million,3664 Mbbl; 6 Mbbl,Untapped,Somewhat Large,,Mesopotamia,Soviet Union,20600 km 2,http://blocgame.com/stats.php?id=63365
Cappadocia,Justinian III,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 120 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$465 million,2 Mbbl,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63494
Nuwe Europa,Kruger,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 148 hours ago,3 Hundred Tons per month,,Free Market,$465 million,,Untapped,None,,Southern Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63530
Lorigan,Lorigan,The High Council,35k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 18 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$464 million,415 Mbbl; 7 Mbbl,Untapped,Mediocre,,Amazonia,Soviet Union,30830 km 2,http://blocgame.com/stats.php?id=59787
crocodile,Quadkencheng,Interpol,45k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Good,last online 9 hours ago,10 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$464 million,269 Mbbl; 10 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,29883 km 2,http://blocgame.com/stats.php?id=60403
Red Crazyguy,Red Crazyguy,,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 42 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$464 million,220 Mbbl; 5 Mbbl,Untapped,Somewhat Large,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62314
Atyrauistan,Falchion,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 15 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$464 million,2 Mbbl,Untapped,None,,Persia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=62764
Luskan,Invisible_Eddie,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 90 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$464 million,478 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,24226 km 2,http://blocgame.com/stats.php?id=63616
Krakozhia,Ilyich,Interpol,54k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,online now,9 Hundred Tons per month,2 Mbbl per month,Central Planning,$463 million,185 Mbbl; 2 Mbbl,Untapped,Mediocre,,Pacific Rim,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=39065
Birdland,tweetweetwee,Brotherhood of Nod,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 52 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$463 million,2913 Mbbl,Untapped,Small,,Persia,United States,27452 km 2,http://blocgame.com/stats.php?id=61646
Efren,Deling,Che Guevara League,1k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Elite,last online 58 hours ago,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$463 million,,Near Depletion,Meagre,,Mesoamerica,Soviet Union,30716 km 2,http://blocgame.com/stats.php?id=62725
The Shitposters,The Pez,The Order,43k active personnel,0 ships,First World War surplus,Good,None,Good,last online 5 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$463 million,,Untapped,Small,,Caribbean,Soviet Union,23865 km 2,http://blocgame.com/stats.php?id=63636
Nautique,wayneeconomist,The High Council,34k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 1 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$462 million,504 Mbbl; 2 Mbbl,Untapped,Small,,The Subcontinent,Soviet Union,24967 km 2,http://blocgame.com/stats.php?id=58443
Weast America,Prince Pluto Nash,Brotherhood of Zion,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,3 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$461 million,4810 Mbbl; 3 Mbbl,Untapped,Mediocre,,Persia,United States,26952 km 2,http://blocgame.com/stats.php?id=55778
Curonia,Luke-ms,The Order,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 4 hours ago,5 Hundred Tons per month,2 Mbbl per month,Free Market,$461 million,399 Mbbl; 2 Mbbl,Plentiful,Small,,Southern Cone,United States,27330 km 2,http://blocgame.com/stats.php?id=63639
Decamus,unified_death,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 155 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$461 million,1 Mbbl,Untapped,None,,Mesoamerica,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63684
Hedjaz,Abdul Wahhab,Al-Qassam Brigades,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 162 hours ago,2 Hundred Tons per month,,Mixed Economy,$460 million,,Untapped,None,,Mesopotamia,Neutral,16337 km 2,http://blocgame.com/stats.php?id=49882
Schlong Island,Jakovsky,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 132 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$460 million,341 Mbbl,Untapped,Small,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63243
Weeksy,Andyrewwer,The United Nations,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$459 million,435 Mbbl; 2 Mbbl,Untapped,Mediocre,,China,Soviet Union,27052 km 2,http://blocgame.com/stats.php?id=43381
Versail,Chairman,Che Guevara League,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 149 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$459 million,90 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=45646
Cancer,Stolen,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$459 million,4 Mbbl,Untapped,None,,Persia,Neutral,13209 km 2,http://blocgame.com/stats.php?id=58745
Limefrogs,Limefrog,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 130 hours ago,15 Hundred Tons per month,5 Mbbl per month,Free Market,$459 million,63 Mbbl; 5 Mbbl,Untapped,Small,,Pacific Rim,Neutral,16174 km 2,http://blocgame.com/stats.php?id=61881
Leche,ElHombreLeche,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 8 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$459 million,2528 Mbbl; 2 Mbbl,Untapped,Somewhat Large,,Persia,Soviet Union,26693 km 2,http://blocgame.com/stats.php?id=62425
Oteco,tropho,Che Guevara League,38k active personnel,0 ships,First World War surplus,Normal,None,Elite,online now,3 Hundred Tons per month,,Mixed Economy,$459 million,71 Mbbl,Untapped,Meagre,,Gran Colombia,Soviet Union,29850 km 2,http://blocgame.com/stats.php?id=64006
Translandia,5Six,Brotherhood of Zion,40k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Elite,online now,12 Hundred Tons per month,1 Mbbl per month,Central Planning,$458 million,148 Mbbl; 1 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,26462 km 2,http://blocgame.com/stats.php?id=46112
One Star,Neku,The High Council,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 11 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$458 million,1713 Mbbl; 2 Mbbl,Untapped,Meagre,,Persia,United States,19800 km 2,http://blocgame.com/stats.php?id=57783
Persona-Grata,syafiqsudin,NOVA ASEAN,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 47 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$458 million,405 Mbbl; 5 Mbbl,Untapped,Small,,East Indies,Soviet Union,22777 km 2,http://blocgame.com/stats.php?id=60788
Niggerito,Jejomar Binay,SPQR,48k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 19 hours ago,12 Hundred Tons per month,,Free Market,$458 million,,Untapped,Mediocre,1 Tons,East Indies,United States,27000 km 2,http://blocgame.com/stats.php?id=63087
Shiqhlir,Incer,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 127 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$458 million,1687 Mbbl,Untapped,None,,Mesopotamia,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63189
Casopia,Nathaniel Baker,The Order,18k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 24 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$458 million,256 Mbbl; 3 Mbbl,Untapped,None,,Gran Colombia,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63500
Yugoslothia,Yugoslothia,Brotherhood of Nod,23k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 10 hours ago,5 Hundred Tons per month,4 Mbbl per month,Free Market,$457 million,2808 Mbbl; 4 Mbbl,Untapped,Meagre,,Egypt,Neutral,23110 km 2,http://blocgame.com/stats.php?id=55968
S�l,BabaWanga,Lithuanian Coalition,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$457 million,76 Mbbl; 3 Mbbl,Plentiful,Meagre,,Southern Africa,Soviet Union,23578 km 2,http://blocgame.com/stats.php?id=61589
Romiia,The Great Tiberius III,The Order,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 64 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$456 million,361 Mbbl; 2 Mbbl,Untapped,None,,The Subcontinent,Soviet Union,24028 km 2,http://blocgame.com/stats.php?id=60242
Stings,Sting,The Federal Colonies,36k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 8 hours ago,7 Hundred Tons per month,6 Mbbl per month,Free Market,$456 million,4089 Mbbl,Untapped,Mediocre,,Mesopotamia,United States,20165 km 2,http://blocgame.com/stats.php?id=62660
VinnyNation,VinnyRuler,Brotherhood of Zion,22k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 6 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$456 million,330 Mbbl; 2 Mbbl,Untapped,Meagre,,Congo,Soviet Union,20406 km 2,http://blocgame.com/stats.php?id=62972
Spierto,mspierto,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 156 hours ago,2 Hundred Tons per month,,Free Market,$456 million,4761 Mbbl,Untapped,None,,Mesopotamia,Neutral,19602 km 2,http://blocgame.com/stats.php?id=63668
HCLI COG Div,Silphiel,Brotherhood of Zion,33k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 8 hours ago,8 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$455 million,283 Mbbl; 1 Mbbl,Untapped,Meagre,,Congo,Neutral,27061 km 2,http://blocgame.com/stats.php?id=54510
KakMahPower,tuan tanah kedaun,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 96 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$455 million,258 Mbbl,Untapped,None,,Indochina,United States,13210 km 2,http://blocgame.com/stats.php?id=60656
Vanaheim,Nickius BigDickius,The Order,39k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 9 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$455 million,196 Mbbl; 2 Mbbl,Untapped,Mediocre,,Southern Africa,United States,26615 km 2,http://blocgame.com/stats.php?id=63832
Markoviakia,Luako,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 36 hours ago,2 Hundred Tons per month,,Central Planning,$454 million,,Untapped,None,,West Africa,Neutral,11345 km 2,http://blocgame.com/stats.php?id=57239
kuci,kiki,,3k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 35 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$454 million,,Untapped,None,,East Indies,Neutral,13613 km 2,http://blocgame.com/stats.php?id=63755
PUTINLAND,PUTIN,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 137 hours ago,2 Hundred Tons per month,,Mixed Economy,$453 million,,Untapped,None,,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=39053
Skanonia,Beefy,Brotherhood of Zion,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 57 hours ago,6 Hundred Tons per month,1 Mbbl per month,Free Market,$453 million,262 Mbbl,Untapped,Meagre,,China,United States,13343 km 2,http://blocgame.com/stats.php?id=44384
Boomtown,Rataca1000,The High Council,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 8 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$453 million,304 Mbbl; 2 Mbbl,Untapped,Mediocre,,China,Soviet Union,25687 km 2,http://blocgame.com/stats.php?id=50054
Zorin,NeroRPG,The High Council,17k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 148 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$453 million,1 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=59970
Sheena,Lord Alphus Maximus Spaz,The Order,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 76 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$453 million,296 Mbbl; 2 Mbbl,Untapped,None,,Congo,United States,13477 km 2,http://blocgame.com/stats.php?id=62190
Fjellrik,Cypher Grunyev,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$453 million,1170 Mbbl; 1 Mbbl,Untapped,None,,Mesopotamia,United States,16497 km 2,http://blocgame.com/stats.php?id=63219
the murloc,grant,Followers of Guadian,21k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$453 million,59 Mbbl; 2 Mbbl,Untapped,Large,,Gran Colombia,Soviet Union,23731 km 2,http://blocgame.com/stats.php?id=63727
MumbosMountain,Mumbo Jumbo,The United Nations,43k active personnel,0 ships,First World War surplus,Good,1 factory,Good,online now,5 Hundred Tons per month,1 Mbbl per month,Free Market,$452 million,212 Mbbl,Untapped,Mediocre,,Mesoamerica,United States,26899 km 2,http://blocgame.com/stats.php?id=54444
Infernistan,Inferno JR,,43k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 4 hours ago,3 Hundred Tons per month,7 Mbbl per month,Central Planning,$452 million,4025 Mbbl; 7 Mbbl,,Meagre,,Egypt,Soviet Union,16776 km 2,http://blocgame.com/stats.php?id=60304
Terengganu,Farysa,The High Council,51k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$452 million,350 Mbbl; 3 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,27245 km 2,http://blocgame.com/stats.php?id=60615
Lubekran,septima,,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 32 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$452 million,45 Mbbl; 2 Mbbl,Untapped,None,,Indochina,Soviet Union,13613 km 2,http://blocgame.com/stats.php?id=62568
Kikongo,Eazur,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$452 million,,Untapped,None,,Amazonia,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63331
Dess,Raktai,The Order,50k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,online now,6 Hundred Tons per month,3 Mbbl per month,Free Market,$452 million,225 Mbbl,Plentiful,None,,Pacific Rim,United States,24028 km 2,http://blocgame.com/stats.php?id=63586
Kersumsos,Kersumsos,The Order,33k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,4 Hundred Tons per month,12 Mbbl per month,Central Planning,$451 million,5239 Mbbl; 12 Mbbl,Plentiful,Meagre,,Egypt,Soviet Union,27369 km 2,http://blocgame.com/stats.php?id=46317
Einstinia,Einstinium,,37k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Good,last online 128 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$451 million,150 Mbbl,Untapped,None,,Congo,Neutral,23828 km 2,http://blocgame.com/stats.php?id=53498
Honesty,Fury,SPQR,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,online now,2 Hundred Tons per month,,Free Market,$451 million,,Untapped,None,,Mesopotamia,United States,11231 km 2,http://blocgame.com/stats.php?id=62094
Taman Ria Jaya,Eagle Auditore,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,3 Hundred Tons per month,5 Mbbl per month,Free Market,$451 million,4674 Mbbl; 5 Mbbl,Untapped,None,,Atlas,Neutral,19602 km 2,http://blocgame.com/stats.php?id=62726
Cucklandi,Cuckcold420,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,2 Hundred Tons per month,,Mixed Economy,$451 million,,Untapped,None,,Congo,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63355
Coccoladia,Ernesto Caprone,The Federal Colonies,28k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,11 Hundred Tons per month,1 Mbbl per month,Central Planning,$450 million,142 Mbbl; 1 Mbbl,Untapped,Meagre,,Caribbean,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=40289
RadYugoslavija,Cobraaahhh1,The High Council,20k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 6 hours ago,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$450 million,95 Mbbl; 7 Mbbl,,Meagre,,Pacific Rim,Soviet Union,27827 km 2,http://blocgame.com/stats.php?id=62615
Mmhat,Homermustdie,The High Council,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 11 hours ago,5 Hundred Tons per month,2 Mbbl per month,Free Market,$449 million,219 Mbbl; 2 Mbbl,Untapped,Small,,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846
kinabalu,fatimah,,15k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,online now,9 Hundred Tons per month,16 Mbbl per month,Central Planning,$449 million,3710 Mbbl,Untapped,None,,Arabia,Neutral,13613 km 2,http://blocgame.com/stats.php?id=62887
Lesser China,Justin Trudeau,Brotherhood of Zion,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,5 Hundred Tons per month,2 Mbbl per month,Free Market,$449 million,307 Mbbl,Untapped,None,,China,United States,26877 km 2,http://blocgame.com/stats.php?id=62995
El Janero,Savagely Ravaged,,3k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 163 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$449 million,1 Mbbl,Untapped,None,,Southern Cone,Neutral,19212 km 2,http://blocgame.com/stats.php?id=63615
Granadina,Salom�n,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 135 hours ago,4 Hundred Tons per month,,Mixed Economy,$448 million,,Untapped,None,,Gran Colombia,United States,16335 km 2,http://blocgame.com/stats.php?id=49208
Parameswara,brownmy,Brotherhood of Nod,32k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,last online 8 hours ago,2 Hundred Tons per month,,Free Market,$448 million,,Untapped,None,,Indochina,United States,20163 km 2,http://blocgame.com/stats.php?id=56360
Kosan,Whitearcher8,The High Council,48k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 10 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$448 million,4283 Mbbl; 3 Mbbl,Untapped,Meagre,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59227
CTSKRR,CTSKRR,The High Council,18k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 10 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$448 million,346 Mbbl; 4 Mbbl,Untapped,Mediocre,,China,Soviet Union,20441 km 2,http://blocgame.com/stats.php?id=60811
Senandung Malam,Lela Manja,PIRATES,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 21 hours ago,6 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$448 million,163 Mbbl,Untapped,None,,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=61074
Sillot,Come Pienso,,1k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 15 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$448 million,1 Mbbl,Untapped,None,,Arabia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=61621
Capital letter,aidilomar,NOVA ASEAN,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 15 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$448 million,375 Mbbl,Untapped,Mediocre,,Pacific Rim,United States,16335 km 2,http://blocgame.com/stats.php?id=61795
Wax - On,Tombs,,13k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 86 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$448 million,1402 Mbbl; 3 Mbbl,Untapped,None,,Persia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=62970
epf,kwsp,The Federal Colonies,59k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,15 Hundred Tons per month,4 Mbbl per month,Free Market,$448 million,227 Mbbl,Untapped,Mediocre,,East Indies,United States,29525 km 2,http://blocgame.com/stats.php?id=63191
Kennethland,Kenneth,The Order,62k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,9 Hundred Tons per month,,Central Planning,$447 million,65 Mbbl,Untapped,Mediocre,,Gran Colombia,Neutral,24943 km 2,http://blocgame.com/stats.php?id=47662
Supercell,Charlotte,The Federal Colonies,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$447 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=48901
USSR,CommissarBrian,The Order,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,14 Hundred Tons per month,2 Mbbl per month,Central Planning,$447 million,319 Mbbl; 2 Mbbl,Untapped,Meagre,,China,Soviet Union,27655 km 2,http://blocgame.com/stats.php?id=54182
SemutHitam,JohnCool,,9k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 30 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$447 million,260 Mbbl,Untapped,Mediocre,,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62379
RDPR,Tacklessmirror,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 169 hours ago,2 Hundred Tons per month,,Free Market,$447 million,,Untapped,None,,Mesoamerica,United States,16335 km 2,http://blocgame.com/stats.php?id=63438
