country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
white shadow,White Shadow,The High Council,20k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 2 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$312 million,1130 Mbbl; 2 Mbbl,Untapped,None,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=55012
720instaswap,TM0n3y,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 124 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$331 million,1167 Mbbl; 2 Mbbl,Untapped,None,,Persia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=62714
Dank maymays,D.J.Trump,,35k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 120 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$305 million,1 Mbbl,Untapped,None,,Guinea,United States,20203 km 2,http://blocgame.com/stats.php?id=63983
durkadurkas,neropumo,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 93 hours ago,2 Hundred Tons per month,,Mixed Economy,$332 million,,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64035
qigong,Qigong,,3k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 16 hours ago,2 Hundred Tons per month,,Free Market,$311 million,,Untapped,Meagre,,China,United States,19602 km 2,http://blocgame.com/stats.php?id=64086
Nimrod,AceNimrod,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 48 hours ago,2 Hundred Tons per month,,Mixed Economy,$311 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64107
Until Dawn,xNyx,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 31 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$315 million,1 Mbbl,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64142
rajallian,rajallian,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 11 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$315 million,3313 Mbbl; 2 Mbbl,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64144
Mullumbimby,Martin8120,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 28 hours ago,2 Hundred Tons per month,,Mixed Economy,$315 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64145
Petrovistan,JMHOLM,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 8 hours ago,3 Hundred Tons per month,3 Mbbl per month,Free Market,$316 million,1251 Mbbl,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64147
South Port,Targe,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 96 hours ago,2 Hundred Tons per month,,Mixed Economy,$333 million,,Untapped,None,,Indochina,Neutral,13343 km 2,http://blocgame.com/stats.php?id=42637
Loathing,King Ralph XI,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 162 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=43034
Casterly Rock,TywinLannister,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 66 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=51029
Sophex,sophex,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63877
Nlggerola,Charles DeMagne,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 158 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63905
Hajsy,PykCyk,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 44 hours ago,2 Hundred Tons per month,,Mixed Economy,$308 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64118
Zama Regia,Mewlia,The Order,25k active personnel,0 ships,First World War surplus,Good,None,Elite,online now,4 Hundred Tons per month,1 Mbbl per month,Free Market,$312 million,1 Mbbl,Untapped,None,,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=64126
Haramistan,Prophet Haram,,27k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 23 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$311 million,4307 Mbbl,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64151
East Takistan,Sheepshagger,The United Nations,24k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 1 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$311 million,2644 Mbbl,Untapped,None,,Arabia,Soviet Union,20200 km 2,http://blocgame.com/stats.php?id=58950
switzerdouch,yaboimtndew,,5k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 30 hours ago,2 Hundred Tons per month,,Mixed Economy,$327 million,,Untapped,None,,Mesoamerica,Soviet Union,11345 km 2,http://blocgame.com/stats.php?id=58997
CNL,Kylie Noelle,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 110 hours ago,2 Hundred Tons per month,,Mixed Economy,$323 million,,Untapped,None,,Caribbean,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63900
Zakut,banito,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 51 hours ago,2 Hundred Tons per month,,Mixed Economy,$305 million,,Untapped,None,,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=64101
Lamerique,Jamie Lopez,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,online now,3 Hundred Tons per month,,Mixed Economy,$305 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64104
West-Korea,Chang Kai-Shrek,Illuminati,18k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,online now,3 Hundred Tons per month,,Free Market,$309 million,344 Mbbl,Untapped,Meagre,,China,United States,20000 km 2,http://blocgame.com/stats.php?id=64148
Jitra,feemerrkoll,The Order,17k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 1 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$311 million,1 Mbbl,Untapped,Meagre,,East Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62661
GhostNation,GhostMan,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 24 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$329 million,385 Mbbl; 1 Mbbl,,Meagre,,Amazonia,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63589
Vaska,Emma,Vask Alliance,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 96 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$315 million,,Untapped,Meagre,,Southern Africa,United States,16010 km 2,http://blocgame.com/stats.php?id=63792
Tanda,yobob2,The Unknown,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 93 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$322 million,1 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63885
Dirty Juice,Smowgli,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 126 hours ago,3 Hundred Tons per month,,Mixed Economy,$329 million,,Untapped,None,,The Subcontinent,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63975
Harlostia,Jeff Ishenoff,The United Nations,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 5 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$334 million,3688 Mbbl,Untapped,None,,Mesopotamia,United States,16235 km 2,http://blocgame.com/stats.php?id=64003
Blackwater Inc,Dark Tenno,PIRATES,31k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 11 hours ago,6 Hundred Tons per month,,Central Planning,$306 million,,Untapped,Small,,East Indies,Soviet Union,20398 km 2,http://blocgame.com/stats.php?id=64016
Blake Island,Sir Jack Sparrow,Pirates of Carribean,31k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 11 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$303 million,495 Mbbl; 1 Mbbl,Untapped,Meagre,,Caribbean,United States,20398 km 2,http://blocgame.com/stats.php?id=64105
Guatek,Peter Fratt,,2k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 28 hours ago,2 Hundred Tons per month,,Central Planning,$308 million,,Untapped,None,,China,Neutral,19602 km 2,http://blocgame.com/stats.php?id=64146
Libertiti,hael,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 22 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$312 million,1258 Mbbl; 1 Mbbl,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64154
the Arabs,"Bashar al-Assad,President",,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 20 hours ago,2 Hundred Tons per month,,Mixed Economy,$314 million,,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64160
Lothl�rien001,Galadriel001,,4k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,online now,3 Hundred Tons per month,3 Mbbl per month,Free Market,$315 million,4950 Mbbl; 3 Mbbl,Untapped,None,,Atlas,Neutral,19602 km 2,http://blocgame.com/stats.php?id=64167
Clarines,YoonB,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 10 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$305 million,202 Mbbl; 1 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=58163
\\\'Murica,Blob26,,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 19 hours ago,2 Hundred Tons per month,,Mixed Economy,$326 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59539
cuba5587,cheguevara,,22k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 106 hours ago,2 Hundred Tons per month,,Central Planning,$306 million,,Untapped,None,,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60080
Librava,Danyalez,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 12 hours ago,2 Hundred Tons per month,,Mixed Economy,$312 million,,Untapped,None,,West Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=60725
Boru,Skillet9!,The United Nations,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 41 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$315 million,,Untapped,None,,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=61318
Neue Preu�en,Joachim von Ribbentrop,The Order,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 158 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$305 million,35 Mbbl; 1 Mbbl,Untapped,Meagre,,Southern Cone,United States,20398 km 2,http://blocgame.com/stats.php?id=63136
Idaho,John Adams,The Order,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,5 Hundred Tons per month,2 Mbbl per month,Free Market,$310 million,354 Mbbl,,Small,,Pacific Rim,United States,20185 km 2,http://blocgame.com/stats.php?id=63484
Last Horn,Prince Charming,The Khilafah,31k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 11 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$301 million,353 Mbbl; 1 Mbbl,Untapped,Meagre,,West Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64043
Maiden,Queens Revenge,The United Nations,17k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 11 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$305 million,2227 Mbbl,Untapped,Meagre,,Mesopotamia,United States,19800 km 2,http://blocgame.com/stats.php?id=64049
Bahamat,Gamersauce,The Khilafah,30k active personnel,0 ships,First World War surplus,Nice,1 factory,Poor,last online 7 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$311 million,202 Mbbl,Untapped,Meagre,,The Subcontinent,United States,20000 km 2,http://blocgame.com/stats.php?id=64061
Serbiastan,Milosevic,,4k active personnel,0 ships,Finest of the 19th century,Good,None,Good,last online 14 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64114
Legone,legodude17,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 19 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$310 million,1 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64156
Psiloybia,Nero,,20k active personnel,0 ships,Finest of the 19th century,Questionable,None,Elite,last online 11 hours ago,3 Hundred Tons per month,,Central Planning,$309 million,,Untapped,Meagre,,China,Soviet Union,20398 km 2,http://blocgame.com/stats.php?id=45249
181,sh33p,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 13 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$310 million,2 Mbbl,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=49679
Haukinaria,Haukins,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 17 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,,East Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54772
Malayo,Syafiq_mohd,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 14 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60631
NL-Indies,Aanv. De Vries,The Federal Colonies,22k active personnel,0 ships,First World War surplus,Questionable,None,Standard,last online 3 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$306 million,333 Mbbl,Untapped,Mediocre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63776
Lunaris,Julius Weezer,,4k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 94 hours ago,3 Hundred Tons per month,,Mixed Economy,$305 million,,Untapped,None,,Pacific Rim,Neutral,19602 km 2,http://blocgame.com/stats.php?id=64030
Lyreme,TypicalTacticalLag,,4k active personnel,0 ships,Finest of the 19th century,Questionable,None,Poor,last online 23 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$303 million,1 Mbbl,Untapped,None,,Southern Africa,United States,19602 km 2,http://blocgame.com/stats.php?id=64149
VENEZUALA,Gently Grazing Cattle,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 22 hours ago,2 Hundred Tons per month,,Central Planning,$308 million,,Untapped,None,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64153
Grundleopia,Pope Grundle,,18k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 22 hours ago,2 Hundred Tons per month,,Central Planning,$311 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64155
Pinland,boesball,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 21 hours ago,2 Hundred Tons per month,,Free Market,$308 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64157
Rogainia,CJM7699,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 20 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64159
Kenin,President Kenin,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 20 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,,East Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64161
Koflayyae,Willudieless,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 19 hours ago,2 Hundred Tons per month,,Mixed Economy,$311 million,,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64162
Canton States,Wall5115,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 19 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64164
Lothl�rien,Galadriel,,18k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,online now,2 Hundred Tons per month,2 Mbbl per month,Free Market,$311 million,3405 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20398 km 2,http://blocgame.com/stats.php?id=64165
Spartang,Najib abdul razak,Pirates of Carribean,18k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 2 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$309 million,448 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64166
Portobol,Guilherme Castro,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64169
Onnariuk,Daria,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 14 hours ago,2 Hundred Tons per month,,Central Planning,$311 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64170
Isla Grande,King Richard,Pirates of Carribean,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 11 hours ago,3 Hundred Tons per month,,Mixed Economy,$308 million,198 Mbbl,Untapped,None,,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=64171
Nuevo Norte,President Martinez,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Good,last online 13 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$310 million,1 Mbbl,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64172
Cairobya,Garry Lorvathian,,24k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 1 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$307 million,1060 Mbbl,Untapped,None,,Egypt,United States,20100 km 2,http://blocgame.com/stats.php?id=64173
Tholtia,Al-Zahawi,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 12 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$310 million,1 Mbbl,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64174
Calraidia,Davion,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 12 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64176
BrAsIlSoBeRaNo,Califa R�mulo I,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 11 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$312 million,1 Mbbl,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64177
Meso,El Presido,Mesoamerica Union,24k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 18 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$308 million,300 Mbbl,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=52657
Singapore,Lee Kuan Yew,The Order,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 84 hours ago,5 Hundred Tons per month,,Central Planning,$294 million,86 Mbbl,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=40001
Ironforge,Mephasto,,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 1 hours ago,3 Hundred Tons per month,,Central Planning,$302 million,186 Mbbl,Untapped,None,,Amazonia,United States,20200 km 2,http://blocgame.com/stats.php?id=63135
Ashadi,Basedslapshot,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 157 hours ago,3 Hundred Tons per month,3 Mbbl per month,Free Market,$325 million,2652 Mbbl,Untapped,Small,,Persia,Soviet Union,16496 km 2,http://blocgame.com/stats.php?id=63409
BongoBongoBongo,oBerry,The Order,7k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 1 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$339 million,256 Mbbl; 2 Mbbl,,None,,Congo,Soviet Union,13747 km 2,http://blocgame.com/stats.php?id=63942
Shamsi Empire,SlickConqueror,,23k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 119 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$296 million,4681 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63985
Bunga Malaya,Tun Adam Z,,15k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 127 hours ago,2 Hundred Tons per month,,Mixed Economy,$292 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61824
4g93,kadafi,The Order,41k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 1 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$300 million,151 Mbbl; 3 Mbbl,Plentiful,Mediocre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62122
Tigner,atiah,The Order,33k active personnel,0 ships,First World War surplus,Good,None,Good,last online 10 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$299 million,4958 Mbbl,Untapped,Meagre,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64128
Reality,fujisyugi,The High Council,41k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$303 million,143 Mbbl; 7 Mbbl,Untapped,None,,Southern Africa,Soviet Union,24998 km 2,http://blocgame.com/stats.php?id=53029
oliverhard,oliver hardwick,The High Council,26k active personnel,0 ships,Finest of the 19th century,Normal,None,Good,last online 2 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$297 million,2699 Mbbl; 3 Mbbl,Untapped,Meagre,,Persia,Soviet Union,20398 km 2,http://blocgame.com/stats.php?id=53822
Vocaloind,Fafel,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 150 hours ago,2 Hundred Tons per month,,Central Planning,$321 million,,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54482
Sarpsh,Clipes,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 150 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$321 million,475 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54485
RS,Urzo,,26k active personnel,0 ships,First World War surplus,Nice,None,Poor,last online 45 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$296 million,306 Mbbl; 2 Mbbl,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59119
Seraviala,tafdsga1,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 3 hours ago,2 Hundred Tons per month,,Mixed Economy,$305 million,,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=56602
420BlazeLand,YourMomsLeftNut,,34k active personnel,0 ships,Finest of the 19th century,Normal,None,Good,last online 9 hours ago,2 Hundred Tons per month,,Mixed Economy,$298 million,,Plentiful,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=58085
Nusa Java,Gussiloharno,,27k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 1 hours ago,2 Hundred Tons per month,,Mixed Economy,$304 million,134 Mbbl,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59205
Savagion,John Brave,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 7 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$305 million,211 Mbbl; 2 Mbbl,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60861
Kendor,Billy5545,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 4 hours ago,2 Hundred Tons per month,,Mixed Economy,$305 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62746
Irrelevant,NotImportant,The United Nations,32k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 30 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$305 million,4716 Mbbl; 4 Mbbl,Untapped,None,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64032
Fanboys,Steve Jobs,Comintern,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 8 hours ago,2 Hundred Tons per month,3 Mbbl per month,Central Planning,$305 million,2234 Mbbl; 3 Mbbl,Untapped,None,,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64178
Weeabo Island,misterjohnson,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 6 hours ago,2 Hundred Tons per month,3 Mbbl per month,Central Planning,$306 million,3355 Mbbl; 3 Mbbl,Untapped,None,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64179
Iraqghanistan,an unwashed arab.,The Khilafah,25k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 5 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$305 million,1962 Mbbl; 1 Mbbl,Untapped,None,,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64180
Unites states,sudarshan,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 4 hours ago,2 Hundred Tons per month,,Free Market,$306 million,194 Mbbl,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64181
toomb,toomb,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 4 hours ago,2 Hundred Tons per month,,Central Planning,$305 million,,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64182
Belac,Belac,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 2 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$305 million,1 Mbbl,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64183
m4cm4ni4c,m4cm4ni4c,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 2 hours ago,2 Hundred Tons per month,,Free Market,$305 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64184
Daricia,Luisinian,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 1 hours ago,2 Hundred Tons per month,,Central Planning,$305 million,3692 Mbbl,Untapped,None,,Mesopotamia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64185
