country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Guerilla,mohdirfan,,27k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 52 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$418 million,142 Mbbl; 2 Mbbl,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61854
Milano,Milanostrom,The High Council,55k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 35 hours ago,10 Hundred Tons per month,,Central Planning,$391 million,,Untapped,Large,,Pacific Rim,Soviet Union,24875 km 2,http://blocgame.com/stats.php?id=63012
Bourbon Island,Gypsy Danger,Brotherhood of Zion,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 70 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$406 million,3180 Mbbl; 4 Mbbl,Untapped,Meagre,,Egypt,Soviet Union,19217 km 2,http://blocgame.com/stats.php?id=41247
Kamikazie,kamikazie,Interpol,36k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,7 Hundred Tons per month,5 Mbbl per month,Free Market,$405 million,214 Mbbl,Untapped,Mediocre,,Egypt,United States,30995 km 2,http://blocgame.com/stats.php?id=61783
Alor Janggus,bobit,,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,2 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$410 million,2788 Mbbl,Untapped,Small,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63141
Komasia,Emperor Kominominom II,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 134 hours ago,3 Hundred Tons per month,,Mixed Economy,$417 million,,Untapped,None,,Persia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=60278
malapetaka,bolawei9,The High Council,15k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$411 million,32 Mbbl,Untapped,Meagre,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60813
Stauqua,AleksVoj,The High Council,28k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 28 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$402 million,35 Mbbl; 2 Mbbl,Untapped,Meagre,,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60873
InderaMalaya,azamnajmi,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 28 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$398 million,347 Mbbl,Untapped,Meagre,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62029
Nandos,Felix,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 163 hours ago,2 Hundred Tons per month,,Central Planning,$407 million,4441 Mbbl,Untapped,None,,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63856
Azhdahagate,Azhdaha_Panzer,Brotherhood of Nod,50k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 1 hours ago,6 Hundred Tons per month,4 Mbbl per month,Free Market,$388 million,3045 Mbbl; 4 Mbbl,Untapped,Large,,Mesopotamia,United States,22904 km 2,http://blocgame.com/stats.php?id=52422
Brutish Empire,DarkyDonno,Comintern,31k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 8 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$393 million,159 Mbbl; 3 Mbbl,Untapped,Small,,China,Soviet Union,24063 km 2,http://blocgame.com/stats.php?id=57265
Androzia,Androz,The United Nations,37k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$389 million,4950 Mbbl; 2 Mbbl,Near Depletion,Meagre,,Atlas,Soviet Union,19276 km 2,http://blocgame.com/stats.php?id=61584
Northern Ghan,Hailaruds,Brotherhood of Nod,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 21 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$405 million,1428 Mbbl; 3 Mbbl,Untapped,Small,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62344
Vursian,Amirul Izzat,,27k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 59 hours ago,2 Hundred Tons per month,,Central Planning,$394 million,118 Mbbl,Untapped,Small,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62540
PEWDIEPIE,HANFAN1,,9k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 96 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$424 million,1 Mbbl,Untapped,None,,East Africa,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=63789
Edtopia,Edgar,The Federal Colonies,24k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 13 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$393 million,324 Mbbl; 2 Mbbl,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=249
MADAFAKA,RUBAH2,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 170 hours ago,2 Hundred Tons per month,,Central Planning,$399 million,,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61035
Wadowicki Blues,tajfunek12,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 93 hours ago,2 Hundred Tons per month,5 Mbbl per month,Central Planning,$414 million,5 Mbbl,Untapped,Meagre,,Egypt,Neutral,11005 km 2,http://blocgame.com/stats.php?id=62645
Thetarius,Thetarius,The Order,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 9 hours ago,15 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$385 million,414 Mbbl; 5 Mbbl,Untapped,Mediocre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63340
swedenno,mroll,,2k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 13 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$385 million,252 Mbbl; 1 Mbbl,Plentiful,None,,East Indies,Soviet Union,19208 km 2,http://blocgame.com/stats.php?id=63450
Lelgium,Bart Donderlul,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 177 hours ago,2 Hundred Tons per month,,Mixed Economy,$405 million,1136 Mbbl,Untapped,None,,Atlas,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63813
Nueva Asia,Franco C. Manrique,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 41 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$412 million,1 Mbbl,Untapped,None,,Arabia,Neutral,11120 km 2,http://blocgame.com/stats.php?id=60216
Kulunkjin,Areum ling,,7k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 18 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$417 million,239 Mbbl; 2 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,16109 km 2,http://blocgame.com/stats.php?id=62604
Frostyputania,Frostyputa,The Order,33k active personnel,0 ships,First World War surplus,Pariah,1 factory,Good,last online 15 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$411 million,371 Mbbl; 1 Mbbl,Untapped,Mediocre,,Gran Colombia,Neutral,23665 km 2,http://blocgame.com/stats.php?id=42065
Expugno,Ectarlars,Divine League,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Good,last online 73 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$415 million,356 Mbbl; 1 Mbbl,Untapped,None,,Congo,Neutral,16335 km 2,http://blocgame.com/stats.php?id=51420
Selitia,TRSL,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 41 hours ago,2 Hundred Tons per month,,Mixed Economy,$410 million,,Untapped,None,,Congo,Neutral,13613 km 2,http://blocgame.com/stats.php?id=60929
Serbija,Radovan Karad�i�,Lithuanian Coalition,35k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 18 hours ago,16 Hundred Tons per month,13 Mbbl per month,Central Planning,$407 million,2105 Mbbl; 13 Mbbl,Untapped,Mediocre,,Atlas,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=62971
Ladina,MightyBj�rn,Che Guevara League,82k active personnel,0 ships,First World War surplus,Angelic,None,Good,online now,11 Hundred Tons per month,,Central Planning,$395 million,79 Mbbl,,Mediocre,,Caribbean,Soviet Union,30729 km 2,http://blocgame.com/stats.php?id=62936
Whadjuk,MarsOz,The Khilafah,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$384 million,4137 Mbbl; 5 Mbbl,Near Depletion,Mediocre,,Mesopotamia,United States,20255 km 2,http://blocgame.com/stats.php?id=63576
Avrilia,Joeythebluezebra,Che Guevara League,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 75 hours ago,4 Hundred Tons per month,,Central Planning,$389 million,,Untapped,Meagre,,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63638
Zanujiah,Al-Zanuj,Brotherhood of Nod,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 6 hours ago,3 Hundred Tons per month,6 Mbbl per month,Free Market,$387 million,2159 Mbbl; 6 Mbbl,Untapped,Mediocre,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61655
�hl�ms�hl�m,Jonta218,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 163 hours ago,2 Hundred Tons per month,,Free Market,$401 million,,Untapped,None,,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63892
The Silver Hand,Morladim,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 135 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$399 million,210 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,United States,19602 km 2,http://blocgame.com/stats.php?id=56161
Agostino,Augusto,The Order,73k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Poor,online now,4 Hundred Tons per month,8 Mbbl per month,Central Planning,$382 million,7936 Mbbl; 8 Mbbl,Plentiful,Small,,Atlas,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=60229
Doug,Douglas321,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,2 Hundred Tons per month,,Central Planning,$409 million,,Untapped,None,,China,United States,16335 km 2,http://blocgame.com/stats.php?id=63798
pooperheds,Yung Peanuts,ISIS,12k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$409 million,,Untapped,None,,China,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63903
Ken no Taiyou,Hikari,Brotherhood of Zion,22k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Good,online now,6 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$393 million,1977 Mbbl; 8 Mbbl,Untapped,Meagre,,Persia,Soviet Union,24564 km 2,http://blocgame.com/stats.php?id=64029
Tr�pico,rumsod,,54k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 13 hours ago,16 Hundred Tons per month,1 Mbbl per month,Central Planning,$384 million,99 Mbbl; 1 Mbbl,Untapped,Meagre,,Caribbean,Soviet Union,23396 km 2,http://blocgame.com/stats.php?id=1
Spaolia,PyroPal,The Federal Colonies,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,9 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$387 million,135 Mbbl; 2 Mbbl,Untapped,Meagre,,Caribbean,United States,23333 km 2,http://blocgame.com/stats.php?id=56845
Liam Neeson,Peter Griffin,The High Council,21k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 131 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$399 million,4667 Mbbl,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59550
Onstantinia,Thair,Brotherhood of Zion,13k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 24 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$408 million,405 Mbbl; 2 Mbbl,Untapped,Small,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62513
Solentia,Cracov,Brotherhood of Zion,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 22 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$419 million,163 Mbbl; 2 Mbbl,Untapped,Meagre,,Caribbean,Neutral,16172 km 2,http://blocgame.com/stats.php?id=62639
nogoriden3,nogoriden3,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,13 Hundred Tons per month,4 Mbbl per month,Central Planning,$400 million,295 Mbbl; 4 Mbbl,Untapped,Meagre,,Indochina,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62789
KOHREA,Kim Jong Ill,The Order,27k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 28 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$388 million,68 Mbbl,Untapped,Small,,China,Soviet Union,23828 km 2,http://blocgame.com/stats.php?id=63926
Howertonia,zach_howerton,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 128 hours ago,2 Hundred Tons per month,,Free Market,$409 million,,Untapped,None,,Caribbean,United States,16172 km 2,http://blocgame.com/stats.php?id=63971
FistPump,MasterChef,Brotherhood of Nod,45k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 97 hours ago,2 Hundred Tons per month,,Central Planning,$396 million,,Untapped,Small,,Persia,Neutral,20404 km 2,http://blocgame.com/stats.php?id=43623
Dank Stank,aristocratic23,The Order,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 18 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$386 million,,Untapped,Meagre,,West Africa,Neutral,23665 km 2,http://blocgame.com/stats.php?id=63387
Krelmia,Krelm,,8k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 93 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$391 million,83 Mbbl,Untapped,None,,Caribbean,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63947
Sungai Dinding,Raja Hitam,The Federal Colonies,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 23 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$419 million,188 Mbbl; 1 Mbbl,Untapped,None,,East Indies,Neutral,16172 km 2,http://blocgame.com/stats.php?id=61946
Ipoh,QiffahsyII,SPQR,15k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 35 hours ago,7 Hundred Tons per month,6 Mbbl per month,Central Planning,$387 million,917 Mbbl; 6 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,27493 km 2,http://blocgame.com/stats.php?id=62127
Viktoria,gracious leader skylar,The Order,20k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 12 hours ago,8 Hundred Tons per month,,Central Planning,$400 million,110 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=40188
ADAMLAND,adamharez,The Order,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$403 million,8310 Mbbl; 7 Mbbl,Untapped,Small,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60764
Shinjukus,Lord Yaz,Divine League,31k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 11 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$375 million,291 Mbbl,Untapped,Small,,Pacific Rim,United States,23665 km 2,http://blocgame.com/stats.php?id=64048
Crashlantis,The Great Crashimo,The Order,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,5 Hundred Tons per month,4 Mbbl per month,Free Market,$371 million,1450 Mbbl,Untapped,Mediocre,,Egypt,United States,27581 km 2,http://blocgame.com/stats.php?id=50932
Hamshiretonland,Lord Hamshiretonburrough,Brotherhood of Nod,40k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 42 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$384 million,318 Mbbl; 2 Mbbl,Untapped,Small,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=58470
Wernston,4DaRush,Illuminati,19k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 1 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$395 million,293 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63951
Subcarpathia,Munmen,Divine League,22k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 1 hours ago,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$388 million,2936 Mbbl,Untapped,Small,,Arabia,Soviet Union,20200 km 2,http://blocgame.com/stats.php?id=63976
Guerilla 97,Mohd Syakir Irfan,The Federal Colonies,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 52 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$411 million,171 Mbbl; 2 Mbbl,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62872
Eleuthera,Gamb,420 Empire,21k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 4 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$382 million,323 Mbbl; 5 Mbbl,Plentiful,Mediocre,,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63029
