country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
Borneon,orangsigat,http://blocgame.com/alliancestats.php?allianceid=2069,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 3 hours ago,rankings.php?subregion=car,PIRATES,7 Hundred Tons per month,4 Mbbl per month,$335 million,alliancestats.php?allianceid=2069,301 Mbbl; 4 Mbbl,Caribbean,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=car,23093 km 2,http://blocgame.com/stats.php?id=61947,
Serbija,Radovan Karad�i�,http://blocgame.com/alliancestats.php?allianceid=2041,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 10 hours ago,rankings.php?subregion=atl,Lithuanian Coalition,11 Hundred Tons per month,9 Mbbl per month,$335 million,alliancestats.php?allianceid=2041,2210 Mbbl; 9 Mbbl,Atlas,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=atl,23665 km 2,http://blocgame.com/stats.php?id=62971,
Nabla,nabla,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,1 Mbbl per month,$335 million,,1 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=63160,
Nippur,Enlil,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 123 hours ago,rankings.php?subregion=con,,2 Hundred Tons per month,2 Mbbl per month,$335 million,,320 Mbbl; 2 Mbbl,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63233,
Burger,Kilo132,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 121 hours ago,rankings.php?subregion=con,The Order,3 Hundred Tons per month,1 Mbbl per month,$335 million,alliancestats.php?allianceid=2045,1 Mbbl,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63371,
Tiny Island,Rojan,,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,1 Mbbl per month,$335 million,,252 Mbbl; 1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63412,
TrumpCity,Ronald mcTrump,,4k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 19 hours ago,rankings.php?subregion=car,,4 Hundred Tons per month,2 Mbbl per month,$335 million,,,Caribbean,,Small,http://blocgame.com/rankings.php?subregion=car,19212 km 2,http://blocgame.com/stats.php?id=63769,
Doug,Douglas321,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 12 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$335 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63798,
Angel Nation,angelgirl1998,http://blocgame.com/alliancestats.php?allianceid=2097,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 36 hours ago,rankings.php?subregion=car,Angel Alliance,2 Hundred Tons per month,,$335 million,alliancestats.php?allianceid=2097,232 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63800,
liberationism,johnbankierrrrr,,18k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 53 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,,$335 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63899,
Vrystaat,FunVake,http://blocgame.com/alliancestats.php?allianceid=2087,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 89 hours ago,rankings.php?subregion=saf,Executive Outcomes,2 Hundred Tons per month,,$334 million,alliancestats.php?allianceid=2087,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=41030,
South Port,Targe,,10k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 85 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$334 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,19602 km 2,http://blocgame.com/stats.php?id=42637,
Guldania,WiseApple,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 86 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$334 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=45986,
Akihabara,KawaiiKrusader,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 89 hours ago,rankings.php?subregion=pac,,4 Hundred Tons per month,1 Mbbl per month,$334 million,,190 Mbbl; 1 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=53845,
Felineistan,Catassium,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 67 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,,$334 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=53970,
Panamastan,Fleetfoot,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 89 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$334 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=54395,
Nowy Europa,Jorge Pedraboa,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 108 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$334 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=57151,
johoreansouth,afiqaffendy615,http://blocgame.com/alliancestats.php?allianceid=2069,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,rankings.php?subregion=sub,PIRATES,6 Hundred Tons per month,2 Mbbl per month,$334 million,alliancestats.php?allianceid=2069,105 Mbbl; 2 Mbbl,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,23886 km 2,http://blocgame.com/stats.php?id=61895,
Allema,Yayo,http://blocgame.com/alliancestats.php?allianceid=2045,28k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 50 hours ago,rankings.php?subregion=sea,The Order,3 Hundred Tons per month,,$334 million,alliancestats.php?allianceid=2045,69 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,23234 km 2,http://blocgame.com/stats.php?id=63408,
WeWuz,OfficerDarrenWilson,http://blocgame.com/alliancestats.php?allianceid=2064,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 22 hours ago,rankings.php?subregion=egy,SPQR,2 Hundred Tons per month,2 Mbbl per month,$334 million,alliancestats.php?allianceid=2064,4557 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=63547,
Klan,RysioZKlanu,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 90 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$334 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63768,
Carteles,Miss Senza,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 3 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$334 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63771,
Bodd,Todd Bodd,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 85 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$334 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63780,
Chris Cooper,Tyrant Myrrr,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 36 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$334 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,19900 km 2,http://blocgame.com/stats.php?id=63790,
Kolechia,President Jorji,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 100 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$333 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=40339,
Brohan,Brodolf_shitler,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 84 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,4 Mbbl per month,$333 million,,2123 Mbbl; 4 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=40340,
Rez,Quasimodo,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 83 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$333 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=41436,
Bkostia,BKosti,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 107 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$333 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=43831,
Europoid,Dena,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 107 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$333 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=54540,
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 78 hours ago,rankings.php?subregion=mes,The High Council,2 Hundred Tons per month,,$333 million,alliancestats.php?allianceid=2039,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=54923,
Crandor,Merrlock,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 134 hours ago,rankings.php?subregion=atl,,3 Hundred Tons per month,1 Mbbl per month,$333 million,,1 Mbbl,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16335 km 2,http://blocgame.com/stats.php?id=55760,
Songtan,generosity,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 123 hours ago,rankings.php?subregion=ara,,4 Hundred Tons per month,2 Mbbl per month,$333 million,,1456 Mbbl; 2 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=57664,
Isackingz,Isack Militoniyers,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 10 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$333 million,,100 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=58865,
WARZZZZ,WARZTAN,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 108 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$333 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,13613 km 2,http://blocgame.com/stats.php?id=59390,
Brickfields,bangunawalelaktol,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 64 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$333 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,19800 km 2,http://blocgame.com/stats.php?id=61682,
klapakistan,phoenix king,,17k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 143 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$333 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63047,
Nahua,LukKhrueng,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 83 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$333 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63153,
Trumpanime,SpiderPiggie,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 93 hours ago,rankings.php?subregion=congo,,4 Hundred Tons per month,1 Mbbl per month,$333 million,,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,19602 km 2,http://blocgame.com/stats.php?id=63544,
Great America,Tonald Drump,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 108 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$333 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63664,
Malacia,Xian,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 108 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$333 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=63667,
Sukhotai,Raekwon,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 107 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$333 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=63677,
Olut,Vittusaatana,http://blocgame.com/alliancestats.php?allianceid=2058,32k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 21 hours ago,rankings.php?subregion=atl,Al-Qassam Brigades,5 Hundred Tons per month,4 Mbbl per month,$333 million,alliancestats.php?allianceid=2058,3674 Mbbl; 4 Mbbl,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=63682,
CumFuck,Celtic God,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 106 hours ago,rankings.php?subregion=chi,,3 Hundred Tons per month,,$333 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63690,
Aleinzeh,Ayyhmed Lmaoo,http://blocgame.com/alliancestats.php?allianceid=2058,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 106 hours ago,rankings.php?subregion=ara,Al-Qassam Brigades,2 Hundred Tons per month,,$333 million,alliancestats.php?allianceid=2058,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63692,
Drumpf,Drumpf,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 104 hours ago,rankings.php?subregion=waf,,5 Hundred Tons per month,,$333 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=63716,
Paceberg,bmp46,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 101 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$333 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=63728,
TheBird,Ragebird,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 101 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$333 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63736,
Rebublica,VFisEPIC,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 98 hours ago,rankings.php?subregion=gui,,2 Hundred Tons per month,1 Mbbl per month,$333 million,,462 Mbbl; 1 Mbbl,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=63739,
Kangbok,Mank Demes,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 100 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$333 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=63743,
Ploxocon,BMRMike,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 96 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$333 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63751,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 13 hours ago,rankings.php?subregion=ind,The Order,3 Hundred Tons per month,,$332 million,alliancestats.php?allianceid=2045,294 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=45936,
Foundation,Danzo,http://blocgame.com/alliancestats.php?allianceid=2048,44k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 41 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,5 Hundred Tons per month,,$332 million,alliancestats.php?allianceid=2048,78 Mbbl,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,23665 km 2,http://blocgame.com/stats.php?id=46870,1 Tons
Amerika,amillz1997,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$332 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16010 km 2,http://blocgame.com/stats.php?id=55354,
switzerdouch,yaboimtndew,,10k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 6 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$332 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,13613 km 2,http://blocgame.com/stats.php?id=58997,
Senandung Malam,Lela Manja,,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 43 hours ago,rankings.php?subregion=ind,,5 Hundred Tons per month,8 Mbbl per month,$332 million,,195 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=61074,
Elos,Panzerfan,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 22 hours ago,rankings.php?subregion=saf,,3 Hundred Tons per month,1 Mbbl per month,$332 million,,304 Mbbl; 1 Mbbl,Southern Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=61127,
Nigerian Scams,Alyusi Islassis,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 98 hours ago,rankings.php?subregion=waf,The Order,2 Hundred Tons per month,,$332 million,alliancestats.php?allianceid=2045,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=62857,
Citizens,ProfDaishor,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 150 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$332 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63040,
Vargr,NickiusBigDickius,http://blocgame.com/alliancestats.php?allianceid=2045,5k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=saf,The Order,4 Hundred Tons per month,2 Mbbl per month,$332 million,alliancestats.php?allianceid=2045,,Southern Africa,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=saf,19557 km 2,http://blocgame.com/stats.php?id=63524,
Horasia,PoceH,,7k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 90 hours ago,rankings.php?subregion=atl,,3 Hundred Tons per month,1 Mbbl per month,$332 million,,6520 Mbbl; 1 Mbbl,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16200 km 2,http://blocgame.com/stats.php?id=63553,
GH&G,danielzi,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 115 hours ago,rankings.php?subregion=chi,,3 Hundred Tons per month,1 Mbbl per month,$332 million,,1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63606,
akuman,akuen,http://blocgame.com/alliancestats.php?allianceid=2084,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 93 hours ago,rankings.php?subregion=pac,The Khilafah,3 Hundred Tons per month,,$332 million,alliancestats.php?allianceid=2084,165 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63624,
Fresh Memes,MemeLord,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 109 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$332 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63646,
Cepat,Auvit,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 88 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,1 Mbbl per month,$332 million,,343 Mbbl; 1 Mbbl,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,16335 km 2,http://blocgame.com/stats.php?id=63773,
Jahidenistan,�hl�ms�hl�m,,4k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 88 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,1 Mbbl per month,$332 million,,2376 Mbbl; 1 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19406 km 2,http://blocgame.com/stats.php?id=63774,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=2064,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 35 hours ago,rankings.php?subregion=chi,SPQR,8 Hundred Tons per month,1 Mbbl per month,$331 million,alliancestats.php?allianceid=2064,449 Mbbl; 1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=56203,
Jeldestia,VinnieVlad,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 164 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$331 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=58355,
Jeoson Korea,Jwong-wal il,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$331 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=61438,
Bunga Malaya,Tun Adam Z,,15k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 19 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$331 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61824,
OnePiece,AkiManang,,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 6 hours ago,rankings.php?subregion=per,,3 Hundred Tons per month,3 Mbbl per month,$331 million,,6393 Mbbl,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=63126,
Wankmuffin,tempcunt,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,online now,rankings.php?subregion=mex,,6 Hundred Tons per month,2 Mbbl per month,$331 million,,427 Mbbl; 2 Mbbl,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63325,
Samsayum,Kadetdeen86,http://blocgame.com/alliancestats.php?allianceid=2052,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 7 hours ago,rankings.php?subregion=ind,The Federal Colonies,4 Hundred Tons per month,1 Mbbl per month,$331 million,alliancestats.php?allianceid=2052,307 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63640,
Maisie Williams,Maisie Williams,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 117 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$330 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=39007,
Reringo,Explosion,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$330 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=40680,
Ravenholm,Supreme Leader Raven,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$330 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=41677,
Ctalnh,CTALNH,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 116 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$330 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=46359,
Ra5kiL,DaveO,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 116 hours ago,rankings.php?subregion=congo,,6 Hundred Tons per month,,$330 million,,89 Mbbl,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=46871,
Avacado's,Avacado,http://blocgame.com/alliancestats.php?allianceid=2049,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 94 hours ago,rankings.php?subregion=per,Brotherhood of Nod,4 Hundred Tons per month,3 Mbbl per month,$330 million,alliancestats.php?allianceid=2049,2453 Mbbl; 3 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=52424,
Esnia,Drake Slaughter,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 83 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$330 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=55465,
Boletaria,Geralt Dayne,http://blocgame.com/alliancestats.php?allianceid=2039,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 76 hours ago,rankings.php?subregion=chi,The High Council,4 Hundred Tons per month,3 Mbbl per month,$330 million,alliancestats.php?allianceid=2039,146 Mbbl; 3 Mbbl,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,23665 km 2,http://blocgame.com/stats.php?id=56664,
