country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
Angel,Archangel,,6k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 104 hours ago,rankings.php?subregion=car,,5 Hundred Tons per month,3 Mbbl per month,$401 million,,141 Mbbl; 3 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=52640,
Romanovia,Dmitry Romanov,http://blocgame.com/alliancestats.php?allianceid=2064,30k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Good,last online 13 hours ago,rankings.php?subregion=mes,SPQR,3 Hundred Tons per month,2 Mbbl per month,$401 million,alliancestats.php?allianceid=2064,1753 Mbbl; 2 Mbbl,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,27924 km 2,http://blocgame.com/stats.php?id=59571,
nusajaya,edifarhan,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 149 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$401 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=60626,
komrade,ewl4,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 15 hours ago,rankings.php?subregion=sub,,4 Hundred Tons per month,2 Mbbl per month,$401 million,,271 Mbbl,The Subcontinent,,None,http://blocgame.com/rankings.php?subregion=sub,19406 km 2,http://blocgame.com/stats.php?id=63596,
Treehuggers,Treehugger,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 156 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$400 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=42299,
Seattle,supercurt37,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 126 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$400 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=57842,
Dragoons,bhasheep,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 155 hours ago,rankings.php?subregion=congo,,2 Hundred Tons per month,,$400 million,,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,16172 km 2,http://blocgame.com/stats.php?id=62944,
Casopia,Nathaniel Baker,http://blocgame.com/alliancestats.php?allianceid=2045,18k active personnel,0 ships,First World War surplus,Good,None,Standard,online now,rankings.php?subregion=gra,The Order,7 Hundred Tons per month,2 Mbbl per month,$400 million,alliancestats.php?allianceid=2045,266 Mbbl; 2 Mbbl,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,19800 km 2,http://blocgame.com/stats.php?id=63500,
Berndistan,Imba,http://blocgame.com/alliancestats.php?allianceid=2042,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 132 hours ago,rankings.php?subregion=chi,Interpol,5 Hundred Tons per month,1 Mbbl per month,$399 million,alliancestats.php?allianceid=2042,1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,13343 km 2,http://blocgame.com/stats.php?id=48026,
Johor,Helmi Omar,http://blocgame.com/alliancestats.php?allianceid=2084,9k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Undisciplined Rabble,last online 2 hours ago,rankings.php?subregion=pac,The Khilafah,4 Hundred Tons per month,3 Mbbl per month,$399 million,alliancestats.php?allianceid=2084,124 Mbbl; 3 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16172 km 2,http://blocgame.com/stats.php?id=60442,
bird land,birdjoseph,,5k active personnel,0 ships,Finest of the 19th century,Angelic,None,Undisciplined Rabble,last online 128 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$399 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16417 km 2,http://blocgame.com/stats.php?id=61878,
Brelon,Duvalion,http://blocgame.com/alliancestats.php?allianceid=2038,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 98 hours ago,rankings.php?subregion=con,Che Guevara League,7 Hundred Tons per month,3 Mbbl per month,$399 million,alliancestats.php?allianceid=2038,192 Mbbl; 3 Mbbl,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,16335 km 2,http://blocgame.com/stats.php?id=62812,
Delos,Damocles,http://blocgame.com/alliancestats.php?allianceid=2038,20k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 9 hours ago,rankings.php?subregion=gra,Che Guevara League,3 Hundred Tons per month,1 Mbbl per month,$399 million,alliancestats.php?allianceid=2038,468 Mbbl; 1 Mbbl,Gran Colombia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=63002,
Sandniggeristan,King Negro,http://blocgame.com/alliancestats.php?allianceid=2045,19k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 36 hours ago,rankings.php?subregion=mes,The Order,4 Hundred Tons per month,5 Mbbl per month,$399 million,alliancestats.php?allianceid=2045,3685 Mbbl; 5 Mbbl,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,20600 km 2,http://blocgame.com/stats.php?id=63365,
Olympia,Xasthur,http://blocgame.com/alliancestats.php?allianceid=2048,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,5 Hundred Tons per month,,$398 million,alliancestats.php?allianceid=2048,63 Mbbl,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,24150 km 2,http://blocgame.com/stats.php?id=51354,
Cancer,Stolen,,3k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,rankings.php?subregion=per,,2 Hundred Tons per month,2 Mbbl per month,$398 million,,2 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,15850 km 2,http://blocgame.com/stats.php?id=58745,
Taggart,Dagny,http://blocgame.com/alliancestats.php?allianceid=2052,9k active personnel,0 ships,First World War surplus,Good,None,Good,last online 92 hours ago,rankings.php?subregion=car,The Federal Colonies,2 Hundred Tons per month,,$398 million,alliancestats.php?allianceid=2052,,Caribbean,Plentiful,Small,http://blocgame.com/rankings.php?subregion=car,17843 km 2,http://blocgame.com/stats.php?id=59387,
Kedahan,Farhan,,29k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,last online 17 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,2 Mbbl per month,$398 million,,63 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60758,
fetiwert,raja adam iskandar,,9k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,1 Mbbl per month,$398 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,13477 km 2,http://blocgame.com/stats.php?id=63124,
Greater Isreal,Benjamin Netanyahu,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 106 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,1 Mbbl per month,$398 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=63157,
Schlong Island,Jakovsky,http://blocgame.com/alliancestats.php?allianceid=2045,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 83 hours ago,rankings.php?subregion=chi,The Order,4 Hundred Tons per month,1 Mbbl per month,$398 million,alliancestats.php?allianceid=2045,345 Mbbl,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63243,
HARDGAY♂,mits,http://blocgame.com/alliancestats.php?allianceid=2045,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,rankings.php?subregion=pac,The Order,4 Hundred Tons per month,3 Mbbl per month,$398 million,alliancestats.php?allianceid=2045,330 Mbbl; 3 Mbbl,Pacific Rim,,Meagre,http://blocgame.com/rankings.php?subregion=pac,20398 km 2,http://blocgame.com/stats.php?id=63324,
Alexandra,Snorlis,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 132 hours ago,rankings.php?subregion=mes,,3 Hundred Tons per month,1 Mbbl per month,$397 million,,3881 Mbbl; 1 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16500 km 2,http://blocgame.com/stats.php?id=51376,
BlackPowers,Declan Power,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 142 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$397 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,13613 km 2,http://blocgame.com/stats.php?id=57639,
Black Knights,DARK REAPER,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 127 hours ago,rankings.php?subregion=saf,,8 Hundred Tons per month,,$397 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,16335 km 2,http://blocgame.com/stats.php?id=58473,
Jerai,muadz.zulkar9,,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 48 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,7 Mbbl per month,$397 million,,1065 Mbbl; 7 Mbbl,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,17124 km 2,http://blocgame.com/stats.php?id=60621,
Merchandise,HappyMerchant,http://blocgame.com/alliancestats.php?allianceid=2041,57k active personnel,0 ships,First World War surplus,Isolated,1 factory,Good,last online 2 hours ago,rankings.php?subregion=mes,Lithuanian Coalition,10 Hundred Tons per month,7 Mbbl per month,$397 million,alliancestats.php?allianceid=2041,3006 Mbbl,Mesopotamia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=mes,26620 km 2,http://blocgame.com/stats.php?id=61572,
XNSBG,President XNSBG,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$397 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16172 km 2,http://blocgame.com/stats.php?id=62137,
Zog,Sanae,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 149 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,3 Mbbl per month,$396 million,,3764 Mbbl; 3 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=41325,
16 Shanty Huts,Infantimpaler,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 156 hours ago,rankings.php?subregion=congo,,2 Hundred Tons per month,,$396 million,,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,16335 km 2,http://blocgame.com/stats.php?id=51155,
Wolfpit,Lecarrra,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,rankings.php?subregion=congo,,3 Hundred Tons per month,1 Mbbl per month,$396 million,,1 Mbbl,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,16335 km 2,http://blocgame.com/stats.php?id=52265,
Alanies,Alany,http://blocgame.com/alliancestats.php?allianceid=2045,46k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 3 hours ago,rankings.php?subregion=mes,The Order,7 Hundred Tons per month,3 Mbbl per month,$396 million,alliancestats.php?allianceid=2045,276 Mbbl; 3 Mbbl,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,26848 km 2,http://blocgame.com/stats.php?id=54617,
Piercovia,Pierce,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 150 hours ago,rankings.php?subregion=mex,,3 Hundred Tons per month,2 Mbbl per month,$396 million,,173 Mbbl; 2 Mbbl,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,16335 km 2,http://blocgame.com/stats.php?id=59014,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=2039,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 17 hours ago,rankings.php?subregion=ama,The High Council,4 Hundred Tons per month,1 Mbbl per month,$395 million,alliancestats.php?allianceid=2039,1 Mbbl,Amazonia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ama,20400 km 2,http://blocgame.com/stats.php?id=45846,
Shitposters,MossadMan,http://blocgame.com/alliancestats.php?allianceid=2045,35k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Standard,last online 2 hours ago,rankings.php?subregion=per,The Order,9 Hundred Tons per month,5 Mbbl per month,$395 million,alliancestats.php?allianceid=2045,4790 Mbbl; 5 Mbbl,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,27980 km 2,http://blocgame.com/stats.php?id=52681,
Potatopia,DoomPotato,http://blocgame.com/alliancestats.php?allianceid=2048,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,rankings.php?subregion=egy,Brotherhood of Zion,3 Hundred Tons per month,6 Mbbl per month,$395 million,alliancestats.php?allianceid=2048,4932 Mbbl; 6 Mbbl,Egypt,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=egy,23665 km 2,http://blocgame.com/stats.php?id=54037,
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=2039,28k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 13 hours ago,rankings.php?subregion=ara,The High Council,4 Hundred Tons per month,3 Mbbl per month,$395 million,alliancestats.php?allianceid=2039,4295 Mbbl; 3 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=59227,
Bantloa,Caelan,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 152 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$395 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,16500 km 2,http://blocgame.com/stats.php?id=59574,
Zorin,NeroRPG,http://blocgame.com/alliancestats.php?allianceid=2039,17k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 99 hours ago,rankings.php?subregion=pac,The High Council,3 Hundred Tons per month,1 Mbbl per month,$395 million,alliancestats.php?allianceid=2039,1 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,19602 km 2,http://blocgame.com/stats.php?id=59970,
WP Kuala Lumpur,Soeharto,http://blocgame.com/alliancestats.php?allianceid=2052,23k active personnel,0 ships,Finest of the 19th century,Good,None,Undisciplined Rabble,last online 4 hours ago,rankings.php?subregion=ind,The Federal Colonies,2 Hundred Tons per month,,$395 million,alliancestats.php?allianceid=2052,,East Indies,,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=61633,
Mys glory,Mhanes27,,38k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 7 hours ago,rankings.php?subregion=pac,,8 Hundred Tons per month,4 Mbbl per month,$395 million,,450 Mbbl; 4 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20470 km 2,http://blocgame.com/stats.php?id=62396,
Ceylon,Durruti,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 128 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,,$395 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=63194,
Cappadocia,Justinian III,http://blocgame.com/alliancestats.php?allianceid=2045,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 71 hours ago,rankings.php?subregion=mes,The Order,2 Hundred Tons per month,2 Mbbl per month,$395 million,alliancestats.php?allianceid=2045,2 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63494,
SrpskaRepublika,Enoch Powell,http://blocgame.com/alliancestats.php?allianceid=2045,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 3 hours ago,rankings.php?subregion=saf,The Order,5 Hundred Tons per month,1 Mbbl per month,$395 million,alliancestats.php?allianceid=2045,298 Mbbl; 1 Mbbl,Southern Africa,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63541,
El Janero,Savagely Ravaged,,3k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 114 hours ago,rankings.php?subregion=con,,3 Hundred Tons per month,1 Mbbl per month,$395 million,,1 Mbbl,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,19212 km 2,http://blocgame.com/stats.php?id=63615,
Curonia,Luke-ms,http://blocgame.com/alliancestats.php?allianceid=2045,28k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Good,last online 2 hours ago,rankings.php?subregion=con,The Order,4 Hundred Tons per month,2 Mbbl per month,$395 million,alliancestats.php?allianceid=2045,407 Mbbl; 2 Mbbl,Southern Cone,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=con,23865 km 2,http://blocgame.com/stats.php?id=63639,
