country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Zone21-Malaya,PG PG PG PG PG,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 97 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$387 million,2 Mbbl,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60973,
Kulunkjin,Areum ling,,9k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 6 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$387 million,306 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,19525 km 2,http://blocgame.com/stats.php?id=62604,
Poundtown,FLAKT,Brotherhood of Zion,40k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 19 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$386 million,1 Mbbl,Untapped,Meagre,East Africa,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=39066,
Ginovi,Caadani,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 151 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$386 million,2 Mbbl,Untapped,None,Gran Colombia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=54635,
Zurg,zurgan,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 164 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$386 million,1853 Mbbl; 1 Mbbl,Untapped,None,Persia,Neutral,16500 km 2,http://blocgame.com/stats.php?id=56617,
Atyrauistan,Falchion,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 54 hours ago,2 Hundred Tons per month,,Mixed Economy,$386 million,,Untapped,None,Persia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=62764,
Safavid Persia,Abbas,The Order,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 40 hours ago,6 Hundred Tons per month,3 Mbbl per month,Free Market,$386 million,2512 Mbbl,Untapped,Small,Persia,United States,23355 km 2,http://blocgame.com/stats.php?id=63199,
Futuristan,trumpbot9000,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 120 hours ago,2 Hundred Tons per month,,Central Planning,$386 million,397 Mbbl,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63310,
Dickbutt/pol/,Dickbutt/pol/,The Order,10k active personnel,0 ships,Finest of the 19th century,Mad Dog,1 factory,Elite,online now,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$386 million,,Plentiful,Mediocre,Guinea,Soviet Union,22682 km 2,http://blocgame.com/stats.php?id=63536,
San Crist�bal,FORivera,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 181 hours ago,2 Hundred Tons per month,,Central Planning,$385 million,,Untapped,None,Caribbean,Neutral,16335 km 2,http://blocgame.com/stats.php?id=40966,
QonoS,Tmonsta,The High Council,36k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Standard,online now,13 Hundred Tons per month,3 Mbbl per month,Central Planning,$385 million,160 Mbbl; 3 Mbbl,Untapped,Meagre,China,Soviet Union,31158 km 2,http://blocgame.com/stats.php?id=44539,
skrubrikei,coweymcnuggets,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 173 hours ago,2 Hundred Tons per month,,Central Planning,$385 million,,Untapped,None,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=48846,
Jurhiel,Brian Van Helsing,SPQR,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,online now,9 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$385 million,2720 Mbbl; 6 Mbbl,Untapped,None,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=49243,
Holy Marcus,Ilwoo Jung,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 166 hours ago,2 Hundred Tons per month,,Central Planning,$385 million,,Untapped,None,China,Neutral,16172 km 2,http://blocgame.com/stats.php?id=60418,
tamarin,tamarin,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Central Planning,$385 million,,Untapped,None,Atlas,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62859,
Mesopotamiaa,The JC,Brotherhood of Nod,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 8 hours ago,7 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$385 million,4919 Mbbl; 3 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63058,
Junovia,dontworryaboutit,,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,3 Mbbl per month,Free Market,$385 million,188 Mbbl; 3 Mbbl,Plentiful,Meagre,Pacific Rim,Neutral,19292 km 2,http://blocgame.com/stats.php?id=63088,
Gran Corrupci�n,TheJackal,The Order,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 6 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$385 million,244 Mbbl; 1 Mbbl,Untapped,Meagre,Gran Colombia,Neutral,23483 km 2,http://blocgame.com/stats.php?id=63605,
Alamo,linksith,The United Nations,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 7 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$384 million,,Untapped,None,Mesopotamia,United States,11231 km 2,http://blocgame.com/stats.php?id=40536,
Alanies,Alany,The Order,46k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$384 million,271 Mbbl; 5 Mbbl,Untapped,Small,Mesopotamia,Soviet Union,26848 km 2,http://blocgame.com/stats.php?id=54617,
Fastistan 2.0,St. Sanic,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 181 hours ago,2 Hundred Tons per month,,Central Planning,$384 million,,Untapped,None,Guinea,Neutral,16335 km 2,http://blocgame.com/stats.php?id=59029,
Cenation,Sir Camelot,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 95 hours ago,2 Hundred Tons per month,,Central Planning,$384 million,,Untapped,None,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=59789,
Novoslavija,Rade Latinovic,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 170 hours ago,2 Hundred Tons per month,,Central Planning,$384 million,,Untapped,None,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=60204,
hokoo,ovaltine,Brotherhood of Nod,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,6 Hundred Tons per month,14 Mbbl per month,Mixed Economy,$384 million,3035 Mbbl; 14 Mbbl,Untapped,Mediocre,Arabia,United States,27328 km 2,http://blocgame.com/stats.php?id=61111,
Asian Prussia,BismarkIV,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 119 hours ago,3 Hundred Tons per month,,Central Planning,$384 million,112 Mbbl,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63198,
British Egypt,Montgomery,Brotherhood of Nod,12k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 1 hours ago,2 Hundred Tons per month,3 Mbbl per month,Central Planning,$383 million,1482 Mbbl; 3 Mbbl,Untapped,Small,Egypt,Soviet Union,27493 km 2,http://blocgame.com/stats.php?id=45596,
Kennethland,Kenneth,The Order,47k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 5 hours ago,2 Hundred Tons per month,,Central Planning,$383 million,58 Mbbl,Untapped,None,Gran Colombia,Neutral,19672 km 2,http://blocgame.com/stats.php?id=47662,
subse7en,subse7en,,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 14 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$320 million,78 Mbbl; 3 Mbbl,,None,Pacific Rim,Soviet Union,18570 km 2,http://blocgame.com/stats.php?id=61112,
Panthia,Thomas Jenkins,Che Guevara League,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 91 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$383 million,223 Mbbl; 1 Mbbl,Untapped,Meagre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62855,
Salama�a,Bacardi,Che Guevara League,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 17 hours ago,7 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$383 million,65 Mbbl,Untapped,None,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63383,
Begnion,Lehran,Interpol,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 90 hours ago,2 Hundred Tons per month,,Central Planning,$382 million,,Untapped,Small,Guinea,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=49586,
Parameswara,brownmy,Brotherhood of Nod,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 6 hours ago,2 Hundred Tons per month,,Free Market,$382 million,,Untapped,None,Indochina,United States,16929 km 2,http://blocgame.com/stats.php?id=56360,
IsabellaUy,Mateo,Che Guevara League,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 137 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$382 million,287 Mbbl; 2 Mbbl,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57667,
Honduras,Inferno666,The High Council,35k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 21 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$382 million,1 Mbbl,Untapped,Small,Mesoamerica,Soviet Union,24300 km 2,http://blocgame.com/stats.php?id=60291,
The Marintinia,Edington,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 10 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$382 million,10 Mbbl; 1 Mbbl,Untapped,Meagre,Southern Cone,Soviet Union,18452 km 2,http://blocgame.com/stats.php?id=61912,
Milano,Milanostrom,,32k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 120 hours ago,4 Hundred Tons per month,,Central Planning,$382 million,,Untapped,Mediocre,Pacific Rim,Soviet Union,23863 km 2,http://blocgame.com/stats.php?id=63012,
Netland,netcode,The Order,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 13 hours ago,6 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$382 million,,Untapped,Meagre,Mesoamerica,United States,23665 km 2,http://blocgame.com/stats.php?id=63148,
The 69th Reich,BernieDidNothingWrong,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 132 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$382 million,1185 Mbbl,Untapped,None,Arabia,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63309,
NipponBanzai,Almecho,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 129 hours ago,4 Hundred Tons per month,,Central Planning,$382 million,,Untapped,None,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63532,
Selousia,Nathaniel Selous,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 39 hours ago,2 Hundred Tons per month,,Mixed Economy,$382 million,,Untapped,None,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63662,
Swarma,Aeash,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 163 hours ago,2 Hundred Tons per month,,Free Market,$381 million,,Untapped,None,Amazonia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=46405,
Sir Vivors,Sir Vivors,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 136 hours ago,3 Hundred Tons per month,,Central Planning,$381 million,,Untapped,None,The Subcontinent,Neutral,16010 km 2,http://blocgame.com/stats.php?id=53609,
MumbosMountain,Mumbo Jumbo,The United Nations,43k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 15 hours ago,5 Hundred Tons per month,1 Mbbl per month,Free Market,$381 million,215 Mbbl,Untapped,Meagre,Mesoamerica,United States,23399 km 2,http://blocgame.com/stats.php?id=54444,
Persia_Iran,Txheat512,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 163 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$381 million,3153 Mbbl; 2 Mbbl,Untapped,None,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=57306,
Kyzamaki,Jack D. Follas,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 163 hours ago,2 Hundred Tons per month,,Mixed Economy,$381 million,,Untapped,None,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=59038,
Enggor Perak,meor,,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,online now,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$381 million,394 Mbbl; 2 Mbbl,Plentiful,None,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60674,
Not a shithole,GrandDaD,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 52 hours ago,2 Hundred Tons per month,,Central Planning,$381 million,,Untapped,None,Atlas,Neutral,13477 km 2,http://blocgame.com/stats.php?id=62780,
Romana24,acer24601,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 164 hours ago,2 Hundred Tons per month,,Mixed Economy,$381 million,,Untapped,None,Mesoamerica,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63021,
Kut,meow,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,2 Hundred Tons per month,,Central Planning,$381 million,,Untapped,None,The Subcontinent,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63052,
The Phoenix,Fritz_449,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 140 hours ago,2 Hundred Tons per month,,Free Market,$381 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63196,
BAVIria,bury nice grill,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 122 hours ago,2 Hundred Tons per month,,Mixed Economy,$381 million,,Untapped,None,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63351,
Watlandia,docterhow,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 133 hours ago,2 Hundred Tons per month,,Mixed Economy,$381 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63366,
Hugo Boss,Lucius:^),The Order,8k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 95 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$381 million,,Untapped,None,Southern Cone,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63525,
Eumasia,Ehre Eric,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 6 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$381 million,48 Mbbl; 2 Mbbl,Plentiful,Small,China,Soviet Union,19912 km 2,http://blocgame.com/stats.php?id=63599,
Chūya,Silberblade,,35k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,online now,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$381 million,422 Mbbl; 1 Mbbl,Untapped,Meagre,Southern Africa,Soviet Union,23828 km 2,http://blocgame.com/stats.php?id=63950,
Helvetica,Crorem,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 163 hours ago,2 Hundred Tons per month,,Mixed Economy,$380 million,,Untapped,None,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=40606,
The Hegemony,Peter Wiggin,Interpol,47k active personnel,0 ships,First World War surplus,Nice,1 factory,Poor,last online 2 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$380 million,183 Mbbl,Near Depletion,None,Gran Colombia,United States,21173 km 2,http://blocgame.com/stats.php?id=40840,
rumsod666666,rumsodtest,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 48 hours ago,2 Hundred Tons per month,,Central Planning,$380 million,,Untapped,None,Persia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=48483,
Utea,SephiXarados,The Order,26k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 12 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$380 million,193 Mbbl; 2 Mbbl,Untapped,None,Amazonia,United States,27655 km 2,http://blocgame.com/stats.php?id=49905,
Kylebania,kyconny,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 165 hours ago,2 Hundred Tons per month,,Central Planning,$380 million,,Untapped,None,East Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=54803,
Aminichina,doublepedaldylan,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 2 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$380 million,416 Mbbl; 1 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=56720,
Far Far Away,Shrek CLVII,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 165 hours ago,2 Hundred Tons per month,,Mixed Economy,$380 million,,Untapped,None,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=56778,
morelia,lemambanglemai8621,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 3 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$380 million,449 Mbbl; 3 Mbbl,Plentiful,Mediocre,Caribbean,Soviet Union,20107 km 2,http://blocgame.com/stats.php?id=61850,
Conadada,EmperorColt,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,2 Hundred Tons per month,,Free Market,$380 million,,Untapped,None,Egypt,Neutral,13613 km 2,http://blocgame.com/stats.php?id=62785,
Walletia,walletguy,The United Nations,39k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 13 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$380 million,,Untapped,Small,Caribbean,United States,23569 km 2,http://blocgame.com/stats.php?id=62978,
Shiqhlir,Incer,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 91 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$380 million,1693 Mbbl,Untapped,None,Mesopotamia,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63189,
Jeff,jmwils34,,4k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 132 hours ago,2 Hundred Tons per month,,Mixed Economy,$380 million,,Untapped,None,East Indies,Neutral,19406 km 2,http://blocgame.com/stats.php?id=63441,
Aleu,Salem Max,,3k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,2 Hundred Tons per month,,Free Market,$380 million,,Untapped,None,Southern Africa,Neutral,18830 km 2,http://blocgame.com/stats.php?id=63466,
PingPong,AmonG,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 130 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$380 million,1 Mbbl,Untapped,None,China,Neutral,16010 km 2,http://blocgame.com/stats.php?id=63516,
Vittupillu,Persenaama,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,2 Hundred Tons per month,,Free Market,$380 million,,Untapped,None,Guinea,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63699,
Hells Angel,Avangarde,The Order,29k active personnel,0 ships,Finest of the 19th century,Normal,None,Elite,last online 4 hours ago,12 Hundred Tons per month,1 Mbbl per month,Central Planning,$380 million,426 Mbbl; 1 Mbbl,Untapped,Meagre,Guinea,Soviet Union,24226 km 2,http://blocgame.com/stats.php?id=63923,
Great Poverty,SamoGrrr,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 97 hours ago,2 Hundred Tons per month,,Free Market,$379 million,,Untapped,None,Congo,Neutral,13477 km 2,http://blocgame.com/stats.php?id=52440,
Yugoslothia,Yugoslothia,Brotherhood of Nod,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,5 Hundred Tons per month,4 Mbbl per month,Free Market,$379 million,2453 Mbbl; 4 Mbbl,Plentiful,Meagre,Egypt,Neutral,19829 km 2,http://blocgame.com/stats.php?id=55968,
Androzia,Androz,The United Nations,58k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,online now,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$379 million,4965 Mbbl; 1 Mbbl,Near Depletion,Small,Atlas,Neutral,19470 km 2,http://blocgame.com/stats.php?id=61584,
Tengristan,enverpasha,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 156 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$379 million,1407 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,United States,16335 km 2,http://blocgame.com/stats.php?id=63093,
Vanaheim,Nickius BigDickius,The Order,45k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 11 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$379 million,1 Mbbl,Untapped,Meagre,Southern Africa,United States,23115 km 2,http://blocgame.com/stats.php?id=63832,
Unspecifistan,Rakisa,,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 62 hours ago,7 Hundred Tons per month,5 Mbbl per month,Free Market,$378 million,2438 Mbbl,Untapped,Meagre,Atlas,United States,20397 km 2,http://blocgame.com/stats.php?id=49853,
Sergonia,Sergeidart,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 165 hours ago,2 Hundred Tons per month,,Mixed Economy,$378 million,,Untapped,None,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=54709,
Antoria,Gustavo Martins,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 113 hours ago,2 Hundred Tons per month,,Central Planning,$378 million,,Untapped,None,Gran Colombia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=61344,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,8 Hundred Tons per month,3 Mbbl per month,Free Market,$378 million,113 Mbbl,Untapped,Somewhat Large,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,
Khubakhtir,grimitigo,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 142 hours ago,2 Hundred Tons per month,,Mixed Economy,$378 million,,Untapped,None,The Subcontinent,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62493,
Soviet Kekbodia,Wojak Stalin,The Order,0k active personnel,0 ships,First World War surplus,Angelic,None,Undisciplined Rabble,last online 41 hours ago,3 Hundred Tons per month,,Mixed Economy,$378 million,,Untapped,None,Pacific Rim,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63380,
ISOH,Metris,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,2 Hundred Tons per month,,Central Planning,$378 million,,Untapped,None,Persia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63680,
Crayola,baker greg,The Order,39k active personnel,0 ships,Finest of the 19th century,Isolated,None,Good,last online 2 hours ago,3 Hundred Tons per month,5 Mbbl per month,Free Market,$378 million,1355 Mbbl,Untapped,Small,Egypt,Neutral,23028 km 2,http://blocgame.com/stats.php?id=63958,
Swadia,SonnyJack,The Order,43k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 11 hours ago,9 Hundred Tons per month,9 Mbbl per month,Free Market,$377 million,5287 Mbbl,Untapped,Mediocre,Arabia,United States,27165 km 2,http://blocgame.com/stats.php?id=40011,
HiredGun,FreeCharge,The Order,33k active personnel,0 ships,First World War surplus,Nice,None,Good,online now,7 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$377 million,2108 Mbbl; 5 Mbbl,Plentiful,Somewhat Large,Egypt,Soviet Union,24252 km 2,http://blocgame.com/stats.php?id=53353,
The Boer,Joe Soap,The Order,19k active personnel,0 ships,First World War surplus,Questionable,None,Good,online now,8 Hundred Tons per month,2 Mbbl per month,Free Market,$377 million,427 Mbbl,Untapped,Meagre,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=55355,
Entah,remtap,PIRATES,26k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$377 million,4875 Mbbl,Untapped,Mediocre,Atlas,Neutral,19602 km 2,http://blocgame.com/stats.php?id=60530,
BIOR KELANTOK,Krul,The High Council,21k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 30 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$377 million,395 Mbbl,Untapped,None,Pacific Rim,United States,16172 km 2,http://blocgame.com/stats.php?id=61489,
bunkman,captainbuckman,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,,Free Market,$377 million,,Untapped,None,Congo,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62986,
Sordidia,RogueandaScoundrel,The Order,21k active personnel,0 ships,Finest of the 19th century,Isolated,None,Elite,online now,8 Hundred Tons per month,2 Mbbl per month,Central Planning,$377 million,48 Mbbl,Untapped,Meagre,Caribbean,Soviet Union,24190 km 2,http://blocgame.com/stats.php?id=63203,
grundheim,7thArtillerycorp,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,3 Hundred Tons per month,,Free Market,$377 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63491,
Silkreath,Keeindor,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 121 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$377 million,1 Mbbl,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63499,
Grossgarden,Lord Keagan,Brotherhood of Nod,25k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 61 hours ago,4 Hundred Tons per month,,Central Planning,$377 million,,Untapped,Meagre,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63515,
Herpderpastan,Herpderpmcderp,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 163 hours ago,2 Hundred Tons per month,,Free Market,$376 million,,Untapped,None,Persia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=40615,
NW Territory,mmuszynski,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Mixed Economy,$376 million,,Untapped,None,Atlas,Neutral,16335 km 2,http://blocgame.com/stats.php?id=44671,
pulunia,redwhite,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 156 hours ago,2 Hundred Tons per month,,Central Planning,$376 million,473 Mbbl,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59298,
