country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Shitposters,MossadMan,The Order,49k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 6 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$516 million,4759 Mbbl; 7 Mbbl,Untapped,Small,Persia,Soviet Union,35285 km 2,http://blocgame.com/stats.php?id=52681,
Soviet Pacific,Alexandrov Britvy,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 181 hours ago,2 Hundred Tons per month,,Mixed Economy,$514 million,,Untapped,None,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=52809,
Artimba,Scepticus,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 101 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$514 million,780 Mbbl,Untapped,Meagre,Persia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=63600,
3fylon,Nolyf3,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 163 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$514 million,1 Mbbl,Untapped,None,China,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63732,
Chaz,Jack Urzak,The Order,29k active personnel,0 ships,First World War surplus,Good,1 factory,Good,online now,7 Hundred Tons per month,2 Mbbl per month,Free Market,$513 million,461 Mbbl,Untapped,Small,East Africa,United States,29850 km 2,http://blocgame.com/stats.php?id=63326,
Malayantribes,Fir1999,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 132 hours ago,4 Hundred Tons per month,,Free Market,$512 million,,Untapped,None,East Indies,Neutral,16335 km 2,http://blocgame.com/stats.php?id=60721,
swahilia,benkenobi7,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 148 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$512 million,3 Mbbl,Untapped,None,Egypt,Neutral,13477 km 2,http://blocgame.com/stats.php?id=63085,
Crayola,baker greg,The Order,51k active personnel,0 ships,Finest of the 19th century,Isolated,1 factory,Standard,online now,5 Hundred Tons per month,6 Mbbl per month,Free Market,$512 million,1388 Mbbl,Plentiful,Mediocre,Egypt,United States,28990 km 2,http://blocgame.com/stats.php?id=63958,
Esboslavia,Swatbot26,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 139 hours ago,2 Hundred Tons per month,,Central Planning,$511 million,,Untapped,Meagre,Caribbean,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=57376,
Pahang Power,Kerol,PIRATES,49k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,7 Hundred Tons per month,4 Mbbl per month,Free Market,$510 million,242 Mbbl,Untapped,Mediocre,East Indies,United States,23665 km 2,http://blocgame.com/stats.php?id=60578,
Ira,TheCatOfTens,The Order,44k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,22 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$510 million,208 Mbbl,Untapped,Mediocre,Congo,United States,32065 km 2,http://blocgame.com/stats.php?id=62332,
JIDF,Mort Goldstein,The Order,21k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,3 Hundred Tons per month,1 Mbbl per month,Free Market,$510 million,124 Mbbl,Untapped,Small,Pacific Rim,United States,16500 km 2,http://blocgame.com/stats.php?id=63700,
Zalkanir,Delkamar,,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 7 hours ago,3 Hundred Tons per month,,Central Planning,$508 million,,,None,China,Neutral,13210 km 2,http://blocgame.com/stats.php?id=62483,
Lomar,Sarnen,Brotherhood of Zion,26k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 3 hours ago,5 Hundred Tons per month,2 Mbbl per month,Free Market,$508 million,2966 Mbbl,Untapped,Meagre,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=63175,
Golden Circle,JeffDavis,,14k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 164 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$508 million,1 Mbbl,Untapped,None,Mesoamerica,Neutral,19602 km 2,http://blocgame.com/stats.php?id=63416,
South Park,cartman,Brotherhood of Zion,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$507 million,507 Mbbl,Plentiful,None,Caribbean,United States,26673 km 2,http://blocgame.com/stats.php?id=228,
Kuto,AKMB,The Federal Colonies,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,11 Hundred Tons per month,7 Mbbl per month,Central Planning,$507 million,5100 Mbbl; 7 Mbbl,Untapped,Small,Persia,Soviet Union,29887 km 2,http://blocgame.com/stats.php?id=40095,
Nerdia,TheKyu,Brotherhood of Nod,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,25 Hundred Tons per month,15 Mbbl per month,Free Market,$507 million,561 Mbbl,Untapped,Mediocre,Caribbean,United States,34927 km 2,http://blocgame.com/stats.php?id=56451,
TheAccountants,TheAccountant13,TheAccountantRevenge,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 99 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$507 million,1945 Mbbl; 2 Mbbl,Untapped,None,Persia,Neutral,9267 km 2,http://blocgame.com/stats.php?id=62517,
Stone,Pak Ann,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 145 hours ago,7 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$507 million,328 Mbbl; 1 Mbbl,Untapped,None,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=62672,
fotamorgana,nadim,,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 56 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$507 million,1 Mbbl,Untapped,None,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=62833,
Guadianstan,Guadian Bakar,Followers of Guadian,5k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Elite,online now,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$422 million,399 Mbbl,,Meagre,Gran Colombia,Soviet Union,22209 km 2,http://blocgame.com/stats.php?id=63250,
Plob,plox,Brotherhood of Nod,37k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 5 hours ago,3 Hundred Tons per month,10 Mbbl per month,Central Planning,$505 million,6547 Mbbl; 10 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,30456 km 2,http://blocgame.com/stats.php?id=58260,
FuchukFakhu,KondaKondi,,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 34 hours ago,20 Hundred Tons per month,2 Mbbl per month,Central Planning,$505 million,246 Mbbl; 2 Mbbl,Untapped,None,Southern Africa,United States,16212 km 2,http://blocgame.com/stats.php?id=61483,
Great Poverty,SamoGrrr,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,2 Hundred Tons per month,,Free Market,$503 million,,Untapped,None,Congo,Neutral,13477 km 2,http://blocgame.com/stats.php?id=52440,
Taggart,Dagny,The Federal Colonies,9k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 154 hours ago,2 Hundred Tons per month,,Mixed Economy,$503 million,,Untapped,Small,Caribbean,Neutral,17843 km 2,http://blocgame.com/stats.php?id=59387,
Inderapura,Lordfazal,PIRATES,32k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$503 million,387 Mbbl,Untapped,Mediocre,East Indies,United States,16010 km 2,http://blocgame.com/stats.php?id=62928,
Eastern Eagle,MetaIndigo,Brotherhood of Zion,28k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$503 million,330 Mbbl; 2 Mbbl,Untapped,Small,The Subcontinent,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63045,
Taristan,Aldzerd,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 173 hours ago,2 Hundred Tons per month,,Mixed Economy,$503 million,,Untapped,None,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63235,
Alamo,linksith,The United Nations,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 5 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$502 million,,Untapped,None,Mesopotamia,United States,11231 km 2,http://blocgame.com/stats.php?id=40536,
Free Vietnam,dragonexis99,SPQR,23k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 7 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$502 million,142 Mbbl; 3 Mbbl,Untapped,Meagre,Indochina,Neutral,23697 km 2,http://blocgame.com/stats.php?id=60426,
HARDGAY♂,mits,The Order,61k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,online now,11 Hundred Tons per month,3 Mbbl per month,Central Planning,$502 million,383 Mbbl; 3 Mbbl,,Meagre,Pacific Rim,Soviet Union,25933 km 2,http://blocgame.com/stats.php?id=63324,
Galactic Reich,Palpatine,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 169 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$501 million,4724 Mbbl; 4 Mbbl,Untapped,Meagre,Atlas,Neutral,19406 km 2,http://blocgame.com/stats.php?id=62776,
WUBstep,WUBstep,Brotherhood of Nod,50k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 3 hours ago,19 Hundred Tons per month,14 Mbbl per month,Central Planning,$500 million,4429 Mbbl; 14 Mbbl,Untapped,Somewhat Large,Persia,Soviet Union,31358 km 2,http://blocgame.com/stats.php?id=39023,
Shatmapants,Penguin,Che Guevara League,31k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 2 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$500 million,334 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Caribbean,Soviet Union,31506 km 2,http://blocgame.com/stats.php?id=58425,
The Mutualists,Zheng Wen Ling,The High Council,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 149 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$500 million,261 Mbbl; 2 Mbbl,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62015,
Submarines,Popieluszko,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 96 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$500 million,3 Mbbl,Untapped,None,Mesopotamia,United States,9266 km 2,http://blocgame.com/stats.php?id=62958,
Kekislovakia,Sam Kekington,The Order,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 21 hours ago,10 Hundred Tons per month,3 Mbbl per month,Free Market,$498 million,153 Mbbl,Untapped,Small,Mesoamerica,United States,27330 km 2,http://blocgame.com/stats.php?id=63511,
Pemakan Dunia,P3M4k4N 2Nia,The High Council,75k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 19 hours ago,9 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$497 million,425 Mbbl; 6 Mbbl,Untapped,Small,East Indies,Neutral,27161 km 2,http://blocgame.com/stats.php?id=61189,
Emerzonland,Togarius,Comintern,34k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 7 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$497 million,2133 Mbbl,Depleted,Meagre,Atlas,Neutral,13477 km 2,http://blocgame.com/stats.php?id=61204,
Razgriskm,Tordus Stahl,Divine League,11k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Poor,last online 1 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$497 million,32 Mbbl; 2 Mbbl,Untapped,Small,West Africa,United States,23740 km 2,http://blocgame.com/stats.php?id=63117,
Toron,Ragnar Gojie,,12k active personnel,0 ships,Finest of the 19th century,Angelic,None,Undisciplined Rabble,last online 4 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$497 million,39 Mbbl; 2 Mbbl,Untapped,None,China,Neutral,9455 km 2,http://blocgame.com/stats.php?id=63275,
Alorian,Azril91,,24k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 2 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$496 million,200 Mbbl; 5 Mbbl,Untapped,None,Pacific Rim,United States,13343 km 2,http://blocgame.com/stats.php?id=61749,
Sheena,Lord Alphus Maximus Spaz,The Order,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 2 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$496 million,294 Mbbl; 2 Mbbl,Untapped,Meagre,Congo,United States,13477 km 2,http://blocgame.com/stats.php?id=62190,
XDXDXD,MalaysianMaster,Brotherhood of Zion,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,6 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$495 million,3627 Mbbl; 4 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=61521,
Mukhabaratia,YaBoiBashar,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,2 Hundred Tons per month,,Free Market,$495 million,,Untapped,None,Mesopotamia,Soviet Union,13613 km 2,http://blocgame.com/stats.php?id=63137,
Skhimm,Ept2415,Brotherhood of Nod,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 6 hours ago,16 Hundred Tons per month,18 Mbbl per month,Central Planning,$494 million,4302 Mbbl; 18 Mbbl,Untapped,Somewhat Large,Persia,Soviet Union,33695 km 2,http://blocgame.com/stats.php?id=52362,
Cancer,Stolen,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 14 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$494 million,4 Mbbl,Untapped,None,Persia,Neutral,13209 km 2,http://blocgame.com/stats.php?id=58745,
honoraryans,mister,,14k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 181 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$493 million,97 Mbbl; 1 Mbbl,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63471,
Markoviakia,Luako,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 4 hours ago,2 Hundred Tons per month,,Central Planning,$492 million,,Untapped,None,West Africa,Neutral,11345 km 2,http://blocgame.com/stats.php?id=57239,
Decamus,unified_death,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$492 million,1 Mbbl,Untapped,None,Mesoamerica,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63684,
Lorigan,Lorigan,The High Council,35k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,online now,9 Hundred Tons per month,8 Mbbl per month,Central Planning,$491 million,407 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,30830 km 2,http://blocgame.com/stats.php?id=59787,
West Pacific,Thunder Eagle,The Khilafah,16k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 4 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$491 million,386 Mbbl; 1 Mbbl,Untapped,None,Pacific Rim,Neutral,13343 km 2,http://blocgame.com/stats.php?id=62429,
Cascoia,unioncomic,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Good,1 factory,Good,online now,11 Hundred Tons per month,7 Mbbl per month,Free Market,$490 million,5180 Mbbl,Untapped,Small,Arabia,United States,28822 km 2,http://blocgame.com/stats.php?id=54174,
Honesty,Fury,SPQR,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,online now,2 Hundred Tons per month,,Free Market,$490 million,,Untapped,None,Mesopotamia,United States,11231 km 2,http://blocgame.com/stats.php?id=62094,
Lubekran,septima,,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 46 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$490 million,43 Mbbl; 2 Mbbl,Untapped,None,Indochina,Soviet Union,13613 km 2,http://blocgame.com/stats.php?id=62568,
Honduras,Inferno666,The High Council,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 1 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$489 million,41 Mbbl; 1 Mbbl,Untapped,Small,Mesoamerica,Soviet Union,27457 km 2,http://blocgame.com/stats.php?id=60291,
KakMahPower,tuan tanah kedaun,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 110 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$489 million,255 Mbbl,Untapped,None,Indochina,United States,13210 km 2,http://blocgame.com/stats.php?id=60656,
Limefrogs,Limefrog,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 143 hours ago,15 Hundred Tons per month,5 Mbbl per month,Free Market,$489 million,58 Mbbl; 5 Mbbl,Untapped,Small,Pacific Rim,Neutral,16174 km 2,http://blocgame.com/stats.php?id=61881,
kinabalu,fatimah,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 14 hours ago,9 Hundred Tons per month,16 Mbbl per month,Central Planning,$489 million,3694 Mbbl,Untapped,None,Arabia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=62887,
Losong,Hafirus,PIRATES,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,17 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$488 million,48 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,30830 km 2,http://blocgame.com/stats.php?id=60570,
Versail,Chairman,Che Guevara League,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 162 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$487 million,89 Mbbl; 1 Mbbl,Untapped,None,Caribbean,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=45646,
Tron,Tron5,Brotherhood of Zion,43k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,online now,9 Hundred Tons per month,3 Mbbl per month,Central Planning,$487 million,402 Mbbl; 3 Mbbl,Untapped,None,Congo,Soviet Union,30973 km 2,http://blocgame.com/stats.php?id=62967,1 Tons
Pink,Rosy Maple Moth,The Order,35k active personnel,0 ships,First World War surplus,Questionable,1 factory,Elite,online now,18 Hundred Tons per month,2 Mbbl per month,Central Planning,$486 million,489 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,31638 km 2,http://blocgame.com/stats.php?id=46667,
Bloodied Stools,cowds,The High Council,14k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 12 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$486 million,144 Mbbl; 5 Mbbl,Untapped,Mediocre,Gran Colombia,Soviet Union,30433 km 2,http://blocgame.com/stats.php?id=56997,
Jarhead,Jarhead99,,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 146 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$486 million,478 Mbbl; 1 Mbbl,Untapped,Small,Amazonia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=59874,
Shiqhlir,Incer,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 141 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$486 million,1685 Mbbl,Untapped,None,Mesopotamia,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63189,
Chaouenne,pyrignis,The High Council,40k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 5 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$485 million,3329 Mbbl; 5 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,30712 km 2,http://blocgame.com/stats.php?id=42019,1 Tons
crocodile,Quadkencheng,Interpol,45k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Good,online now,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$485 million,259 Mbbl; 10 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,29883 km 2,http://blocgame.com/stats.php?id=60403,
Endau,Syazwanjalil,PIRATES,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 40 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$485 million,199 Mbbl,Untapped,Meagre,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=61932,
Cappadocia,Justinian III,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 133 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$485 million,2 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63494,
Romanovia,Dmitry Romanov,SPQR,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$484 million,2139 Mbbl; 2 Mbbl,Untapped,Meagre,Mesopotamia,Soviet Union,31158 km 2,http://blocgame.com/stats.php?id=59571,
TheDarkSide,LordVader,The Federal Colonies,45k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 7 hours ago,10 Hundred Tons per month,1 Mbbl per month,Central Planning,$484 million,286 Mbbl; 1 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,33802 km 2,http://blocgame.com/stats.php?id=63139,
Daphnestan,Daoapin,The High Council,27k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$483 million,301 Mbbl; 2 Mbbl,Untapped,Meagre,East Indies,Soviet Union,26954 km 2,http://blocgame.com/stats.php?id=59475,
axmbest,amsyah80,,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 87 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$483 million,204 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=61772,
Nuwe Europa,Kruger,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 162 hours ago,3 Hundred Tons per month,,Free Market,$483 million,,Untapped,None,Southern Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63530,
Senandung Malam,Lela Manja,PIRATES,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 34 hours ago,6 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$482 million,155 Mbbl,Untapped,None,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=61074,
PUTINLAND,PUTIN,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 151 hours ago,2 Hundred Tons per month,,Mixed Economy,$481 million,,Untapped,None,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=39053,
SPNR,Stefan Stamenkovic,Comintern,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$481 million,371 Mbbl; 3 Mbbl,,None,Indochina,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=51722,
Red Crazyguy,Red Crazyguy,,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 8 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$481 million,215 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62314,
Sandniggeristan,King Negro,The Order,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 18 hours ago,4 Hundred Tons per month,6 Mbbl per month,Central Planning,$481 million,3658 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,20600 km 2,http://blocgame.com/stats.php?id=63365,
Eurassia,KurdishStalin,Comintern,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 1 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$480 million,3824 Mbbl; 2 Mbbl,Plentiful,Small,Mesopotamia,Soviet Union,23025 km 2,http://blocgame.com/stats.php?id=63019,
Skanonia,Beefy,Brotherhood of Zion,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 71 hours ago,6 Hundred Tons per month,1 Mbbl per month,Free Market,$479 million,261 Mbbl,Untapped,Meagre,China,United States,13343 km 2,http://blocgame.com/stats.php?id=44384,
Walmart,Jeddy,Interpol,52k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,17 Hundred Tons per month,6 Mbbl per month,Central Planning,$479 million,216 Mbbl; 6 Mbbl,Untapped,Small,China,Soviet Union,30667 km 2,http://blocgame.com/stats.php?id=57903,1 Tons
Vorcs,Aiman Nizam,PIRATES,47k active personnel,0 ships,Second World War surplus,Good,1 factory,Elite,last online 1 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$479 million,119 Mbbl; 4 Mbbl,Untapped,Somewhat Large,East Indies,Soviet Union,24422 km 2,http://blocgame.com/stats.php?id=61955,
Burke Tome,Haggashed,Brotherhood of Nod,48k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,9 Hundred Tons per month,7 Mbbl per month,Free Market,$478 million,3252 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=63028,
Schlong Island,Jakovsky,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 146 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$478 million,340 Mbbl,Untapped,Small,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63243,
Granadina,Salom�n,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 148 hours ago,4 Hundred Tons per month,,Mixed Economy,$477 million,,Untapped,None,Gran Colombia,United States,16335 km 2,http://blocgame.com/stats.php?id=49208,
Rararaland,Whiskertoes,The Order,35k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 2 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$477 million,5537 Mbbl; 5 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,29388 km 2,http://blocgame.com/stats.php?id=49272,
Ikeland,ike the freakin awesome,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 19 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$477 million,307 Mbbl; 2 Mbbl,Untapped,Meagre,China,Soviet Union,15536 km 2,http://blocgame.com/stats.php?id=62694,
Fjellrik,Cypher Grunyev,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 132 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$477 million,1169 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,United States,16497 km 2,http://blocgame.com/stats.php?id=63219,
