country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
South Sudan,Darkseller63,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 130 hours ago,2 Hundred Tons per month,,Mixed Economy,$347 million,,Untapped,None,,East Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=48320
Staxania,Charles IV,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 160 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$347 million,174 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=51433
Volkssturm,Wilhelm Keitel,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 127 hours ago,2 Hundred Tons per month,,Mixed Economy,$347 million,,Untapped,None,,Egypt,Neutral,16500 km 2,http://blocgame.com/stats.php?id=55804
New Nederlands,William Mohamad,Brotherhood of Zion,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 32 hours ago,2 Hundred Tons per month,4 Mbbl per month,Free Market,$347 million,2545 Mbbl; 4 Mbbl,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59454
Arganava,Abdul Hamid Muhammad,,16k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 3 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$347 million,106 Mbbl; 1 Mbbl,Untapped,Meagre,,East Indies,Neutral,19800 km 2,http://blocgame.com/stats.php?id=62223
Peutschland,Pocci,The Order,31k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Elite,last online 8 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$347 million,4441 Mbbl; 2 Mbbl,Untapped,None,1 Tons,Persia,Soviet Union,23990 km 2,http://blocgame.com/stats.php?id=63261
Nespera,Pope Paul XXXVI,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,2 Hundred Tons per month,,Free Market,$347 million,,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63270
Borgasha,Magus Evergreen,The Order,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$347 million,4812 Mbbl; 2 Mbbl,Untapped,Meagre,,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63407
DinduNuffin,Illuminati0nn,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 109 hours ago,3 Hundred Tons per month,,Central Planning,$347 million,,Untapped,Meagre,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63474
Tormata,Tormato,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 120 hours ago,2 Hundred Tons per month,,Mixed Economy,$347 million,,Untapped,None,,China,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63752
Costa Bravo,trifolium,,6k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 79 hours ago,2 Hundred Tons per month,,Central Planning,$347 million,,Untapped,None,,Caribbean,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63889
Gridland,grid,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 75 hours ago,2 Hundred Tons per month,,Mixed Economy,$346 million,,Untapped,None,,East Africa,Neutral,11120 km 2,http://blocgame.com/stats.php?id=2917
Horgrif,roxim teaga,,3k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 100 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$346 million,1 Mbbl,Untapped,None,,Amazonia,Neutral,19602 km 2,http://blocgame.com/stats.php?id=55571
Stauqua,AleksVoj,The High Council,28k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 20 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$346 million,49 Mbbl; 2 Mbbl,Untapped,Meagre,,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60873
Sulon Grande,Sulon the Defiler,Brotherhood of Nod,31k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 4 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$346 million,4837 Mbbl; 1 Mbbl,Untapped,Small,,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61038
Dromund Kaas,Arkahm,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 15 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$346 million,338 Mbbl; 1 Mbbl,Untapped,Small,,Congo,Neutral,15536 km 2,http://blocgame.com/stats.php?id=62191
semerah padi,azrilahm,,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$346 million,114 Mbbl; 2 Mbbl,Untapped,Mediocre,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62389
Bernie_Sanders,Adolf_Mussolini,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,online now,4 Hundred Tons per month,5 Mbbl per month,Central Planning,$346 million,1222 Mbbl; 5 Mbbl,Untapped,Small,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63432
Samsayum,Kadetdeen86,The Federal Colonies,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 11 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$346 million,305 Mbbl,Untapped,Meagre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63640
Bananama,Tokajima,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 156 hours ago,2 Hundred Tons per month,,Free Market,$345 million,,Untapped,None,,Caribbean,Neutral,16335 km 2,http://blocgame.com/stats.php?id=49257
DoubleDuskia,Goratrixx,,10k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 145 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$345 million,165 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=51477
Kator,Aratras,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 152 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$345 million,1 Mbbl,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54608
switzerdouch,yaboimtndew,,0k active personnel,0 ships,First World War surplus,Questionable,None,Good,last online 13 hours ago,2 Hundred Tons per month,,Mixed Economy,$345 million,,Untapped,None,,Mesoamerica,Neutral,13613 km 2,http://blocgame.com/stats.php?id=58997
fishball,fishballfish6,,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 12 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$345 million,213 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,14029 km 2,http://blocgame.com/stats.php?id=61050
ImperialBabylon,LetsGetThisShoahOntheRoad,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 145 hours ago,2 Hundred Tons per month,,Free Market,$345 million,1708 Mbbl,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63329
Doug,Douglas321,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 36 hours ago,2 Hundred Tons per month,,Central Planning,$345 million,,Untapped,None,,China,United States,19800 km 2,http://blocgame.com/stats.php?id=63798
Angel Nation,angelgirl1998,Angel Alliance,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 60 hours ago,2 Hundred Tons per month,,Free Market,$345 million,232 Mbbl,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63800
Perperian,StelarCF,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 164 hours ago,4 Hundred Tons per month,4 Mbbl per month,Free Market,$344 million,4786 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=51482
JucheBox,Lunin,SPQR,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 59 hours ago,8 Hundred Tons per month,1 Mbbl per month,Central Planning,$344 million,447 Mbbl; 1 Mbbl,Untapped,None,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=56203
Davidikstan,DCoff,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 156 hours ago,2 Hundred Tons per month,,Free Market,$344 million,,Untapped,None,,East Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59575
Remote,Burgerking,,38k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,online now,12 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$344 million,423 Mbbl,Untapped,Mediocre,,Pacific Rim,United States,28273 km 2,http://blocgame.com/stats.php?id=61201
Groryland,Grorious Reader,,30k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 131 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$343 million,1 Mbbl,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=332
Masterton East,Natedogg,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 2 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$343 million,166 Mbbl; 1 Mbbl,Untapped,Small,,Pacific Rim,United States,19800 km 2,http://blocgame.com/stats.php?id=58225
Homo Mono,Homo Mono,Brotherhood of Nod,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 6 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$343 million,363 Mbbl; 2 Mbbl,Untapped,Small,,Arabia,Soviet Union,23500 km 2,http://blocgame.com/stats.php?id=59108
tony,sgtandrade2019,The Order,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 100 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$343 million,1 Mbbl,Untapped,Small,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62876
CubeHead,waveform,SPQR,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 3 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$343 million,2758 Mbbl,Untapped,Meagre,,Mesopotamia,United States,24063 km 2,http://blocgame.com/stats.php?id=63001
Bernie,nymetsfan,,2k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 75 hours ago,2 Hundred Tons per month,,Mixed Economy,$343 million,,Untapped,None,,Atlas,Neutral,19602 km 2,http://blocgame.com/stats.php?id=63902
Malta,Merito Melitensi,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 138 hours ago,2 Hundred Tons per month,,Mixed Economy,$342 million,,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=40902
Yeezonia,mrbruiser,African Union,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 8 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$342 million,2 Mbbl,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62602
Asaclar,Vladimir_accurate,Che Guevara League,33k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 52 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$342 million,33 Mbbl; 2 Mbbl,Untapped,Meagre,,Caribbean,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=62879
Keksimania,Marc0v0id,The Order,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 47 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$342 million,450 Mbbl; 2 Mbbl,Untapped,Small,,China,Soviet Union,20594 km 2,http://blocgame.com/stats.php?id=63545
Bodd,Todd Bodd,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 109 hours ago,2 Hundred Tons per month,,Free Market,$342 million,,Untapped,None,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63780
Qolopo,Qolopo,,10k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 107 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$342 million,1 Mbbl,Untapped,None,,West Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63811
Ghost Shark,Sharky,PIRATES,40k active personnel,0 ships,First World War surplus,Nice,None,Elite,online now,3 Hundred Tons per month,2 Mbbl per month,Free Market,$342 million,207 Mbbl,,Small,,East Indies,United States,19800 km 2,http://blocgame.com/stats.php?id=63863
The Abarat,John Mischeif,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 13 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$341 million,2 Mbbl,Untapped,Meagre,,Arabia,United States,20000 km 2,http://blocgame.com/stats.php?id=40068
San Palomino,Akiravo,The Order,29k active personnel,0 ships,First World War surplus,Pariah,1 factory,Elite,last online 4 hours ago,7 Hundred Tons per month,12 Mbbl per month,Free Market,$341 million,4528 Mbbl,Untapped,Meagre,,Persia,United States,27693 km 2,http://blocgame.com/stats.php?id=51103
Untauzbek,Al Najibun Razaq,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 72 hours ago,2 Hundred Tons per month,,Mixed Economy,$341 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60535
Nippur,Enlil,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 147 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$341 million,316 Mbbl; 2 Mbbl,Untapped,None,,Southern Cone,United States,20000 km 2,http://blocgame.com/stats.php?id=63233
Burger,Kilo132,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 145 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$341 million,1 Mbbl,Untapped,None,,Southern Cone,United States,20000 km 2,http://blocgame.com/stats.php?id=63371
Szevarif�ld,Arpad,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 127 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$341 million,3356 Mbbl; 1 Mbbl,Untapped,None,,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63424
Utopiareally,Benevolent Dictator,,8k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Standard,last online 50 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$341 million,2076 Mbbl; 4 Mbbl,Untapped,Meagre,,Persia,Soviet Union,19269 km 2,http://blocgame.com/stats.php?id=63590
Agency,/k/altsin,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 157 hours ago,3 Hundred Tons per month,,Central Planning,$340 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=41378
Crux Central,Rangecc,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 155 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$340 million,2 Mbbl,Untapped,None,,China,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=45115
Disnomica,Chaad,The High Council,52k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$340 million,2563 Mbbl; 7 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,25035 km 2,http://blocgame.com/stats.php?id=60992
Much War,Dan The Magic Man,The Order,48k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,online now,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$340 million,1864 Mbbl; 4 Mbbl,Untapped,Small,,Mesopotamia,Soviet Union,26740 km 2,http://blocgame.com/stats.php?id=61645
Obsrany Chlew,Janusz,Lithuanian Coalition,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 7 hours ago,20 Hundred Tons per month,2 Mbbl per month,Free Market,$340 million,164 Mbbl; 2 Mbbl,Untapped,Mediocre,,Caribbean,United States,23501 km 2,http://blocgame.com/stats.php?id=62973
AugustusReborn,DrJakillX96X,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 141 hours ago,3 Hundred Tons per month,,Central Planning,$340 million,,Untapped,None,,East Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63565
Windlow,Cenna,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 120 hours ago,2 Hundred Tons per month,,Mixed Economy,$340 million,,Untapped,None,,China,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63754
Libratio,Concarne,Che Guevara League,21k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 4 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$339 million,94 Mbbl; 2 Mbbl,,Meagre,,Caribbean,Soviet Union,21059 km 2,http://blocgame.com/stats.php?id=40370
Wooumo,Demonic_Prince,,19k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 74 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$339 million,307 Mbbl; 3 Mbbl,Untapped,Meagre,,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=51095
Smite,Northrop,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 112 hours ago,2 Hundred Tons per month,,Mixed Economy,$339 million,,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=56309
