country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
Tendong,kijang,,2k active personnel,0 ships,First World War surplus,Questionable,None,Poor,last online 51 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$626 million,,Untapped,None,,Pacific Rim,Neutral,2780 km 2,http://blocgame.com/stats.php?id=62178,
lobai91,tokarab,PIRATES,55k active personnel,3 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 29 hours ago,17 Hundred Tons per month,8 Mbbl per month,Central Planning,$626 million,189 Mbbl,Untapped,Meagre,,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=63061,
basetrade,basetrade,,5k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$624 million,676 Mbbl; 2 Mbbl,Untapped,None,,Atlas,Neutral,13613 km 2,http://blocgame.com/stats.php?id=64329,
Corn God,gonzi,The Order,35k active personnel,0 ships,First World War surplus,Good,1 factory,Standard,last online 4 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$624 million,27 Mbbl; 1 Mbbl,,Meagre,,Amazonia,Soviet Union,30796 km 2,http://blocgame.com/stats.php?id=64682,
Flower Hippies,Wolololo,Steel Brotherhood,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$623 million,269 Mbbl; 3 Mbbl,Untapped,Mediocre,,Pacific Rim,United States,26595 km 2,http://blocgame.com/stats.php?id=64563,
Genowia,ThePole,The Divine Council,58k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 4 hours ago,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$620 million,87 Mbbl; 6 Mbbl,Untapped,Very Powerful,,Pacific Rim,Soviet Union,31445 km 2,http://blocgame.com/stats.php?id=50839,
New Germany,TheWhiteCoons,The Order,36k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$612 million,89 Mbbl,Untapped,Small,,China,Soviet Union,26877 km 2,http://blocgame.com/stats.php?id=39025,
PENGHASUT,pegasus,The Order,58k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,18 Hundred Tons per month,5 Mbbl per month,Central Planning,$612 million,75 Mbbl; 5 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,26118 km 2,http://blocgame.com/stats.php?id=64637,
Hamshiretonland,Lord Hamshiretonburrough,Brotherhood of Nod,58k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Standard,online now,10 Hundred Tons per month,2 Mbbl per month,Central Planning,$610 million,226 Mbbl; 2 Mbbl,Untapped,Somewhat Large,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=58470,
Melengkar Alam,Raja dewata,The Divine Council,72k active personnel,1 ships,Second World War surplus,Gandhi-like,5 factories,Poor,last online 3 hours ago,27 Hundred Tons per month,13 Mbbl per month,Central Planning,$610 million,4879 Mbbl; 13 Mbbl,Untapped,Large,,Arabia,Soviet Union,28235 km 2,http://blocgame.com/stats.php?id=60554,
cancerpls,cancerpls,,5k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 9 hours ago,2 Hundred Tons per month,,Mixed Economy,$610 million,,Untapped,None,,China,Neutral,13613 km 2,http://blocgame.com/stats.php?id=64297,
Mexiga,Zuniga,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 123 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$610 million,50 Mbbl; 3 Mbbl,Untapped,Meagre,,Amazonia,United States,16335 km 2,http://blocgame.com/stats.php?id=64627,
GayRights,CrazyFrog,Brotherhood of Nod,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 19 hours ago,10 Hundred Tons per month,,Free Market,$609 million,,Untapped,None,,Arabia,United States,13392 km 2,http://blocgame.com/stats.php?id=62099,
Tyblaland,Thairar,The Order,23k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 23 hours ago,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$608 million,344 Mbbl; 4 Mbbl,Untapped,Mediocre,,Congo,Soviet Union,25881 km 2,http://blocgame.com/stats.php?id=64548,
Adrianopolis,XAdrianT,,119k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,last online 83 hours ago,31 Hundred Tons per month,9 Mbbl per month,Free Market,$605 million,3753 Mbbl,Untapped,Very Powerful,,Arabia,United States,35794 km 2,http://blocgame.com/stats.php?id=55912,
HCLI COG Div,Silphiel,The Order,49k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,17 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$603 million,184 Mbbl; 3 Mbbl,Untapped,Large,,Congo,Neutral,27061 km 2,http://blocgame.com/stats.php?id=54510,
Casa del Nolano,jnolat09,The Order,52k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Poor,last online 4 hours ago,6 Hundred Tons per month,4 Mbbl per month,Free Market,$601 million,179 Mbbl; 4 Mbbl,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=45936,
nerfprotoss,nerfprotoss,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$599 million,2292 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,11345 km 2,http://blocgame.com/stats.php?id=64362,
Sunbhistan,Le_Huck,Brotherhood of Nod,52k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 23 hours ago,8 Hundred Tons per month,2 Mbbl per month,Free Market,$596 million,3037 Mbbl,Untapped,Meagre,,Arabia,United States,32880 km 2,http://blocgame.com/stats.php?id=64796,
Satan kingdom,alistan1987,,6k active personnel,0 ships,First World War surplus,Nice,None,Undisciplined Rabble,last online 1 hours ago,2 Hundred Tons per month,,Mixed Economy,$594 million,,,None,,East Indies,Neutral,2439 km 2,http://blocgame.com/stats.php?id=60809,
Sw�r�s,Crezz Vazz,The Divine Council,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 74 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$593 million,7 Mbbl,Untapped,None,,Gran Colombia,Soviet Union,13209 km 2,http://blocgame.com/stats.php?id=61466,
TheTrueAsia,Vinney420,The Order,4k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Undisciplined Rabble,last online 24 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$593 million,47 Mbbl,Untapped,None,,Pacific Rim,Neutral,10519 km 2,http://blocgame.com/stats.php?id=64516,
siput sedut,Mr. President Aizat,The Divine Council,175k active personnel,1 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 10 hours ago,27 Hundred Tons per month,15 Mbbl per month,Free Market,$592 million,218 Mbbl,Untapped,Powerful,,East Indies,United States,43174 km 2,http://blocgame.com/stats.php?id=60552,
melakar raya,coin,The Khilafah,99k active personnel,3 ships,Korean War surplus,Angelic,2 factories,Poor,last online 3 hours ago,20 Hundred Tons per month,7 Mbbl per month,Central Planning,$592 million,23 Mbbl; 7 Mbbl,Untapped,Large,,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62446,
deathtotyrants,deathtotyrants,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 9 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$592 million,2393 Mbbl; 2 Mbbl,Untapped,None,,Atlas,Neutral,11095 km 2,http://blocgame.com/stats.php?id=64328,
Luce,Hopp,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 177 hours ago,2 Hundred Tons per month,,Mixed Economy,$592 million,,Untapped,None,,Mesoamerica,Neutral,16417 km 2,http://blocgame.com/stats.php?id=64492,
\\\'Murica,Blob26,,7k active personnel,0 ships,Second World War surplus,Angelic,None,Undisciplined Rabble,last online 148 hours ago,2 Hundred Tons per month,,Mixed Economy,$591 million,,Untapped,None,,Caribbean,Neutral,7880 km 2,http://blocgame.com/stats.php?id=59539,
masterspy,masterspy,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 23 hours ago,2 Hundred Tons per month,,Mixed Economy,$590 million,,Untapped,Mediocre,,China,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=64274,
Karipuley,mapley,PIRATES,57k active personnel,1 ships,First World War surplus,Nice,3 factories,Good,last online 8 hours ago,9 Hundred Tons per month,5 Mbbl per month,Free Market,$590 million,323 Mbbl,Untapped,Somewhat Large,,Pacific Rim,Soviet Union,30459 km 2,http://blocgame.com/stats.php?id=64454,
Union Mech,Particleman,SPQR,11k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 8 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$590 million,276 Mbbl; 5 Mbbl,Plentiful,Small,,East Africa,Soviet Union,26095 km 2,http://blocgame.com/stats.php?id=64591,
balancedgame,balancedgame,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$588 million,2150 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,13613 km 2,http://blocgame.com/stats.php?id=64345,
Democrastan,Demochi,The Order,86k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Undisciplined Rabble,last online 1 hours ago,14 Hundred Tons per month,9 Mbbl per month,Free Market,$586 million,95 Mbbl,Untapped,Very Powerful,,West Africa,United States,20762 km 2,http://blocgame.com/stats.php?id=63132,
�bermensch,Fegelein,The Order,89k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,26 Hundred Tons per month,13 Mbbl per month,Free Market,$583 million,3502 Mbbl,Untapped,Mediocre,,Atlas,United States,26552 km 2,http://blocgame.com/stats.php?id=52438,
Kuviere,Jaywynne,,28k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 100 hours ago,2 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$583 million,4345 Mbbl; 5 Mbbl,Untapped,Meagre,,Atlas,Neutral,23665 km 2,http://blocgame.com/stats.php?id=58755,
AloqStaq,zulhasr39680,PIRATES,45k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 1 hours ago,6 Hundred Tons per month,26 Mbbl per month,Central Planning,$583 million,3146 Mbbl; 26 Mbbl,Untapped,Very Powerful,,Atlas,Soviet Union,21158 km 2,http://blocgame.com/stats.php?id=62186,
Vorose,Tellmo,,4k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$576 million,,Untapped,None,,Southern Cone,Neutral,15953 km 2,http://blocgame.com/stats.php?id=64535,
Disnomica,Chaad,The Divine Council,68k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 11 hours ago,10 Hundred Tons per month,15 Mbbl per month,Central Planning,$575 million,3347 Mbbl; 15 Mbbl,,Large,,Arabia,Soviet Union,34693 km 2,http://blocgame.com/stats.php?id=60992,
Mata Helang,Mata Helang,PIRATES,32k active personnel,0 ships,Finest of the 19th century,Gandhi-like,3 factories,Undisciplined Rabble,last online 12 hours ago,35 Hundred Tons per month,3 Mbbl per month,Free Market,$574 million,309 Mbbl; 3 Mbbl,Untapped,Large,,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=64412,
TheDankLight,TheDankDark,The Divine Council,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 28 hours ago,11 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$572 million,3489 Mbbl; 6 Mbbl,Untapped,Powerful,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60950,
Dissapointment,El Jefe 2.0,The Order,18k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 23 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$570 million,150 Mbbl; 2 Mbbl,Untapped,None,,East Indies,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=64053,
bird land,birdjoseph,,3k active personnel,0 ships,Finest of the 19th century,Good,None,Elite,last online 47 hours ago,0 Hundred Tons per month,,Mixed Economy,$568 million,343 Mbbl,Untapped,None,,China,Neutral,9038 km 2,http://blocgame.com/stats.php?id=61878,
ismaillian,ismaillian,,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 1 hours ago,2 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$563 million,1468 Mbbl; 8 Mbbl,,None,,Arabia,Neutral,7646 km 2,http://blocgame.com/stats.php?id=64081,
Swadia,SonnyJack,The Order,77k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,33 Hundred Tons per month,34 Mbbl per month,Free Market,$562 million,6862 Mbbl,Untapped,Very Powerful,1 Tons,Arabia,United States,64589 km 2,http://blocgame.com/stats.php?id=40011,
Strath,Finn Hunter,,36k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 116 hours ago,19 Hundred Tons per month,5 Mbbl per month,Central Planning,$561 million,175 Mbbl; 5 Mbbl,Untapped,Small,,Southern Cone,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=61471,
Thiepia,RulerKing,,4k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 13 hours ago,2 Hundred Tons per month,,Mixed Economy,$561 million,,,None,,Indochina,Neutral,3411 km 2,http://blocgame.com/stats.php?id=63846,
Lopon,Olomg,,5k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$561 million,,Untapped,None,,Amazonia,Neutral,15953 km 2,http://blocgame.com/stats.php?id=64532,
Crashlantis,The Great Crashimo,The Order,66k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,22 Hundred Tons per month,14 Mbbl per month,Mixed Economy,$560 million,2108 Mbbl,Untapped,Powerful,,Egypt,United States,38912 km 2,http://blocgame.com/stats.php?id=50932,
CivilRights,DorothyMays,The Divine Council,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 24 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$560 million,189 Mbbl,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64740,
Korhollia,Le_Mengsk,,3k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 127 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$560 million,2267 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Neutral,16667 km 2,http://blocgame.com/stats.php?id=64792,
Zhongguo,Chairman Mao,The Order,100k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 4 hours ago,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$556 million,199 Mbbl; 6 Mbbl,Untapped,Meagre,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63425,
Kgkerambit,Mrqayyum,The Order,121k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 15 hours ago,35 Hundred Tons per month,11 Mbbl per month,Free Market,$554 million,458 Mbbl; 11 Mbbl,Untapped,Very Powerful,,East Indies,United States,37830 km 2,http://blocgame.com/stats.php?id=61014,
BIOR KELANTOK,Krul,The Divine Council,49k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 6 hours ago,10 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$552 million,233 Mbbl,Untapped,Somewhat Large,,Pacific Rim,United States,16172 km 2,http://blocgame.com/stats.php?id=61489,
Amrans fans,apaiblues83,PIRATES,49k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 9 hours ago,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$550 million,136 Mbbl; 7 Mbbl,Near Depletion,Large,,Caribbean,Soviet Union,25795 km 2,http://blocgame.com/stats.php?id=62203,
Yannevia,Yannevitz,Steel Brotherhood,23k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 3 hours ago,12 Hundred Tons per month,3 Mbbl per month,Free Market,$547 million,430 Mbbl,Untapped,Mediocre,,Gran Colombia,Neutral,20302 km 2,http://blocgame.com/stats.php?id=62538,
The Monarch,MonarchOfMadness,The Unknown,1k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 47 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$546 million,1 Mbbl; 2 Mbbl,Near Depletion,None,,Pacific Rim,Neutral,12656 km 2,http://blocgame.com/stats.php?id=63883,
Farm001,Farmer001,,4k active personnel,0 ships,Finest of the 19th century,Normal,None,Undisciplined Rabble,last online 8 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$546 million,1702 Mbbl; 2 Mbbl,Untapped,None,,Atlas,Neutral,9845 km 2,http://blocgame.com/stats.php?id=64270,
Babylon-Assyria,Ishtar,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 13 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$545 million,1416 Mbbl; 3 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64655,
fishball,fishballfish6,,6k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 1 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$544 million,2 Mbbl,Untapped,None,,Pacific Rim,Neutral,3177 km 2,http://blocgame.com/stats.php?id=61050,
Luskwood,HylerVolfhelm,The Order,98k active personnel,3 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,25 Hundred Tons per month,8 Mbbl per month,Central Planning,$544 million,433 Mbbl; 8 Mbbl,Untapped,Large,,The Subcontinent,Soviet Union,36994 km 2,http://blocgame.com/stats.php?id=63171,
Much War,Dan The Magic Man,The Order,52k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 7 hours ago,10 Hundred Tons per month,12 Mbbl per month,Central Planning,$542 million,3563 Mbbl; 12 Mbbl,Untapped,Large,,Mesopotamia,Soviet Union,40406 km 2,http://blocgame.com/stats.php?id=61645,
4g93,kadafi,The Order,79k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 2 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$542 million,345 Mbbl; 5 Mbbl,Untapped,Large,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62122,
pengkalan chepa,sultan pali,,6k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 1 hours ago,2 Hundred Tons per month,,Mixed Economy,$541 million,59 Mbbl,Untapped,None,,East Indies,Neutral,3689 km 2,http://blocgame.com/stats.php?id=60742,
Niorgana,Jorge Harzia,The Order,34k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,last online 61 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$538 million,393 Mbbl,Untapped,Somewhat Large,,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=63970,
Tigner,atiah,The Order,122k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 9 hours ago,19 Hundred Tons per month,4 Mbbl per month,Free Market,$538 million,6117 Mbbl,Untapped,Large,,Egypt,United States,27558 km 2,http://blocgame.com/stats.php?id=64128,
Serbija,Radovan Karad�i�,Steel Brotherhood,80k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,32 Hundred Tons per month,17 Mbbl per month,Central Planning,$537 million,2270 Mbbl; 17 Mbbl,Untapped,Very Powerful,,Atlas,Soviet Union,29377 km 2,http://blocgame.com/stats.php?id=62971,
hatchblock,hatchblock,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$537 million,2190 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64353,
wildestislands,wildestislands,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$537 million,4873 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64354,
Nautique,wayneeconomist,The Divine Council,89k active personnel,0 ships,Korean War surplus,Nice,None,Standard,online now,16 Hundred Tons per month,2 Mbbl per month,Free Market,$532 million,930 Mbbl,Untapped,Very Powerful,,The Subcontinent,Soviet Union,36684 km 2,http://blocgame.com/stats.php?id=58443,
landoffensive,landoffensive,,5k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 9 hours ago,2 Hundred Tons per month,,Mixed Economy,$532 million,48 Mbbl,Untapped,Mediocre,,China,Neutral,15136 km 2,http://blocgame.com/stats.php?id=64291,
hollywoodundead,batmanthing2222,,5k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 23 hours ago,6 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$531 million,2668 Mbbl; 3 Mbbl,Untapped,None,,Arabia,Neutral,7646 km 2,http://blocgame.com/stats.php?id=59629,
Blackwater Inc,Dark Tenno,PIRATES,84k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 5 hours ago,21 Hundred Tons per month,1 Mbbl per month,Central Planning,$530 million,110 Mbbl; 1 Mbbl,Untapped,Very Powerful,,East Indies,Soviet Union,28748 km 2,http://blocgame.com/stats.php?id=64016,
Zama Regia,Mewlia,The Order,60k active personnel,6 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,14 Hundred Tons per month,7 Mbbl per month,Free Market,$527 million,353 Mbbl; 7 Mbbl,Untapped,Very Powerful,,Southern Africa,United States,29960 km 2,http://blocgame.com/stats.php?id=64126,
Pasir Dua Butir,Rocky Malaya,The Order,88k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 11 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$526 million,282 Mbbl; 6 Mbbl,Untapped,Somewhat Large,,East Indies,United States,19833 km 2,http://blocgame.com/stats.php?id=60687,
tamarin,tamarin,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,2 Hundred Tons per month,,Central Planning,$525 million,,Untapped,None,,Atlas,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62859,
Kondominium,AdamKarolczak,Steel Brotherhood,94k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,32 Hundred Tons per month,17 Mbbl per month,Free Market,$524 million,881 Mbbl; 17 Mbbl,,Very Powerful,1 Tons,Arabia,United States,33932 km 2,http://blocgame.com/stats.php?id=61576,
Obsrany Chlew,Janusz,Steel Brotherhood,73k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,42 Hundred Tons per month,3 Mbbl per month,Free Market,$524 million,69 Mbbl; 3 Mbbl,Untapped,Very Powerful,,Caribbean,United States,34736 km 2,http://blocgame.com/stats.php?id=62973,
Lain,Red Terror,The Order,117k active personnel,4 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 11 hours ago,31 Hundred Tons per month,13 Mbbl per month,Central Planning,$523 million,6306 Mbbl; 13 Mbbl,Near Depletion,Mediocre,,Egypt,Soviet Union,27165 km 2,http://blocgame.com/stats.php?id=54938,
militaryjunta,militaryjunta,,8k active personnel,0 ships,First World War surplus,Normal,None,Standard,last online 23 hours ago,2 Hundred Tons per month,,Mixed Economy,$522 million,,Untapped,None,,China,Neutral,16500 km 2,http://blocgame.com/stats.php?id=64290,
Harlostia,Jeff Ishenoff,The Order,6k active personnel,0 ships,First World War surplus,Good,1 factory,Undisciplined Rabble,last online 17 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$521 million,1699 Mbbl,Untapped,None,,Mesopotamia,Neutral,7055 km 2,http://blocgame.com/stats.php?id=64003,
Riftenland,ewinganu,Steel Brotherhood,31k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,online now,3 Hundred Tons per month,2 Mbbl per month,Free Market,$520 million,463 Mbbl,Untapped,Meagre,,East Indies,United States,30641 km 2,http://blocgame.com/stats.php?id=64917,
donaldtrump2016,donaldtrump2016,,12k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 9 hours ago,2 Hundred Tons per month,,Central Planning,$518 million,,Untapped,Small,,China,Soviet Union,19383 km 2,http://blocgame.com/stats.php?id=64293,
Sanlucia,johnnylaw1990,SPQR,52k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Good,last online 20 hours ago,6 Hundred Tons per month,11 Mbbl per month,Free Market,$517 million,4235 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=59921,
Treso,Jkrowl,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$517 million,,Untapped,None,,Amazonia,Neutral,13681 km 2,http://blocgame.com/stats.php?id=64534,
Wielkopl,taikuh,Steel Brotherhood,84k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,27 Hundred Tons per month,,Central Planning,$512 million,137 Mbbl,Plentiful,Very Powerful,1 Tons,Caribbean,Soviet Union,41529 km 2,http://blocgame.com/stats.php?id=42376,
Velts,Melvin Potts,,6k active personnel,0 ships,Finest of the 19th century,Good,None,Undisciplined Rabble,last online 30 hours ago,2 Hundred Tons per month,,Mixed Economy,$512 million,,Untapped,None,,Arabia,Neutral,6567 km 2,http://blocgame.com/stats.php?id=61389,
blanco,finalsolution,The Order,82k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 24 hours ago,18 Hundred Tons per month,8 Mbbl per month,Central Planning,$511 million,4699 Mbbl,Untapped,Very Powerful,,Arabia,Soviet Union,35477 km 2,http://blocgame.com/stats.php?id=63245,
Ashbury,Mr.Southward,,56k active personnel,1 ships,Second World War surplus,Angelic,3 factories,Elite,online now,13 Hundred Tons per month,5 Mbbl per month,Free Market,$511 million,126 Mbbl,Plentiful,Mediocre,,Pacific Rim,United States,30808 km 2,http://blocgame.com/stats.php?id=64755,
rendang,pokok,PIRATES,39k active personnel,0 ships,First World War surplus,Questionable,1 factory,Poor,last online 1 hours ago,12 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$510 million,121 Mbbl,Near Depletion,Mediocre,,China,Neutral,28023 km 2,http://blocgame.com/stats.php?id=64630,
Orange Julius,5dollarcheezit,The Divine Council,79k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 18 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$508 million,530 Mbbl; 5 Mbbl,Untapped,Large,,East Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=46049,
