country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
Baloq,Baloq Liat,,7k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 150 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$1534 million,9 Mbbl; 2 Mbbl,Untapped,Small,,Indochina,Soviet Union,3440 km 2,http://blocgame.com/stats.php?id=61900,
Cartenesia,hexagon,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 55 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$1533 million,,Untapped,None,,Pacific Rim,Neutral,3616 km 2,http://blocgame.com/stats.php?id=58994,
Argon,Argus,Interpol,101k active personnel,8 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 8 hours ago,31 Hundred Tons per month,28 Mbbl per month,Central Planning,$1532 million,1716 Mbbl; 28 Mbbl,Untapped,Powerful,,Atlas,Soviet Union,41048 km 2,http://blocgame.com/stats.php?id=57323,
Transmekong,Prabang,The United Nations,8k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 102 hours ago,12 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1531 million,93 Mbbl,Untapped,Meagre,,Indochina,United States,7342 km 2,http://blocgame.com/stats.php?id=40195,
Rudenia,Supreme Leader,The Divine Council,74k active personnel,1 ships,First World War surplus,Good,2 factories,Standard,last online 1 hours ago,12 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$1531 million,2967 Mbbl,Near Depletion,Small,,Arabia,Soviet Union,18646 km 2,http://blocgame.com/stats.php?id=47765,
United-Muslims,Karim,SPQR,2k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 19 hours ago,9 Hundred Tons per month,,Mixed Economy,$1531 million,,Untapped,None,,Mesopotamia,United States,3580 km 2,http://blocgame.com/stats.php?id=61674,
Kek Slovakia,Fidel Kekstro,The Order,100k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 13 hours ago,31 Hundred Tons per month,21 Mbbl per month,Central Planning,$1530 million,354 Mbbl; 21 Mbbl,Untapped,Large,,Pacific Rim,Soviet Union,39700 km 2,http://blocgame.com/stats.php?id=63462,
Farsland,Kyrre Aleisun,,10k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 72 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$1529 million,3218 Mbbl; 3 Mbbl,Untapped,Small,,Persia,Soviet Union,4085 km 2,http://blocgame.com/stats.php?id=63782,
Infernistan,Inferno JR,Socialist Arab Union,10k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 20 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$1527 million,1051 Mbbl; 8 Mbbl,Untapped,Meagre,,Egypt,Neutral,4985 km 2,http://blocgame.com/stats.php?id=60304,
Large Man,LargeMan,The Divine Council,86k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,9 Hundred Tons per month,16 Mbbl per month,Central Planning,$1521 million,7673 Mbbl; 16 Mbbl,Untapped,Powerful,1 Tons,Egypt,Soviet Union,52663 km 2,http://blocgame.com/stats.php?id=52836,
Kritch,Zorn,Steel Brotherhood,106k active personnel,1 ships,Second World War surplus,Nice,2 factories,Elite,online now,30 Hundred Tons per month,11 Mbbl per month,Central Planning,$1520 million,404 Mbbl; 11 Mbbl,Untapped,Very Powerful,5 Tons,The Subcontinent,Soviet Union,45580 km 2,http://blocgame.com/stats.php?id=63155,
Cocobongo,Cuban Pete,The Divine Council,30k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,13 Hundred Tons per month,1 Mbbl per month,Free Market,$1518 million,290 Mbbl; 1 Mbbl,Untapped,Large,,Gran Colombia,United States,19020 km 2,http://blocgame.com/stats.php?id=58193,
rio de la plata,karl franz,Lithuanian Coalition,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 73 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1517 million,249 Mbbl; 2 Mbbl,,Meagre,,Southern Cone,United States,5148 km 2,http://blocgame.com/stats.php?id=63051,
Casopia,Nathaniel Baker,,10k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,last online 95 hours ago,10 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1515 million,5 Mbbl,Untapped,Small,,Gran Colombia,Neutral,6987 km 2,http://blocgame.com/stats.php?id=63500,
Thermonia,Aluminothermic,The Order,78k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 13 hours ago,17 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$1513 million,4368 Mbbl,Untapped,Large,,Mesopotamia,United States,27128 km 2,http://blocgame.com/stats.php?id=53567,
Utea,SephiXarados,The Order,90k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 8 hours ago,30 Hundred Tons per month,6 Mbbl per month,Free Market,$1507 million,277 Mbbl,Plentiful,Powerful,,Amazonia,United States,61785 km 2,http://blocgame.com/stats.php?id=49905,
Mangkok,MangkukHayun,The Divine Council,104k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,21 Hundred Tons per month,15 Mbbl per month,Free Market,$1505 million,136 Mbbl,Plentiful,Somewhat Large,,East Indies,Neutral,50935 km 2,http://blocgame.com/stats.php?id=62210,
FreakTopia,Remington Steel,The Order,113k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 2 hours ago,41 Hundred Tons per month,11 Mbbl per month,Free Market,$1503 million,743 Mbbl,Untapped,Powerful,,The Subcontinent,United States,51919 km 2,http://blocgame.com/stats.php?id=45527,
Wafflonia,Stellarwaffle,SPQR,84k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 13 hours ago,16 Hundred Tons per month,11 Mbbl per month,Central Planning,$1501 million,3908 Mbbl; 11 Mbbl,Untapped,Mediocre,,Egypt,Soviet Union,39410 km 2,http://blocgame.com/stats.php?id=63064,
Iwo Jima,Tadamichi Kuribayashi,The Order,144k active personnel,5 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,33 Hundred Tons per month,13 Mbbl per month,Central Planning,$1500 million,398 Mbbl; 13 Mbbl,Plentiful,Powerful,,Pacific Rim,Soviet Union,55353 km 2,http://blocgame.com/stats.php?id=63259,
Freedom Treaty,Ursa Majoris,The United Nations,8k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 138 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$1493 million,146 Mbbl; 5 Mbbl,Untapped,Meagre,,China,Soviet Union,22674 km 2,http://blocgame.com/stats.php?id=57690,
Zorin,NeroRPG,The Divine Council,16k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,7 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1488 million,95 Mbbl; 5 Mbbl,Untapped,Somewhat Large,,Pacific Rim,Soviet Union,13708 km 2,http://blocgame.com/stats.php?id=59970,
The UCOA,Stephanobroburg123,Steel Brotherhood,22k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 31 hours ago,9 Hundred Tons per month,,Central Planning,$1487 million,,Plentiful,None,,Pacific Rim,Neutral,6184 km 2,http://blocgame.com/stats.php?id=54240,
Whadjuk,MarsOz,The Khilafah,67k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,7 Hundred Tons per month,6 Mbbl per month,Central Planning,$1483 million,2165 Mbbl; 6 Mbbl,Plentiful,Large,,Mesopotamia,Soviet Union,10606 km 2,http://blocgame.com/stats.php?id=63576,
Robots,stormbot28,Interpol,80k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,9 Hundred Tons per month,1 Mbbl per month,Free Market,$1482 million,142 Mbbl,Untapped,Large,,Caribbean,United States,18433 km 2,http://blocgame.com/stats.php?id=40242,
Yugoslothia,Yugoslothia,Brotherhood of Nod,69k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 1 hours ago,12 Hundred Tons per month,10 Mbbl per month,Free Market,$1481 million,3248 Mbbl,Untapped,Mediocre,,Egypt,United States,31284 km 2,http://blocgame.com/stats.php?id=55968,
Fludena,mkelland4,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 124 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$1475 million,1786 Mbbl,Untapped,Meagre,,Atlas,United States,4210 km 2,http://blocgame.com/stats.php?id=64036,
Moneymaking,Bill Gates,Steel Brotherhood,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 48 hours ago,11 Hundred Tons per month,11 Mbbl per month,Free Market,$1474 million,1976 Mbbl; 11 Mbbl,Untapped,Small,,Arabia,United States,9360 km 2,http://blocgame.com/stats.php?id=64271,
Vorcs,Aiman Nizam,PIRATES,117k active personnel,14 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,15 Hundred Tons per month,11 Mbbl per month,Central Planning,$1473 million,68 Mbbl; 11 Mbbl,Untapped,Very Powerful,,East Indies,Soviet Union,36316 km 2,http://blocgame.com/stats.php?id=61955,
Persona-Grata,syafiqsudin,PIRATES,40k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 9 hours ago,22 Hundred Tons per month,9 Mbbl per month,Central Planning,$1459 million,234 Mbbl,Untapped,Large,,East Indies,Soviet Union,36331 km 2,http://blocgame.com/stats.php?id=60788,
Sordidia,RogueandaScoundrel,The Order,74k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 16 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$1457 million,457 Mbbl,Untapped,Powerful,,Caribbean,Soviet Union,39299 km 2,http://blocgame.com/stats.php?id=63203,
The Deserted,Kamakazi Sunshine,Steel Brotherhood,81k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,20 Hundred Tons per month,3 Mbbl per month,Central Planning,$1456 million,126 Mbbl,,Powerful,,Pacific Rim,Soviet Union,19852 km 2,http://blocgame.com/stats.php?id=40459,
Ceannesburg,theorange0,The Order,148k active personnel,10 ships,First World War surplus,Angelic,3 factories,Standard,online now,23 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1456 million,62 Mbbl,Untapped,Very Powerful,,Mesoamerica,United States,33487 km 2,http://blocgame.com/stats.php?id=56500,
Borneon,orangsigat,PIRATES,116k active personnel,11 ships,Korean War surplus,Gandhi-like,5 factories,Elite,online now,30 Hundred Tons per month,21 Mbbl per month,Central Planning,$1455 million,187 Mbbl; 21 Mbbl,,Very Powerful,5 Tons,Caribbean,Neutral,32300 km 2,http://blocgame.com/stats.php?id=61947,
Thimerica,Focus,Steel Brotherhood,31k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 5 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$1455 million,13 Mbbl; 2 Mbbl,Near Depletion,None,,Gran Colombia,Soviet Union,12691 km 2,http://blocgame.com/stats.php?id=62883,
HiredGun,FreeCharge,The Order,62k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,35 Hundred Tons per month,21 Mbbl per month,Central Planning,$1447 million,5303 Mbbl; 21 Mbbl,Untapped,Very Powerful,,Egypt,Soviet Union,52634 km 2,http://blocgame.com/stats.php?id=53353,
Smyrno,Mallow,Steel Brotherhood,100k active personnel,7 ships,Korean War surplus,Gandhi-like,2 factories,Good,online now,21 Hundred Tons per month,12 Mbbl per month,Central Planning,$1447 million,9373 Mbbl,Plentiful,Powerful,,Arabia,Soviet Union,49040 km 2,http://blocgame.com/stats.php?id=62960,
AfganiBoy,CrazyDima,The United Nations,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 18 hours ago,9 Hundred Tons per month,,Free Market,$1444 million,,Untapped,None,,Mesopotamia,United States,4425 km 2,http://blocgame.com/stats.php?id=62098,
mani,mani,SPQR,9k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Poor,last online 56 hours ago,6 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1444 million,3608 Mbbl,Untapped,Somewhat Large,,Persia,Neutral,5163 km 2,http://blocgame.com/stats.php?id=62912,
Edtopia,Edgar,The Federal Colonies,25k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,12 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1436 million,690 Mbbl; 2 Mbbl,,Mediocre,,Mesoamerica,Neutral,19406 km 2,http://blocgame.com/stats.php?id=249,
Turbanistan,eromer2,The Order,89k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 12 hours ago,22 Hundred Tons per month,4 Mbbl per month,Central Planning,$1431 million,618 Mbbl; 4 Mbbl,Untapped,Powerful,,The Subcontinent,Soviet Union,33881 km 2,http://blocgame.com/stats.php?id=63007,
720instaswap,TM0n3y,,7k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 91 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$1421 million,1781 Mbbl; 3 Mbbl,Untapped,Small,,Persia,Soviet Union,7495 km 2,http://blocgame.com/stats.php?id=62714,
fjortonattio8,fiveonesix,The Order,83k active personnel,1 ships,Second World War surplus,Angelic,3 factories,Elite,online now,30 Hundred Tons per month,5 Mbbl per month,Free Market,$1421 million,150 Mbbl,Untapped,Large,,Gran Colombia,United States,30782 km 2,http://blocgame.com/stats.php?id=63413,
Olympia,Xasthur,Brotherhood of Nod,78k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 14 hours ago,20 Hundred Tons per month,5 Mbbl per month,Central Planning,$1420 million,51 Mbbl; 5 Mbbl,Plentiful,Very Powerful,,China,Soviet Union,42250 km 2,http://blocgame.com/stats.php?id=51354,
Nameck,Picko,Interpol,79k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,17 Hundred Tons per month,12 Mbbl per month,Central Planning,$1419 million,9743 Mbbl; 12 Mbbl,Untapped,Powerful,,Arabia,Soviet Union,41252 km 2,http://blocgame.com/stats.php?id=61968,
House Tyrell,Mace Tyrell,SPQR,36k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1419 million,292 Mbbl; 7 Mbbl,Plentiful,Large,,Arabia,United States,6371 km 2,http://blocgame.com/stats.php?id=64093,
Sulon Grande,Sulon the Defiler,Brotherhood of Nod,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 14 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$1415 million,2723 Mbbl; 2 Mbbl,Untapped,Large,,Atlas,Neutral,11231 km 2,http://blocgame.com/stats.php?id=61038,
Vursian,Amirul Izzat,PIRATES,53k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 7 hours ago,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$1413 million,,Untapped,Large,,East Indies,Soviet Union,16435 km 2,http://blocgame.com/stats.php?id=62540,
Andes,Murtox,The Divine Council,72k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,21 Hundred Tons per month,4 Mbbl per month,Central Planning,$1412 million,297 Mbbl,,Somewhat Large,,Gran Colombia,Soviet Union,29615 km 2,http://blocgame.com/stats.php?id=51547,
JIDF,Mort Goldstein,,0k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 68 hours ago,0 Hundred Tons per month,,Mixed Economy,$1408 million,40 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,6122 km 2,http://blocgame.com/stats.php?id=63700,
Briggs,General Armstrong,SPQR,69k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,28 Hundred Tons per month,4 Mbbl per month,Central Planning,$1405 million,345 Mbbl,Untapped,Very Powerful,,Southern Cone,Soviet Union,40980 km 2,http://blocgame.com/stats.php?id=53442,
fetiwert,raja adam iskandar,The Federal Colonies,3k active personnel,0 ships,Second World War surplus,Questionable,1 factory,Undisciplined Rabble,last online 151 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1403 million,272 Mbbl,Untapped,None,,East Indies,Neutral,4381 km 2,http://blocgame.com/stats.php?id=63124,
johoreansouth,afiqaffendy615,PIRATES,102k active personnel,6 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 11 hours ago,26 Hundred Tons per month,11 Mbbl per month,Central Planning,$1401 million,223 Mbbl; 11 Mbbl,Untapped,Very Powerful,,The Subcontinent,Soviet Union,40575 km 2,http://blocgame.com/stats.php?id=61895,
Rogue Nation,MR.Fernandez,The Order,50k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,14 Hundred Tons per month,8 Mbbl per month,Central Planning,$1400 million,93 Mbbl,Untapped,Powerful,,China,Soviet Union,19588 km 2,http://blocgame.com/stats.php?id=64135,
Uzbekistan.,Ittin,Brotherhood of Nod,99k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,27 Hundred Tons per month,13 Mbbl per month,Central Planning,$1398 million,5586 Mbbl; 13 Mbbl,Plentiful,Very Powerful,,Persia,Soviet Union,56555 km 2,http://blocgame.com/stats.php?id=59590,
Laurence,Frezzerbloom,Brotherhood of Nod,83k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 21 hours ago,16 Hundred Tons per month,10 Mbbl per month,Central Planning,$1390 million,2776 Mbbl; 10 Mbbl,Untapped,Very Powerful,1 Tons,Arabia,Soviet Union,23990 km 2,http://blocgame.com/stats.php?id=49637,
Targaria,i0i0i0,SPQR,11k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 12 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$1387 million,6 Mbbl,,Small,,Pacific Rim,Soviet Union,13078 km 2,http://blocgame.com/stats.php?id=42946,
